作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度
元稹,酒,1,0.791403,0.791403,寄刘颇二首,平生嗜酒颠狂甚,酒狂,蓋寛饒曰：無多酌我，我則酒狂。,0.791403
元稹,河南尹,1,0.788821,0.788821,忆云之,各在四方表,四方表則,《晉》：庾純，字謀甫，為河南尹，為四方之表則。,0.788821
元稹,勤官,1,0.774518,0.774518,旱灾自咎，贻七县宰同州时,竭力不敢惮,不敢怠遑,,0.774518
元稹,長大人,1,0.766907,0.766907,青云驿,下有千仞谿,千仞,《楚詞》曰：「東方長人千仞，唯䰟是索。」,0.766907
元稹,扇,1,0.761708,0.761708,酬孝甫见赠十首（各酬本意，次用旧韵）,雉尾扇开朝日出,雉尾扇,又曰：殷高宗有雉雊之徵服，章多用翟羽。故有雉尾扇。周制：以為王后夫人車服。輦車有翣，即緝雉羽以為扇。,0.761708
元稹,寒食,1,0.759257,0.759257,连昌宫词,初过寒食一百六,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.759257
元稹,才不稱職,1,0.757925,0.757925,有酒十章,位者不逮其德耶,雖有其位茍無其德則素餐也,,0.757925
元稹,桑,1,0.753344,0.753344,茅舍,奔走伐桑柘,無伐桑柘,,0.753344
元稹,直,1,0.749734,0.749734,感梦（梦故兵部裴尚书相公）,好直者皆是,可謂直矣,,0.749734
元稹,清亷,1,0.749719,0.749719,遣春三首,杨公三不惑,楊秉三不惑：,酒色財也為兖豫州刺史計日受俸,0.749719
元稹,禱祀,1,0.746553,0.746553,庙之神,神不福人耶,神不享矣,,0.746553
元稹,射,1,0.742264,0.742264,箭镞,不射人不安,射不主皮,,0.742264
元结,天,3,0.787192,0.78719205,补乐歌十首。九渊,孰知其然,焉知,裨灶焉知天道。,0.787192
元结,父子,2,0.746863,0.744583,二风诗。治风诗五篇。至慈,而不知其慈,不慈,父不慈，子不孝。祗服厥父。,0.746863
元结,倉廩,1,0.798462,0.798462,二风诗。治风诗五篇。至劳,不盈不延,不盈,《管子》曰：「不務地利，則倉不盈。」,0.798462
元结,相思,1,0.791712,0.791712,二风诗。乱风诗五篇。至惑,如何不思,如之何勿思,,0.791712
元结,儉,1,0.784333,0.784333,二风诗。乱风诗五篇。至虐,可以化人,化人,毛玠，字孝先。居顯位，常布衣蔬食，以儉率人由是天下莫不以廉節自勵，雖貴寵，輿服不敢過度，太祖歎之。又許劭子將為郡功曹人，皆改操飾行，袁紹豪俠，罷濮陽令，車徒甚盛入境，豈可使子將見耶？遂乘車歸家。,0.784333
元结,冨,1,0.759774,0.759774,二风诗。乱风诗五篇。至荒,而不亡其国,不亡,《傳》曰：冨而不驕，驕而不亡，未之有也。,0.759774
元结,言語,1,0.751851,0.751851,演兴四首。闵岭中,岂言之而已乎,天何言哉,子曰予欲無言。,0.751851
元结,讓功,1,0.748602,0.748602,二风诗。治风诗五篇。至慈,而不知其功,無功而受名，臣不敢以為,,0.748602
元结,疾,1,0.74505,0.74505,二风诗。乱风诗五篇。至伤,不可救乎,不可救療,《傳》。,0.74505
刘允济,直,1,0.765725,0.765725,见道边死人（一作刘元济诗。《统签》并入允济诗内）,应为直如弦,如矢之直,,0.765725
刘商,桂,1,0.835503,0.835503,乌夜啼（一作乌栖曲）,月中有桂树,月中有仙桂樹一枝,晉郤詵對武帝曰：「臣對策為天下第一，猶桂林一枝也。,0.835503
刘复,崑崙山,1,0.869222,0.869222,游仙,五城十二楼,五城十二樓,又曰：「崑崙之墟，五城十二樓，河水出，四維魚龍。」,0.869222
刘复,志節,1,0.815906,0.815906,送王伦（一作汪伦）,四方各有志,子有四方之志,,0.815906
刘复,案,1,0.754881,0.754881,出三城留别幕中三判官,愧无青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.754881
刘太真,相思,1,0.79526,0.79526,顾十二况左迁过韦苏州房杭州韦睦州…以继三君子之风焉,远思不可收,我思不遠,,0.79526
刘孝孙,仙,1,0.758512,0.758512,游清都观寻沈道士得仙字,无劳生羽翼,生羽翼,,0.758512
刘希夷,君臣,1,0.764128,0.764128,洛川怀古,朝廷多近臣,近臣,漢嚴助為太中大夫後得朱買臣吾邱壽王主父偃徐樂嚴安枚臯從車並在左右助等與大臣辨論中外相應以義理之文大臣數詘司馬相如數稱疾避事枚臯東方朔不根持論上頗俳優畜之唯助與壽王見任而助最先進,0.764128
刘得仁,圖籙,1,0.764991,0.764991,赠敬晊助教二首（一作无可诗）,仙籍不知名姓有,仙籍,,0.764991
刘得仁,封疆,1,0.751104,0.751104,塞上行作,向此取封侯,諸侯正封,封疆有定分也。,0.751104
刘方平,九月九日,1,0.750441,0.750441,寄陇右严判官,九日白衣人,白衣,,0.750441
刘禹锡,酒,2,0.781825,0.781263,同乐天和微之深春二十首（同用家花车斜四韵）,醉酒一千日,千日,中山有酒飲者，一醉千日。玄石飲之，一千日乃醒。,0.781825
刘禹锡,印綬,1,0.823516,0.823516,酬喜相遇同州与乐天替代,新交竹使符,竹使符,竹符五枚，長五寸。錐畫篆書，一至五，以代古之珪璋。,0.823516
刘禹锡,案,1,0.816354,0.816354,酬郑州权舍人见寄二十韵,学堂青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.816354
刘禹锡,簿籍,1,0.778391,0.778391,奉和司空裴相公中书即事通简旧僚之作,时看赤白囊,赤白囊,邴吉馭吏，習知邊事警急。因驛騎持赤白囊書，馭吏因刺取探候之，知虜入雲中代郡，因白告也。,0.778391
刘禹锡,相思,1,0.777799,0.777799,酬令狐相公见寄,千里相思难命驾,千里命駕,嵇呂事，見上注。,0.777799
刘禹锡,珠,1,0.77077,0.77077,省试风光草际浮,带露如珠缀,秋露如珠,,0.77077
刘禹锡,湖,1,0.768974,0.768974,酬李相公喜归乡国自巩县夜泛洛水见寄,犹泛五湖舟,其浸五湖,《周禮》：楊州其浸五湖。注云：太湖方五百里，故曰五湖。,0.768974
刘禹锡,星,1,0.751107,0.751107,许给事见示哭工部刘尚书诗因命同作,驰心拱北辰,拱北辰,《語》：為政以德，譬如北辰。居其所，眾星拱之。,0.751107
刘禹锡,司空,1,0.7454,0.7454,江陵严司空见示与成都武相公唱和，因命同作,名重三司平水土,平水土,舜命伯禹作司空帝曰：「咨禹汝平水土，惟時懋哉？」懋，勉也。,0.7454
刘禹锡,鳥,1,0.743797,0.743797,令狐相公见示新栽蕙兰二草之什，兼命同作,寄言知音者,寄言,《楚辭》：願寄言於三鳥。三鳥飛，以自南覽其志而欲北。也見《離騷》。,0.743797
刘绮庄,河,1,0.762506,0.762506,扬州送人,枫江竹箭流,竹箭流,《慎子》曰：「河下龍門流駛，竹箭駟馬追之，不及。,0.762506
刘行敏,宴,1,0.864419,0.864419,又嘲杨文瓘,终宴不知疲,終宴不知疲,《文選》。,0.864419
刘长卿,寒,1,0.836255,0.836255,酬张夏雪夜赴州访别途中苦寒作,不惮苦寒行,苦寒行,魏武《苦寒行》曰：「人馬同時飢，擔囊行取薪，斧冰持作糜。」糜，粥也。,0.836255
刘长卿,弓,1,0.808989,0.808989,避地江东，留别淮南使院诸公,却使他人得楚弓,楚人亡弓楚人得之,,0.808989
刘长卿,市,1,0.806776,0.806776,颍川留别司仓李万,且知投刃皆若虚,投刃皆虛,庖丁解牛者，砉然騞然，莫不中音，投刃皆虛。丁曰：臣始解牛之時，所見非牛。三年之後未嘗見全牛也。今臣之刀，十九年所解千牛，而刃無肯綮，若初發硎，以其游刃必有餘地。,0.806776
刘长卿,九月九日,1,0.801896,0.801896,九日登李明府北楼,九日登高望,登高,《續齊諧記》：汝南桓景隨費長房遊學，長房謂曰：「九月九日，汝家當有災異，急令家人縫絳囊，盛茱萸，繫臂上，登高飲菊花酒，此禍乃消，景從其言，還家登山，夕還見雞犬，一時暴死。今人九月九日登高是其事。,0.801896
刘长卿,三月三,1,0.800237,0.800237,奉陪使君西庭送淮西魏判官（得山字）,多在八公山,八公山,宋武帝三月三日，登八公山。劉安故臺曰：「城郭如匹帛之，繞叢花也。」,0.800237
刘长卿,丹藥,1,0.797804,0.797804,寻洪尊师不遇,何处化丹砂,化丹砂,李少君曰：「祠竈丹砂，可化為黃金。,0.797804
刘长卿,寛不按吏,1,0.775934,0.775934,送薛据宰涉县（自永乐主簿陟状，寻复选受此官）,蒲鞭使人畏,蒲鞭。,劉寛宇文饒吏人有過以蒲鞭罰之以示辱也,0.775934
刘长卿,仙,1,0.753489,0.753489,对雨赠济阴马少府考城蒋少府兼献成武五兄南华二兄,谁为生羽翼,生羽翼,,0.753489
刘长卿,衣服,1,0.743609,0.743609,送张判官罢使东归,范叔寒犹在,范叔寒,見上綈袍注。,0.743609
包佶,馬,1,0.755683,0.755683,酬于侍郎湖南见寄十四韵,悲宽塞上翁,塞上翁,失馬人弔曰：「未必不為福。俄爾馬引塞外馬歸。,0.755683
卢仝,美婦人,2,0.876528,0.876528,乐府杂曲。鼓吹曲辞。有所思,美人兮美人,彼美人兮,,0.876528
卢仝,玉,2,0.830086,0.830086,杂曲歌辞。自君之出矣,玉是君之德,玉德,子貢問於孔子曰：「敢問君子貴玉而賤碈者，何也？為玉之寡，而碈之多與？」孔子曰：「非為碈之多，故賤之也。玉之寡，故貴之也。夫昔者，君子比德於玉焉，溫潤而澤仁也。縝密以栗智也，廉而不劌義也，垂之如墜，禮也。叩之其聲清越，以長其終，詘然樂也，瑕不揜瑜，瑜不揜瑕，忠也。孚尹旁達，信也。氣如白虹，天也。精神見于山川，地也。圭璋時達，德也。天下莫不貴者，道也。故君子貴之也。」,0.830086
卢仝,視,1,0.876619,0.876619,月蚀诗,五色令人目盲,五色令人目盲。,,0.876619
卢仝,度,1,0.842291,0.842291,蜻蜓歌（黄河中蜻蜓，其力小，犯险无溺）,进寸退尺莫能度,進寸退尺,《老子》曰：「不敢進寸退尺。」,0.842291
卢仝,井,1,0.82912,0.82912,萧宅二三子赠答诗二十首。客谢井,改邑不改井,改井,《易》：改邑不改井。,0.82912
卢仝,役使不均,1,0.804,0.804,感古四首,所患患不均,不患寡而患不均,《語》。,0.804
卢仝,利,1,0.779221,0.779221,冬行三首,利命子罕言,子罕言利,,0.779221
卢仝,笑,1,0.764423,0.764423,孟夫子生生亭赋,夫子何之兮,夫子何哂,,0.764423
卢仝,流罪,1,0.761938,0.761938,萧宅二三子赠答诗二十首。石请客,小人安得不怀土,小人懷土，,尚於我有尤乎？,0.761938
卢仝,賦稅,1,0.757989,0.757989,感古四首,古来不患寡,不患寡而患不均,,0.757989
卢仝,鶴,1,0.743743,0.743743,哭玉碑子,十里五里行,五里,《飛來雙白鶴篇》曰：五里一反顧，十里一徘徊。云云。,0.743743
卢士衡,幼學,1,0.759045,0.759045,再游紫阳洞重题小松,只是十年五年间,外傅,十年,0.759045
卢延让,刺史,1,0.748629,0.748629,逢友人赴阙,感恩唯拟立生祠,立祠,諸遺愛。立祠、生祠，並具祭部雜祠門。,0.748629
卢照邻,道路,2,0.749436,0.749436,乐府杂曲。鼓吹曲辞。上之回,回中道路险,回中道,武帝通回中道。,0.749436
卢照邻,御史,1,0.84867,0.84867,咏史四首,一为侍御史,柱下史,侍御史。,0.84867
卢照邻,師,1,0.781675,0.781675,赤谷安禅师塔,从吾所好云,從吾所好,既多知十之賢**：博我以文，必重在三之義。,0.781675
卢照邻,智,1,0.780294,0.780294,赠益府群官,智者不我邀,智者,不失人。《語》。,0.780294
卢照邻,叛亂,1,0.774808,0.774808,咏史四首,天子不得臣,臣而不臣,,0.774808
卢照邻,德,1,0.774157,0.774157,中和乐九章。歌诸王第七,我有明德,德明惟明,,0.774157
卢照邻,笑,1,0.770515,0.770515,十五夜观灯,别有千金笑,一笑千金,,0.770515
卢照邻,寛不按吏,1,0.750847,0.750847,咏史四首,三公不敢吏,三公府不按吏。,丙吉為丞相，令三公府不按吏，後遂為常,0.750847
卢照邻,食,1,0.750569,0.750569,咏史四首,所食常不充,不飽,《詩》曰：今也每食無餘。每食不飽。,0.750569
卢照邻,賢,1,0.74863,0.74863,咏史四首,重价折角巾,折角巾,郭林宗行，遇雨，巾一角墊士，人故折其巾角以效之。,0.74863
卢纶,幕府,1,0.781432,0.781432,和李中丞酬万年房署少府过汾州景云观…李早年同居此观,低回青油幕,青油幕,,0.781432
卢纶,性情,1,0.766429,0.766429,河中府崇福寺看花,应与看人心不同,人各有心,,0.766429
卢纶,貧,1,0.744843,0.744843,同柳侍郎题侯钊侍郎新昌里（一作酬候钊侍郎春日见寄）,清源君子居,君子居,《易》以俟命。,0.744843
卢肇,行旅,1,0.950043,0.950043,汉堤诗,不日不月,不日不月,,0.950043
卢肇,禁暴,1,0.769429,0.769429,汉堤诗,不知其防,知防。,,0.769429
卢肇,母子,1,0.747603,0.747603,汉堤诗,母不能子,子上之母,《禮》曰：「子上之母，死而不喪。問諸？子思曰：「昔者，子之先君子喪，出母乎？」曰：「然子之不使白也。喪之何也？」子思曰：「吾先君子無所失道。道隆則從而隆，道汚則従而汚，伋則安能為伋也。妻云云。注：為禮出母期父卒，為父後者則不服,0.747603
卢藏用,鶴,1,0.756167,0.756167,宋主簿鸣皋梦赵六予未及报而陈子云亡今追…贻平昔游旧,仙笙不可求,仙笙,王子喬，好吹笙。後告其家人曰：「七月待我於緱氏山頭。及期果為白鶴，謝時人去。,0.756167
卢鸿一,宅,1,0.864592,0.864592,嵩山十志十首。草堂,将以避燥湿,以避燥濕,子罕曰：「吾儕小人皆有闔廬，以避燥濕寒暑。」,0.864592
卢鸿一,相,1,0.762646,0.762646,嵩山十志十首。草堂,此其所贵也,貴不可言,《漢書》：蒯通說韓信曰：「相君之面不過封侯，相君之背，貴不可言。」,0.762646
卫光一,蓮,1,0.748787,0.748787,经太华,上有千莲叶,千葉蓮花,《華山記》：華山峰上有池，池中生千葉蓮花。,0.748787
卿云,降,1,0.764269,0.764269,送人游塞,应到受降城,漢築受降城。,,0.764269
司空图,美人,1,0.865515,0.865515,诗品二十四则。清奇,可人如玉,如玉,有佳人，美者顔如玉,0.865515
司空图,柳,1,0.783981,0.783981,歌者十二首,五柳先生自识微,五柳先生,《晉書》：陶潛，字淵明。為彭澤令**：宅邊栽五株柳，自號為「五柳先生」。,0.783981
司空曙,九月九日,1,0.788508,0.788508,九日送人,值节佩茱萸,佩茱萸,《西京雜記》：武帝宮人賈蘭佩茱萸，食餌飲菊花酒。,0.788508
司马扎,節操,1,0.760998,0.760998,古边卒思归,有田不得耕,非耕不食,《後漢》：周燮有先人草廬結于岡畔，下有陂田，常肆勤以自給，非身所耕，不食也。,0.760998
吕岩,養生,2,0.840476,0.81027997,谷神歌,谷神不死此中求,谷神不死,,0.840476
吕岩,鬼神,1,0.838802,0.838802,谷神歌,神得一以灵,仰得一之靈,《老子》曰：神得一以靈，神無以靈，將恐歇。,0.838802
吕岩,谷,1,0.813673,0.813673,谷神歌,谷得一以盈,得一,谷得一以盈。《老子》。,0.813673
吕岩,仙,1,0.785375,0.785375,七言,尽知白日升天去,白日升天,,0.785375
吕岩,雪,1,0.779842,0.779842,七言,雨雪霏霏天已暮,雨雪霏霏,昔我往矣，楊柳依依，今我來思，云云。《詩》。,0.779842
吕岩,《春秋》,1,0.760623,0.760623,题桐柏山黄先生庵门,其中有一分三五,分為五,《漢．藝文志》云：仲尼沒而微言絕，七十子喪而大義乖，故《春秋》分為五。注謂《左氏》、《公羊》、《榖梁》、《鄒氏》、《郟氏》。,0.760623
吕温,宗族,1,0.809515,0.809515,登少陵原望秦中诸川太原王至德妙用有水术因用感叹,吾人得其宗,吾宗,《傳》曰：晉吾宗也。豈害我哉！,0.809515
吕温,酒,1,0.761311,0.761311,河中城南姚家浴后题赠主人,主人有美酒,我有旨酒,君子有酒。,0.761311
吕温,司空,1,0.749976,0.749976,登少陵原望秦中诸川太原王至德妙用有水术因用感叹,大禹平水土,平水土,舜命伯禹作司空帝曰：「咨禹汝平水土，惟時懋哉？」懋，勉也。,0.749976
吕温,賔主,1,0.742798,0.742798,道州酬送何山人之容州,何门不可曳长裾,曳裾王門,鄒陽上書曰：臣飾庸陋，則何王之門，不可曳長裾乎？,0.742798
吴少微,宰相,1,0.79074,0.79074,哭富嘉谟,於戏社稷臣,社稷臣,,0.79074
吴少微,文教,1,0.783115,0.783115,哭富嘉谟,子之文章在,夫子之文章可得而聞也,,0.783115
吴筠,貴,1,0.915111,0.915111,览古十四首,知进不知退,知進而不知退,,0.915111
吴筠,險固,1,0.910235,0.910235,建业怀古,在德不在险,在德不在險,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,0.910235
吴筠,讓功,1,0.834573,0.834573,高士咏。臧丈人,功成遂不处,功成不居,,0.834573
吴筠,藩籬,1,0.764036,0.764036,览古十四首,焉得游其藩,游藩,《莊子》曰：「願游其藩。藩籬之鷃。」,0.764036
吴筠,性情,1,0.762678,0.762678,翰林院望终南山,物情不可易,性不可易,《老子》曰：「性不可逸命不可變，時不可止。」,0.762678
吴筠,席,1,0.757891,0.757891,览古十四首,孔席不暇暖,不煖,孔席不煖。,0.757891
吴筠,貧,1,0.751988,0.751988,高士咏。郑子真张仲蔚,仲蔚蓬蒿居,蓬蒿,張仲蔚所居，蓬蒿沒人。,0.751988
吴融,女樂,2,0.91502,0.85582745,李周弹筝歌（淮南韦太尉席上赠）,竹不如肉,竹不如肉,桓溫問孟嘉曰：「聽妓，絲不如竹，竹不如肉，何也？」嘉曰：「漸近自然。,0.91502
吴融,松柏,2,0.802992,0.7889895,题画柏,未知陵上柏,青陵上柏,,0.802992
吴融,利,1,0.752145,0.752145,出迟,文王之囿小,文王之囿，與人共之,,0.752145
周昙,險固,1,0.815338,0.815338,前汉门。僭号公孙述,方知在德不在险,在德不在險,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,0.815338
周昙,火,1,0.792662,0.792662,春秋战国门。再吟,曲突徙薪不谓贤,曲突徙薪,無恩澤焦頭爛額為上客，漢時，人有上書論徐福先言霍氏也。,0.792662
周昙,土功,1,0.773782,0.773782,隋门。炀帝,兆人疲弊不堪命,人不堪命,,0.773782
周昙,天,1,0.761867,0.761867,春秋战国门。赵简子,不是生知焉得知,焉知,裨灶焉知天道。,0.761867
周昙,鞭扑,1,0.750117,0.750117,三代门。成王,成王有过伯禽笞,撻伯禽。,成王有過，則撻伯禽。,0.750117
唐彦谦,華山,1,0.868949,0.868949,望岳时贼据华夏,削成绝壁五千仞,削成五千仞,《山海經》：「華山削成而四方，高五千仞，其廣千里。」,0.868949
唐彦谦,性情,1,0.797548,0.797548,和陶渊明贫士诗七首,人生各有志,人各有心,,0.797548
唐怡,酒,1,0.785488,0.785488,述怀,惟余酒中趣,酒中趣,孟嘉嗜酒，人問之，荅曰：君未知酒中趣。,0.785488
唐晅,三月三,1,0.74288,0.74288,附：唐晅悼妻诗,阳原歌薤露,薤露歌,《後漢》：梁商上巳日，會賓客於洛水，酒酣，繼以薤露，周舉歎之，商後果薨。,0.74288
天峤游人,仙,1,0.763839,0.763839,题邓仙客墓,既言白日升仙去,白日升天,,0.763839
姚合,仙,1,0.788209,0.788209,寄狄拾遗，时为魏州从事,岂要生羽翼,生羽翼,,0.788209
姚合,宴,1,0.760999,0.760999,庄恪太子挽词二首,薤露歌连哭,歌薤露,《後漢》：梁商三月上巳會親懿，歌極歡，酒闌罷，唱繼以《薤露》之歌，座中皆掩淚，周舉宣光，以病不預聞之，曰：「哀樂失節。」云云。秋果商薨。,0.760999
姚合,僕射,1,0.754987,0.754987,送丁端公赴河阴,何人不在朝,不朝,何澄，字君玄。以腳疾，制聽坐家視事。,0.754987
姚合,太行山,1,0.751106,0.751106,寄送卢拱秘书游魏州,太行山下路,塹太行之道,《戰國策》曰：「范雎說秦曰：舉兵攻榮陽，則成皋之路不通，塹太行之道，則上黨之，兵不下舉，兵而攻榮陽，則其國斷而為三。,0.751106
姚合,勤,1,0.749587,0.749587,酬任畴协律夏中苦雨见寄,终日不能酬,終日矻矻,,0.749587
姚合,雁,1,0.745741,0.745741,送张宗原,鸿雁春北去,春北秋南,《管子》桓公曰：「夫鴻雁春北而秋南，不失其時。,0.745741
孔绍安,相思,1,0.742103,0.742103,伤顾学士,思君不可思,我思不遠,,0.742103
孙元晏,相,1,0.765309,0.765309,吴。顾雍,贵为丞相封侯了,鷰頷封侯,班超詣相者曰當封侯萬里之外問其狀相者曰鷰頷虎頭飛而肉食萬里侯相後封定遠侯,0.765309
孙元晏,舉薦,1,0.761395,0.761395,梁。勍敌,传闻天子重儒才,為將用儒士。,《後漢》：祭遵為將軍，取士皆用儒術。,0.761395
孙思邈,死,1,0.909358,0.909358,四言诗,宛其死矣,宛其死矣,《詩》。,0.909358
孟云卿,休假,2,0.795241,0.795241,杂曲歌辞。生别离,但恐不出门,不欲出。,文帝幸鄧通，通亦愿謹不外交。雖賜洗沐，不欲出也。,0.795241
孟云卿,性情,1,0.797548,0.797548,今别离（一作别离曲）,人生各有志,人各有心,,0.797548
孟云卿,月,1,0.75687,0.75687,伤时二首（一作宋郊）,天道有亏盈,盈必毀天之道也,,0.75687
孟云卿,變化,1,0.748302,0.748302,伤情,万物各有常,雖變化之多端,亦天地之常理。,0.748302
孟浩然,扇,1,0.860818,0.860818,白云先生王迥见访,手持白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.860818
孟浩然,爭長,1,0.827759,0.827759,送洗然弟进士举,以吾一日长,一日,子曰：以吾一日長乎爾？,0.827759
孟浩然,酒,1,0.816314,0.816314,洗然弟竹亭,达是酒中趣,酒中趣,孟嘉嗜酒，人問之，荅曰：君未知酒中趣。,0.816314
孟浩然,湖,1,0.799025,0.799025,自浔阳泛舟经明海,因之泛五湖,其浸五湖,《周禮》：楊州其浸五湖。注云：太湖方五百里，故曰五湖。,0.799025
孟浩然,舟,1,0.765971,0.765971,自洛之越,扁舟泛湖海,扁舟,句踐既滅吳，范蠡乘扁舟泛五湖。,0.765971
孟浩然,劍,1,0.764782,0.764782,送朱大入秦,宝剑直千金,千金,《西京記》：昭帝時，茂陵人獻寶劍，上銘曰：「直千金壽萬歲。,0.764782
孟浩然,歌,1,0.764542,0.764542,崔明府宅夜观妓,新声子夜歌,《子夜歌》,者，女子夜造之。孝武時，王軻之家有鬼歌《子夜》，是此時也。,0.764542
孟浩然,休假,1,0.74861,0.74861,宴包二融宅,五日休沐归,漢律：五日一沐。,漢律吏得五日下言休息以洗沐也,0.74861
孟迟,言語,1,0.745048,0.745048,发蕙风馆遇阴不见九华山有作,言亦不足听,在耳之言,,0.745048
孟郊,傲慢,2,0.782253,0.782253,相和歌辞。杂怨三首,狂夫不可从,狂夫,,0.782253
孟郊,離别,2,0.760383,0.760383,杂曲歌辞。古离别二首,人皆有离别,悲莫悲於生別離,《楚辭》。,0.760383
孟郊,道路,1,0.865447,0.865447,吊江南老家人春梅,胡为乎泥中,胡為泥中,,0.865447
孟郊,扇,1,0.838187,0.838187,塘下行,徒将白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.838187
孟郊,怨棄,1,0.831317,0.831317,张徐州席送岑秀才,久要不可忘,久要不忘平生,,0.831317
孟郊,天,1,0.793854,0.793854,吊元鲁山,造次不可升,不可階而升,,0.793854
孟郊,怠惰,1,0.781184,0.781184,品松,所以不敢慵,不敢怠荒。,,0.781184
孟郊,貧,1,0.772171,0.772171,伤时,常闻贫贱士之常,而貧者,亦士之常。,0.772171
孟郊,雁,1,0.770549,0.770549,和丁助教塞上吟,哀哀不能已,哀哀,音響何哀哀。,0.770549
孟郊,鸞,1,0.765646,0.765646,感怀,徘徊不能寐,徘徊,《漢》息夫躬絕命辭曰：鷹隼橫厲，鸞徘徊兮。矰若浮焱，動則機兮兮。叢棘棧棧曷可棲兮，冤頸折翼庸得往兮。云云。,0.765646
孟郊,老,1,0.7626,0.7626,送柳淳,相逢不知老,不知老之將至,,0.7626
孟郊,九月九日,1,0.761742,0.761742,感怀,登高有所思,登高,《續齊諧記》：汝南桓景隨費長房遊學，長房謂曰：「九月九日，汝家當有災異，急令家人縫絳囊，盛茱萸，繫臂上，登高飲菊花酒，此禍乃消，景從其言，還家登山，夕還見雞犬，一時暴死。今人九月九日登高是其事。,0.761742
孟郊,月,1,0.75687,0.75687,感怀,天道有亏盈,盈必毀天之道也,,0.75687
孟郊,射,1,0.7516,0.7516,赠别殷山人说易后归幽墅,幽幽人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.7516
孟郊,貴,1,0.750319,0.750319,感别送从叔校书简再登科东归,下有名利人,下人,《家語》：以冨貴而下人，何人不與？,0.750319
孟郊,言語,1,0.746085,0.746085,和钱侍郎甘露,玄天何以言,天何言哉,子曰予欲無言。,0.746085
宋之问,竹,2,0.783447,0.783447,琴曲歌辞。绿竹引,何可一日无此君,此君,何可一日無此君。,0.783447
宋之问,奉使,1,0.871035,0.871035,送姚侍御出使江东,饮冰朝受命,朝受命而夕飲冰,,0.871035
宋之问,天,1,0.811016,0.811016,明河篇,倬彼昭回如练白,倬彼昭回,,0.811016
宋之问,君臣,1,0.7867,0.7867,药,君臣有礼焉,天子無客禮，莫敢為主焉。君適其臣升自阼階，不敢有其室也。,《禮》。,0.7867
宋华,谦讓,1,0.791688,0.791688,蝉鸣一篇五章,君子至止,君子有終,,0.791688
尉迟汾,華山,1,0.763621,0.763621,府尹王侍郎准制拜岳，因状嵩高灵胜，寄呈三十韵,视秩居三公,名雄五嶽,袟視三公。,0.763621
尚颜,行旅,1,0.795626,0.795626,怀智栖上人,不同游子暮何之,遊子暮何之,《李陵詩》。,0.795626
岑参,竹,1,0.813624,0.813624,梁园歌，送河南王说判官,君不见梁孝王修竹园,梁園,梁孝王有脩竹園。,0.813624
岑参,言語,1,0.769577,0.769577,潼关镇国军句覆使院早春，寄王同州,闭口不敢言,似不能言,,0.769577
岑参,笳,1,0.759666,0.759666,田使君美人舞如莲花北鋋歌（此曲本出北同城）,忽作出塞入塞声,出塞入塞,胡笳者，張博望入西域，傳其法於西京，唯得《摩訶兜勤》一曲。李延年因胡曲，更造新聲二十八解，以為武樂，有《出塞》、《入塞》、《楊柳》等十曲。,0.759666
岑参,縣令,1,0.759304,0.759304,尹相公京兆府中棠树降甘露诗,政成人不欺,人不敢欺,西門豹為政，人不敢欺；鄭子產為政，人不能欺；宓子賤為政，人不敢欺。,0.759304
岑参,徵聘,1,0.757705,0.757705,送祁乐归河东,天子不召见,不召之臣,公車詔楊秉、韋著並稱疾，不至。有司劾大不敬，正罪。周景、邊韶等議，秉以退譲為節，誠違仄席之望，然逶迤退跡，是抑苟進之風，明王之，世必有不召之臣也。,0.757705
岑参,弔,1,0.756982,0.756982,渔父,无人知姓名,不知名,《漢》：龔勝死，有父老弔之，甚哀曰：「膏以明自煎，龔生竟夭天年。人莫知其名也。」,0.756982
