作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度
岑参,貧,1,0.752805,0.752805,至大梁却寄匡城主人,置之君子堂,君子居,《易》以俟命。,0.752805
岑参,豪彊,1,0.750936,0.750936,赠酒泉韩太守,太守有能政,威重於太守,寗成免官，居持吏，長短出，從數十騎，其使之威，重于太守。,0.750936
岑参,出征,1,0.748492,0.748492,送郭仆射节制剑南,丞相欲专征,専征伐,諸侯賜彤弓然後専征伐,0.748492
岑参,刀,1,0.747393,0.747393,武威送刘单判官赴安西行营，便呈高开府,其锋利如霜,霜鍔,霜鋒。,0.747393
岑参,寢,1,0.747076,0.747076,河西太守杜公挽歌四首,回瞻北堂上,北堂,安寢北堂上。,0.747076
崔国辅,言語,1,0.742936,0.742936,漂母岸,时哉不敢言,似不能言,,0.742936
崔居俭,日,1,0.767713,0.767713,后唐宗庙乐舞辞,却日重光,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,0.767713
崔日用,日,1,0.771707,0.771707,奉和九月九日登慈恩寺浮图应制,重阳日再中,再中,漢文帝時，新垣平候日再中。,0.771707
崔湜,相思,1,0.754745,0.754745,登总持寺阁,故人不可见,我思故人,,0.754745
崔玄童,德,2,0.837281,0.837281,郊庙歌辞。祭汾阴乐章。肃和,明德惟聪,德明惟明,,0.837281
崔璐,儒教,1,0.766816,0.766816,览皮先辈盛制，因作十韵以寄，用伸款仰,仍兼君子儒,君子之儒,子謂子夏，曰：「汝為君子儒，無為小人儒。,0.766816
崔禹锡,封疆,1,0.801294,0.801294,奉和圣制送张说巡边,兼以正封疆,諸侯正封,封疆有定分也。,0.801294
崔翘,書,1,0.812034,0.812034,奉和圣制答张说南出雀鼠谷,日月照天文,天文,日月之文。,0.812034
崔融,仙,2,0.780549,0.76701903,吴中好风景,无因生羽翼,生羽翼,,0.780549
崔融,直,1,0.820234,0.820234,哭蒋詹事俨,汲黯言当直,汲黯正直,黯，字長孺。,0.820234
崔道融,寒食,1,0.824139,0.824139,春晚,三月寒食时,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.824139
崔颢,終南山,1,0.760499,0.760499,杂诗,玉堂有美女,玉堂,南五十里，有玉堂陽官。,0.760499
崔颢,推斷獄,1,0.751191,0.751191,结定襄郡狱效陶体,小大必以情,察必以情。,小大之獄，雖不能察必以情。,0.751191
常建,縣尉,1,0.768863,0.768863,送李十一尉临溪,以言神仙尉,仙吏,仙尉。,0.768863
常理,裘,2,0.775562,0.775562,杂曲歌辞。古离别,君御狐白裘,狐白,秦囚孟嘗君，君說幸姬求解。姬曰：願得君狐白裘，直千金，以獻昭王矣。有客能狗盜，入秦宮藏內，盜得狐白裘，獻之，遂得歸齊矣。,0.775562
张为,樓,1,0.778845,0.778845,秋醉歌,玉楼十二重,十二重之制,《鮑昭詩》：鳳樓十二重。,0.778845
张九龄,祭祀,1,0.972149,0.972149,南郊文武出入舒和之乐,祀事孔明,祀事孔明,,0.972149
张九龄,夏,1,0.947344,0.947344,奉和圣制烛龙斋祭,六月徂暑,徂暑,六月徂暑。,0.947344
张九龄,忠孝,1,0.913893,0.913893,和裴侍中承恩拜扫旋辔途中有怀…官僚乡国亲故（后缺）,移孝入为忠,移孝為忠,,0.913893
张九龄,險固,1,0.910235,0.910235,奉和圣制度潼关口号,在德不在险,在德不在險,《史記》魏武侯曰：「美哉山河之固，此乃魏之寶也。」吳起曰：「在德不在險，昔三苗左洞庭，右彭𧋠，德義不修而禹滅之；夏桀之居，左濟河，右太菙，侯闕在其南，羊腸在其北，脩政不仁，而湯放之；殷紂之國，左孟門，右太行，常山在其北，太行經其南，不修德政，武王殺之。由此言之，在德不在險。」武侯曰：「善哉。」,0.910235
张九龄,德,1,0.877932,0.877932,奉和圣制喜雨,惟德之馨,明德惟馨,,0.877932
张九龄,巡狩,1,0.84574,0.84574,奉和圣制幸晋阳宫,一月朔巡狩,朔巡,十有一月朔巡狩至于北岳如西禮朔北也,0.84574
张九龄,漢,1,0.831171,0.831171,感遇十二首,汉上有游女,游女,《詩》：漢有游女，不可求思。,0.831171
张九龄,印綬,1,0.829882,0.829882,登荆州城楼,来参竹使符,竹使符,竹符五枚，長五寸。錐畫篆書，一至五，以代古之珪璋。,0.829882
张九龄,功,1,0.801738,0.801738,奉和圣制途经华山,来此告成功,告厥成功,,0.801738
张九龄,裘,1,0.795478,0.795478,和姚令公从幸温汤喜雪,千金狐白裘,千金狐腋,王褒《講德論》曰：「千金之裘，非一狐之腋。,0.795478
张九龄,名字,1,0.786926,0.786926,郢城西北有大古冢数十观其封域多是楚时诸王…尽知之,嘉名有所在,嘉名,《楚詞》：朕皇考曰伯庸，肇錫予以嘉名。,0.786926
张九龄,刺史,1,0.786157,0.786157,奉和圣制早渡蒲津关,还闻股肱郡,股肱之郡,季布為河東守上曰：「河東，吾股肱之郡也。」,0.786157
张九龄,吏隱,1,0.769598,0.769598,送韦城李少府,送客南昌尉,南昌尉,梅福子真為南昌尉，時人謂之神仙之吏。,0.769598
张九龄,諫諍,1,0.756927,0.756927,巡属县道中作,苟得不可遂,遂事不諌,,0.756927
张九龄,寢,1,0.7467,0.7467,题画山水障,置陈北堂上,北堂,安寢北堂上。,0.7467
张南史,賔館,1,0.7516,0.7516,独孤常州北亭,人欢倒屣迎,倒屣迎賔,王粲仲宣詣蔡邕，邕倒屣迎之，粲年少，容貌短小，既至一座盡驚曰：「王孫有異才，吾不如也。吾家書籍文章盡與之。」,0.7516
张彪,愚,1,0.743759,0.743759,杂诗,中才不如愚,下愚,子曰：唯上智與下愚不移。,0.743759
张志和,婚姻,1,0.756177,0.756177,空洞歌,造化之端,造端,《禮》：造端乎！夫婦。,0.756177
张易之,仙,1,0.78459,0.78459,奉和圣制夏日游石淙山,青鸟白云王母使,青鳥,西王母使。,0.78459
张柬之,美婦人,2,0.759752,0.759752,相和歌辞。大堤曲,南国多佳人,南國,曹植詩云：南國有佳人，容華若桃李。,0.759752
张濯,星,1,0.763397,0.763397,迎春东郊,回环拱北辰,拱北辰,《語》：為政以德，譬如北辰。居其所，眾星拱之。,0.763397
张碧,婚姻,1,0.743453,0.743453,贫女,良媒不相识,良媒,,0.743453
张祜,刺史,1,0.830166,0.830166,投常州从兄中丞,今闻虎渡江,虎渡江,宋均叔庠為九江守多暴虎。先是設檻捕之，猶多傷害。均下記，曰：「虎豹在山。云云。去檻阱，人人相傳。虎東渡江而去。,0.830166
张祜,舞,1,0.817598,0.817598,送杨秀才游蜀,旧俗巴渝舞,賨俗巴渝之舞,《晉．禮樂志》：巴郡善歌舞，高祖愛其舞，詔樂府習之，今巴渝舞是也。,0.817598
张籍,性情,2,0.818214,0.818214,杂曲歌辞。妾薄命,人生各各有所欲,人各有心,,0.818214
张籍,宰相,1,0.80751,0.80751,送李司空赴镇襄阳,中外兼权社稷臣,社稷臣,,0.80751
张籍,出征,1,0.800477,0.800477,董公诗,朝廷有大事,君命大事。,大事，謂軍事。,0.800477
张籍,擇交,1,0.793992,0.793992,祭退之,坐令其子拜,拜其子,《後漢》：侯霸欲友王丹，霸子見丹，下車拜丹，荅拜。霸子曰：「大人方願交歡，奈何？拜小子。丹曰：「君房有是言。」丹未之許也。,0.793992
张籍,裘,1,0.787438,0.787438,祭退之,到今三十年,三十年,晏子一狐裘三十年，晏子焉知禮？言太儉也。,0.787438
张籍,七月七日,1,0.779223,0.779223,不食姑（一作赠山中女道士）,要问西王母,西王母,漢武故事，七月七日，上於承華殿，齋正中有一青鳥從西方來，集殿前，上問東方朔，朔曰：「西王母欲來。」有頃，王母至，有二青鳥侍王母傍。,0.779223
张籍,太子太師太傅太保,1,0.758347,0.758347,祭退之,公为大司成,司成,《禮》曰：樂正司業，父師司成。一有元良萬國以貞。注：貞，正也。司主也，言樂正教以樂，父師教以成。,0.758347
张籍,隠逸,1,0.758134,0.758134,赠别孟郊,才名振京国,名振京師,漢鄭子真不屈其志，耕於巖谷中，名振京師。,0.758134
张籍,慎,1,0.753933,0.753933,寄韩愈,君子在其间,君子之道,思其始也。思其終也。,0.753933
张籍,寒食,1,0.74601,0.74601,寒食,唯有一年寒食日,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.74601
张绍,海,1,0.821273,0.821273,冲佑观,四海九州,四海,七戎六蠻，九夷八狄。形類不同。摠而言，謂之四海，言皆近於海。,0.821273
张绍,仙,1,0.76088,0.76088,冲佑观,会有神仙,神仙,《靈仙列》：仙，九仙、群仙。,0.76088
张蠙,儒教,1,0.802154,0.802154,送成州牧,自古有儒流,儒流,,0.802154
张蠙,雨,1,0.762022,0.762022,投翰林张侍郎,愿与吾君作霖雨,霖雨,若歲大旱，用汝作霖雨。,0.762022
张蠙,晦日,1,0.754073,0.754073,送友人赴泾州幕（一作送李中丞再赴虔州）,日月相期尽,月桂盡,謂月晦也。,0.754073
张衮,黍稷,2,0.977369,0.977369,郊庙歌辞。梁郊祀乐章。庆肃,黍稷非馨,黍稷非馨,,0.977369
张衮,籩豆,2,0.809712,0.809712,郊庙歌辞。梁郊祀乐章。庆肃,笾豆簠簋,籩豆有踐,並《詩》。,0.809712
张说,仙,2,0.780147,0.77854955,游洞庭湖湘,何人生羽翼,生羽翼,,0.780147
张说,郊天,1,0.867681,0.867681,唐享太庙乐章。文舞,克配彼天,思文后稷,克配彼天。,0.867681
张说,老,1,0.850729,0.850729,岳州夜坐,五十知天命,孔子五十而知天命。,,0.850729
张说,恭敬,1,0.838006,0.838006,唐享太庙乐章。太和,在貌思恭,事思敬,貌思恭。,0.838006
张说,貧,1,0.837708,0.837708,古泉驿,乐亦在其中,樂在其中矣,飲水，曲肱而枕之，樂亦在其中矣！,0.837708
张说,舉選,1,0.784194,0.784194,奉和圣制赐诸州刺史应制以题坐右,朝廷多秀士,進士秀才。,考課令進士試時務䇿五條帖大經通四其䇿文辭順序義理愜當并帖經文過者為通帖策全通為甲第諸秀才試方䇿五條文理俱髙者為上上文髙理平理高文平為上中云云,0.784194
张说,天子孝,1,0.748509,0.748509,唐享太庙乐章。肃和,天子享孝,孝理天下,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,0.748509
张说,三公,1,0.742854,0.742854,洛桥北亭诏饯诸刺史,三公不远求,三公,,0.742854
张说,怨棄,1,0.742241,0.742241,右侍郎集贤院学士徐公挽词二首,岂忘平生眷,久要不忘平生,,0.742241
张谓,讓功,1,0.822471,0.822471,同孙构免官后登蓟楼,功成不相让,功成不居,,0.822471
张谓,相,1,0.762988,0.762988,同孙构免官后登蓟楼,必是封侯相,鷰頷封侯,班超詣相者曰當封侯萬里之外問其狀相者曰鷰頷虎頭飛而肉食萬里侯相後封定遠侯,0.762988
张贲,賢,1,0.799777,0.799777,和袭美寒夜见访,仿效从它折角巾,折角巾,郭林宗行，遇雨，巾一角墊士，人故折其巾角以效之。,0.799777
张贲,酒,1,0.757299,0.757299,酬袭美先见寄倒来韵,不知何者是玄纁,玄鬯,《抱朴子》云：玄鬯醇酒也。,0.757299
归登,祭祀,2,0.972149,0.972149,郊庙歌辞。享惠昭太子庙乐章。请神,祀事孔明,祀事孔明,,0.972149
徐夤,人餓,1,0.809215,0.809215,逐臭苍蝇,饱食嗟来未胜饥,嗟來之食,齊大飢，黔敖為食於路，以待餓者而食之。有餓者蒙袂輯屢，貿貿然來。黔敖左奉食，右執飲曰：「嗟來食。揚其目而視之曰：「子惟不食嗟來之食，以至於斯也。從而謝焉，終不食而死。曾子聞之曰：「微與！其嗟也可去其謝也可食。貿貿目不明貌。,0.809215
徐夤,公田,1,0.80587,0.80587,喜雨上主人尚书,雨我公田兆岁丰,雨我公田,遂及我私。《詩》。,0.80587
徐彦伯,鳥,1,0.809048,0.809048,拟古三首,含春向我鸣,懷春向我鳴,,0.809048
徐铉,笑,2,0.780688,0.780688,抛球乐辞二首,一笑千场醉,一笑千金,,0.780688
徐铉,菊,1,0.803217,0.803217,茱萸诗,长和菊花酒,菊花酒,費長房謂桓景：「九月九日可登高，飲菊花酒以消災。,0.803217
徐铉,貴,1,0.786947,0.786947,病题二首,进与时乖不知退,知進而不知退,,0.786947
徐铉,行,1,0.776411,0.776411,寄萧给事（萧江西致仕）,危言危行古时人,危言危行,,0.776411
徐铉,鼠,1,0.756212,0.756212,和江州江中丞见寄,鼠穴依城社,穴社,社鼠者不可灌君之左右。出則異，入則比周，此之謂也。,0.756212
徐铉,性情,1,0.754263,0.754263,行园树,群生各有性,人各有性,張竦答陳遵曰：「人各有性，長短自裁。子欲為我，亦不能，吾將效子亦敗矣！」,0.754263
戎昱,笳,1,0.755864,0.755864,听杜山人弹胡笳,更闻出塞入塞声,出塞入塞,胡笳者，張博望入西域，傳其法於西京，唯得《摩訶兜勤》一曲。李延年因胡曲，更造新聲二十八解，以為武樂，有《出塞》、《入塞》、《楊柳》等十曲。,0.755864
戎昱,冠弁冕,1,0.751441,0.751441,闰春宴花溪严侍御庄,瓶开巾漉酒,漉酒,陶潛在家，酒熟，取頭上葛巾漉酒。漉畢，還復著之。,0.751441
成真人,仙,1,0.829405,0.829405,题壁,本拟白日升天,白日升天,,0.829405
戴叔伦,堂,1,0.792859,0.792859,送汶水王明府,知君不下堂,不下堂,天子不下堂而見諸侯。,0.792859
拾得,羊,1,0.805466,0.805466,诗,且遭豺狼逐,豺狼逐,《漢書》：譬如使豺狼逐群羊，無畏驅羊攻虎。,0.805466
拾得,土功,1,0.784999,0.784999,诗,自量其事力,量力,,0.784999
拾得,射,1,0.753103,0.753103,诗,后来人不知,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,0.753103
拾得,醢,1,0.747152,0.747152,诗,不能得衣食,不得不食,《語》不得其醤，不食。,0.747152
拾得,變化,1,0.742285,0.742285,诗,所以不能知,于何不有,莫究其由。,0.742285
方干,堂,1,0.792859,0.792859,送汶上王明府之任,知君不下堂,不下堂,天子不下堂而見諸侯。,0.792859
方干,仙,1,0.755668,0.755668,送何道者,必拟一身生羽翼,生羽翼,,0.755668
曹邺,笑,1,0.910702,0.910702,赵城怀古,一笑千万金,一笑千金,,0.910702
曹邺,門戶,1,0.807235,0.807235,去不返,九重十二门,九重,《楚辭》曰：「君之門兮！九重。,0.807235
曹邺,道教,1,0.7921,0.7921,秦后作,大道不居谦,大道不器,,0.7921
朱庆馀,刺史,1,0.792311,0.792311,送邵州林使君,州人应为立生祠,立祠,《晉》：祖逖為豫州，行恩德。及卒，人為立祠。,0.792311
朱庆馀,守官,1,0.746144,0.746144,题胡氏溪亭,主人能守静,其靜也專。,,0.746144
权德舆,桂,1,0.835503,0.835503,古兴,月中有桂树,月中有仙桂樹一枝,晉郤詵對武帝曰：「臣對策為天下第一，猶桂林一枝也。,0.835503
权德舆,宅,1,0.815955,0.815955,奉和新卜城南郊居得与卫右丞邻舍，因赋诗寄赠,盛德必有邻,必有鄰,《論語》：德不孤，必有鄰。,0.815955
权德舆,司天,1,0.796954,0.796954,唐开州文编远寄新赋累惠良药咏叹仰佩…聊书还答,君为太史氏,太史,《周官》太史掌建邦之六典。,0.796954
权德舆,工部,1,0.793601,0.793601,送张曹长工部大夫奉使西番,奉使小司空,侍郎,小司空,0.793601
权德舆,《詩》,1,0.787714,0.787714,奉酬从兄南仲见示十九韵,诗成三百篇,刪《詩》為三百篇,,0.787714
权德舆,樂,1,0.775208,0.775208,奉和圣制丰年多庆九日示怀,乐和天地同,大樂與天地同和。,,0.775208
权德舆,叛亂,1,0.774808,0.774808,严陵钓台下作,天子不得臣,臣而不臣,,0.774808
权德舆,喪妻,1,0.763506,0.763506,晚渡扬子江却寄江南亲故,佳人不可望,佳人難再得,荀璨，字奉倩。娶曹洪女卒，歎曰：「佳人難再得。」見上注。,0.763506
权德舆,地,1,0.748217,0.748217,早夏青龙寺致斋凭眺感物因书十四韵,汉乃一抔土,一抔,漢張釋之曰：「盜長陵一抔土。」抔，音蒲侯反。,0.748217
权德舆,食,1,0.746311,0.746311,拜昭陵过咸阳墅,人以食为天,食為民天,《文選》,0.746311
权德舆,鶴,1,0.745393,0.745393,送密秀才吏部驳放后归蜀，应崔大理序,迢迢三千里,千里,,0.745393
权德舆,冠弁冕,1,0.745132,0.745132,献岁送李十兄赴黔中酒后绝句,异时应戴惠文冠,柱後惠文冠,秦時法官冠張敝弟武為梁相，云當以惠文冠治之。,0.745132
权德舆,錄事,1,0.743857,0.743857,送岳州温录事赴任,解巾州主簿,州主簿,,0.743857
李中,行,1,0.775488,0.775488,送仙客,危言危行是男儿,危言危行,,0.775488
李中,相思,1,0.754745,0.754745,春日野望怀故人,故人不可见,我思故人,,0.754745
李中,清亷,1,0.753555,0.753555,献乔侍郎,鉴物心如水,心如水,哀帝謂鄭崇曰君門如市何以禁切人主對曰臣門如市臣心如水,0.753555
李乂,樓,1,0.81301,0.81301,高安公主挽歌二首,楼台十二重,十二重之制,《鮑昭詩》：鳳樓十二重。,0.81301
李乂,仙,1,0.780549,0.780549,次苏州,无因生羽翼,生羽翼,,0.780549
李乂,皇后,1,0.754551,0.754551,奉和七夕两仪殿会宴应制,桂宫明月夜,桂宮,,0.754551
李乂,太子,1,0.74822,0.74822,幸白鹿观应制,南山四皓谒,四皓,漢張良令太子作書與商山四皓卑辭安車請以為客,0.74822
李从谦,爭,1,0.771918,0.771918,观棋,争先各有心,爭心,叔向曰：「先王之議事，以制不為刑辟，懼有爭心。,0.771918
李冶,旌旗,1,0.772461,0.772461,句,旌旗拂座隅,旌旗拂天,《文選》。,0.772461
李华,宗族,1,0.770672,0.770672,杂诗六首,不复庇本根,本根無庇,《傳》：叔向曰：「肹聞之公族，將卑其宗族，枝葉先落，根本從而亡也。」,0.770672
李华,未能為政,1,0.747421,0.747421,杂诗六首,终不得其力,不能者止。,,0.747421
李咸用,慎,1,0.756714,0.756714,君子行,君子慎所履,君子思患而預防之，可不慎乎？,言行君子之樞機也。,0.756714
李咸用,禍福,1,0.755882,0.755882,富贵曲,鬼神辟易不敢害,鬼神害盈而福謙,《易》。,0.755882
李商隐,犯夜,1,0.786496,0.786496,少年,灞陵夜猎随田窦,灞亭夜獵,李廣將軍夜獵還灞陵亭長呵叱之,0.786496
李商隐,河,1,0.784135,0.784135,拟意,濯锦桃花水,桃花水,《溝洫志》：河決而桃花水漾溢。注云：三月水漲名。,0.784135
李商隐,郊,1,0.769504,0.769504,寿安公主出降,四郊多垒在,多壘,《禮》曰：「四郊多壘，卿大夫之辱。,0.769504
李商隐,怒,1,0.764072,0.764072,骄儿诗,威怒不可律,不怒而威,神,0.764072
李商隐,老,1,0.746602,0.746602,韩碑,传之七十有二代,七十老而傳,《傳》：家事在子孫。,0.746602
李嘉祐,縣尉,1,0.802906,0.802906,春日长安送从弟尉吴县,好是神仙尉,仙吏,仙尉。,0.802906
李山甫,敬遠,1,0.771524,0.771524,山中答刘书记寓怀,鬼神亦相敬,鬼神之德,子曰：鬼神之為德，其至矣乎？視之而不見，聽之而不聞，使天下之齊明盛德，以承祭祀，洋洋乎如在。洋洋相思之貌。,0.771524
李山甫,賞賜,1,0.752068,0.752068,古石砚,何啻直千金,不吝千金,《魏志》：太祖其有功勳勞，不吝千金。無功望施，分毫不與。,0.752068
李山甫,父子,1,0.742462,0.742462,山中依韵答刘书记见赠,讵言才不才,才不才,亦各言其子也。,0.742462
李峤,休假,1,0.81795,0.81795,马武骑挽歌二首,五日皆休沐,漢律：五日一沐。,漢律吏得五日下言休息以洗沐也,0.81795
李峤,筆硯,1,0.792063,0.792063,凤,五色成文章,五色,江淹夢授五色筆，由是文藻由新。,0.792063
李峤,日,1,0.760397,0.760397,皇帝上礼抚事述怀,春还日再中,再中,漢文帝時，新垣平候日再中。,0.760397
李峤,鳳,1,0.750974,0.750974,凤,其名曰凤凰,翽翽其羽,鳳皇于飛。云云。,0.750974
李峤,樓,1,0.743476,0.743476,道,青楼十二重,十二重之制,《鮑昭詩》：鳳樓十二重。,0.743476
李德裕,貴,2,0.797556,0.781576,近于伊川卜山居将命者画图而至欣然有感…青田胎化鹤,惭逾六百石,不過六百石,《後漢》：邴渙兄曼容亦飬志，自修為官，不過六百石，輒自免去。,0.797556
李德裕,石,1,0.783899,0.783899,重忆山居六首。巫山石,此中多怪石,怪石,《禹貢》曰：「鈆松，怪石。」注：怪異好貌。,0.783899
李德裕,山,1,0.74743,0.74743,题罗浮石（刻于石上）,名山何必去,名山,《史》：天下名山，八山在夷，五在中國。華山，首陽山，太室山，少室山，東太山，此五山黃帝之常遊。,0.74743
李昪,同官,1,0.753902,0.753902,咏灯,敢向尊前不尽心,敢不心盡,,0.753902
李沛,海,1,0.75696,0.75696,海水不扬波,能安百谷王,百谷王,,0.75696
李瀚,哭,2,0.851099,0.811885,蒙求,卞和泣玉,泣玉,卞和既刖抱玉而泣。,0.851099
李瀚,信,1,0.921941,0.921941,蒙求,耿恭拜井,耿恭拜井,《後漢》：耿恭，字伯宗。守疎勒城，城中無水，穿井十丈，無水，恭整衣冠，拜井，泉涌出。,0.921941
李瀚,筆硯,1,0.905781,0.905781,蒙求,蒙恬制笔,蒙恬之制,《博物志》：秦蒙恬制筆。,0.905781
李瀚,忠,1,0.864556,0.864556,蒙求,子囊城郢,子囊城郢,子囊將死，遺言謂子庚曰：「必進思君子。」謂子嚢将死，不忘衛社稷，可謂不忠乎！,0.864556
李瀚,嘯,1,0.856695,0.856695,蒙求,成瑨坐啸,成瑨坐嘯,成瑨為南陽太守，委任功曹岑晊。人語曰：「南陽太守岑公孝，弘農成瑨但坐嘯。,0.856695
李瀚,報德,1,0.833841,0.833841,蒙求,渊客泣珠,客泣珠,泉客宿將去。泣珠於盤以酬主人。,0.833841
李瀚,琴,1,0.829261,0.829261,蒙求,蔡琰辨琴,蔡琰辨斷絃,事具“知音”門。,0.829261
李瀚,雷,1,0.79684,0.79684,蒙求,备失匕箸,失匕箸,曹操謂蜀先主曰：「天下英雄，唯使君與操耳，本初之徒，不足數也。」先主方食，失匕箸。時正雷震，備謂操曰：「聖人云：迅雷風烈必變，今有以也。」,0.79684
李瀚,待士,1,0.791554,0.791554,蒙求,蔡邕倒屣,倒屣,蔡邕竒王粲粲至倒屣迎之既至容貌短小一坐盡驚邕曰此王生也有異才吾家書文章當與之,0.791554
李瀚,隠逸,1,0.788084,0.788084,蒙求,仲蔚蓬蒿,蓬蒿,張仲蔚隱居蓬蒿沒人。,0.788084
李瀚,牛,1,0.77296,0.77296,蒙求,甯戚叩角,叩角,甯戚叩角，而為商歌，齊桓公知而舉之。,0.77296
李瀚,游俠,1,0.772902,0.772902,蒙求,季布一诺,季布之諾,《漢書》：季布任俠，立然諾之，信氣蓋闗中。,0.772902
李瀚,大理卿,1,0.749864,0.749864,蒙求,于公高门,高門,于公理獄，積陰德，脩宅令高其門以待，曰：「我子孫必有昌者。」至定國，為廷尉。,0.749864
李瀚,恭敬,1,0.742403,0.742403,蒙求,周公握发,握髮,周公下白屋之士，一飯三吐哺，一沐三握髮。,0.742403
李煜,馬,1,0.77529,0.77529,忆江南,车如流水马如龙,如龍,《漢書》曰：車如流水馬如龍。,0.77529
李白,酒,5,0.8062,0.77115804,月下独酌四首,但得酒中趣,酒中趣,孟嘉嗜酒，人問之，荅曰：君未知酒中趣。,0.8062
李白,手,2,0.858565,0.858565,相和歌辞。君道曲,如心之使臂,如臂之使手,,0.858565
李白,西京,2,0.83794,0.83794,相和歌辞。对酒二首,自古帝王宅,帝王之宅,崤函作帝王之宅。,0.83794
李白,拜揖,2,0.837274,0.80626047,游泰山六首（天宝元年四月从故御道上泰山）,稽首再拜之,大夫稽首再拜君答拜之,《禮》無不答,0.837274
李白,草,2,0.832501,0.82955,送舍弟,应得池塘生春草,池塘生春草,,0.832501
李白,笑,2,0.81618,0.81618,舞曲歌辞。白纻辞,美人一笑千黄金,一笑千金,,0.81618
李白,案,2,0.804832,0.7850685,南奔书怀（一作自丹阳南奔道中作。萧士赟云是伪作）,传觞青玉案,青玉案,《張平子詩》曰：「美人贈我錦繡段，何以報之青玉案。」,0.804832
李白,言語,2,0.800832,0.7807755,忆旧游，寄谯郡元参军,言亦不可尽,似不能言,,0.800832
李白,賔主,2,0.799422,0.799422,杂曲歌辞。行路难三首,曳裾王门不称情,曳裾王門,鄒陽上書曰：臣飾庸陋，則何王之門，不可曳長裾乎？,0.799422
李白,石,2,0.796491,0.7787255,送张秀才谒高中丞,玉石俱烧焚,與石俱焚,《書》云：「火炎岷岡，玉石俱焚。」,0.796491
李白,仙,2,0.788961,0.77214396,商山四皓,倏起生羽翼,生羽翼,,0.788961
李白,舂,2,0.78167,0.78167,杂歌谣辞。箜篌谣,汉谣一斗粟,斗粟,漢文殺淮南王人歌曰：一斗粟尚可舂，兄弟二人不相容。,0.78167
李白,死,2,0.771154,0.771154,杂曲歌辞。悲歌,死生一度人皆有,死生有命,,0.771154
李白,書,2,0.769788,0.769788,杂曲歌辞。悲歌,书能知姓名,記姓名,《漢書》項羽少時，學書不成。乃曰：「書足記姓名而已。」,0.769788
李白,致仕,2,0.766278,0.766278,杂曲歌辞。悲歌,功成名遂身自退,功成名遂身退，天之道,,0.766278
李白,虎,2,0.765892,0.765892,相和歌辞。猛虎行,朝作猛虎行,猛虎行,《文．陸機〈猛虎行〉》：「渴不飲盜泉水，熱不息惡水陰。,0.765892
李白,宮殿,2,0.758462,0.758462,乐府杂曲。鼓吹曲辞。上之回,三十六离宫,便殿,離宫,0.758462
李白,兄弟,2,0.742253,0.742253,相和歌辞。上留田,尺布之谣,旣彰尋斧之醜,豈慙尺布之謡,0.742253
李白,吏隱,1,0.847301,0.847301,赠瑕丘王少府,来作南昌尉,南昌尉,梅福子真為南昌尉，時人謂之神仙之吏。,0.847301
李白,射,1,0.833703,0.833703,经乱离后天恩流夜郎忆旧游书怀赠江夏韦太守良宰,安得羿善射,羿善射不得其死焉,,0.833703
李白,戲謔,1,0.826365,0.826365,见野草中有曰白头翁者,亦有白头翁,白頭翁,吳諸葛恪侍權坐，有白頭烏集殿前。恪曰：白頭翁。張昭年老，疑恪戱之。因曰：「恪欺陛下，未有鳥名，白頭翁。請覔白頭母。」恪曰：「鳥有鸎母，請覔鸎父。」相弄謔如此。有司俱不罪。張昭有悟於聴聞。,0.826365
李白,舟,1,0.810559,0.810559,越中秋怀,亦可乘扁舟,扁舟,句踐既滅吳，范蠡乘扁舟泛五湖。,0.810559
李白,扇,1,0.810172,0.810172,夏日山中,懒摇白羽扇,白羽扇,裴啟《語林》曰：「諸葛武侯，持白羽扇，指麾三軍。,0.810172
李白,霧,1,0.809511,0.809511,赠韦秘书子春二首,披云睹青天,睹青天,徐幹《中論》曰：「文王遇姜公於渭陽，執竿而釣，文王得之，若披雲見日月，如開霧睹青天。」,0.809511
李白,乞師,1,0.808931,0.808931,酬裴侍御对雨感时见赠,申包哭秦庭,哭秦庭,《左傳》：吳入楚，楚申包胥詣秦，乞師，立依庭牆而哭，日夜不絕音，水漿不入口。七日而得兵。,0.808931
李白,口齒,1,0.804346,0.804346,笑歌行（以下二首，苏轼云是伪作）,张仪所以只掉三寸舌,張儀掉三寸舌。,,0.804346
李白,隠逸,1,0.786152,0.786152,之广陵宿常二南郭幽居,有如桃花源,避秦,桃源。,0.786152
李白,冰,1,0.786147,0.786147,秋日炼药院镊白发，赠元六兄林宗,瓶冰知天寒,瓶中冰,《淮南子》曰：「見一葉之落，知歲之將暮，睹瓶中之冰，知天下之寒，以近論遠。」,0.786147
