unit_id,granularity,poem_id,source_poetry_id,poet_id,作者,作者规范,题目,source,line_index,line_length_guess,text,embedding_text,embedding_chars,candidate_ngram,candidate_source,row_id,best_similarity,六帖卷,六帖部类,六帖部类序号,六帖部类附名,六帖词条,六帖注文,六帖解析注文,注文類型规范,注文计算策略,line_high_count_in_poem
4049,poem_from_line,17894,19188,155,白居易,白居易,咏怀,Ethan-do0707/tang_poetry,6,5,五十不为夭,五十不为夭,5,五十不,leishu_3gram,22614,0.786086,十七,老,二十五,五十,五十不致毀,謂居喪也。,謂居喪也。,解释文意,weighted_channels,1
4050,poem_from_line,17896,19190,155,白居易,白居易,山中独吟,Ethan-do0707/tang_poetry,0,5,人各有一癖,人各有一癖,5,人各有,leishu_3gram,11561,0.778777,八 （凡七十九門 內二十六門附）,性情,三十一,,人各有心,,,,weighted_channels_untyped_fallback,1
4051,poem_from_line,17897,19191,155,白居易,白居易,达理二首,Ethan-do0707/tang_poetry,25,5,尚不能为主,尚不能为主,5,尚不能,leishu_3gram,16917,0.736821,十二,未能為政,四十八,,不能者止。,,,,weighted_channels_untyped_fallback,0
4052,poem_from_line,17898,19192,155,白居易,白居易,湖亭晚望残水,Ethan-do0707/tang_poetry,16,5,乃知天地间,乃知天地间,5,知天地,leishu_3gram,30,0.710646,一,天,一,,焉知,裨灶焉知天道。,裨灶焉知天道。,出处原文,weighted_channels,0
4053,poem_from_line,17900,19194,155,白居易,白居易,长庆二年七月自中书舍人出守杭州，路次蓝溪作,Ethan-do0707/tang_poetry,33,5,浩荡五千里,浩荡五千里,5,五千里,leishu_3gram,2348,0.695555,二,崑崙山,九,,去中國五萬里,《水經》曰：「崑崙之墟在西北方，去嵩高五萬里，地之中其高萬一千里，河水出其東北陬也。」,《水經》曰：「崑崙之墟在西北方，去嵩高五萬里，地之中其高萬一千里，河水出其東北陬也。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4054,poem_from_line,17907,19201,155,白居易,白居易,朱藤杖紫骢吟,Ethan-do0707/tang_poetry,0,5,拄上山之上,拄上山之上,5,山之上,leishu_3gram,2079,0.634671,二,山,一,,名山,見上。,見上。,互见,weighted_channels_cross_reference,0
4055,poem_from_line,17912,19206,155,白居易,白居易,马上作,Ethan-do0707/tang_poetry,3,5,爵乃朝大夫,爵乃朝大夫,5,朝大夫,leishu_3gram,25820,0.731329,二十,爵,四十二,,客爵居左,酬賓爵也。,酬賓爵也。,解释文意,weighted_channels,0
4056,poem_from_line,17914,19208,155,白居易,白居易,登商山最高顶,Ethan-do0707/tang_poetry,2,5,下有一条路,下有一条路,5,下有一,leishu_3gram,4062,0.699412,三,道路,五,,達其道路,《周禮．司險》：以周知其山林川澤之阻，而達其道路。注：達者，謂山林之阻，則開鑿之川澤之阻，則橋梁之通道路也。,《周禮．司險》：以周知其山林川澤之阻，而達其道路。注：達者，謂山林之阻，則開鑿之川澤之阻，則橋梁之通道路也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
4057,poem_from_line,17917,19211,155,白居易,白居易,山雉,Ethan-do0707/tang_poetry,0,5,五步一啄草,五步一啄草,5,五步一,leishu_3gram,33026,0.652336,二十九,雉,九,,一飲一啄,《莊子》曰：擇雉十步一飲，五步一啄，不近樊籠。,《莊子》曰：擇雉十步一飲，五步一啄，不近樊籠。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4058,poem_from_line,17919,19213,155,白居易,白居易,自蜀江至洞庭湖口有感而作,Ethan-do0707/tang_poetry,22,5,邈未究其由,邈未究其由,5,究其由,leishu_3gram,31443,0.699374,二十七,變化,十四,,于何不有,莫究其由。,莫究其由。,补足下文,headword_note_combined,0
4059,poem_from_line,17922,19216,155,白居易,白居易,狂歌词,Ethan-do0707/tang_poetry,4,5,五十已后衰,五十已后衰,5,五十已,leishu_3gram,22607,0.875658,十七,老,二十五,五十,五十始衰,,,,weighted_channels_untyped_fallback,1
4060,poem_from_line,17924,19218,155,白居易,白居易,咏怀,Ethan-do0707/tang_poetry,1,5,今为二千石,今为二千石,5,二千石,leishu_3gram,26943,0.766716,二十一,刺史,七十,,二千石,之善政。,之善政。,补足下文,headword_note_combined,1
4061,poem_from_line,17927,19221,155,白居易,白居易,郡斋暇日辱常州陈郎中使君早春晚坐水西馆书事诗…酬之,Ethan-do0707/tang_poetry,26,5,才富不如君,才富不如君,5,不如君,leishu_3gram,7939,0.680734,六,父子,二十,,才不才,亦各言其子也。,亦各言其子也。,解释文意,weighted_channels,0
4062,poem_from_line,17928,19222,155,白居易,白居易,官舍,Ethan-do0707/tang_poetry,2,5,何言太守宅,何言太守宅,5,言太守,leishu_3gram,4405,0.610033,三,宅,十三,毀壞,更宅,景公謂晏子曰：「子之宅，近市湫隘，囂塵不可以居，請更諸爽塏。」對曰：「君之先臣容焉！臣不足，嗣之於臣侈矣。及晏子如晉，公更其宅，反則成矣。」既拜，乃毀曰：「非宅是卜。唯鄰是卜。」卒復其舊宅。,景公謂晏子曰：「子之宅，近市湫隘，囂塵不可以居，請更諸爽塏。」對曰：「君之先臣容焉！臣不足，嗣之於臣侈矣。及晏子如晉，公更其宅，反則成矣。」既拜，乃毀曰：「非宅是卜。唯鄰是卜。」卒復其舊宅。,出处原文；解释文意,weighted_channels,0
4063,poem_from_line,17929,19223,155,白居易,白居易,吾雏,Ethan-do0707/tang_poetry,2,5,嗟吾不才子,嗟吾不才子,5,不才子,leishu_3gram,7939,0.669642,六,父子,二十,,才不才,亦各言其子也。,亦各言其子也。,解释文意,weighted_channels,0
4064,poem_from_line,17930,19224,155,白居易,白居易,题小桥前新竹招客,Ethan-do0707/tang_poetry,11,5,轻欺凡草木,轻欺凡草木,5,凡草木,leishu_3gram,1295,0.640393,一,塵,二十六,,棲弱草,李康《遊山序》曰：「蓋人生天地之閒也，若流電之過戶牖，輕塵之棲弱草。」,李康《遊山序》曰：「蓋人生天地之閒也，若流電之過戶牖，輕塵之棲弱草。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4065,poem_from_line,17932,19226,155,白居易,白居易,食饱,Ethan-do0707/tang_poetry,2,5,浅酌一杯酒,浅酌一杯酒,5,一杯酒,leishu_3gram,6584,0.699445,五,酒,一,部类备注：酒德 戒酒 淫湎 酗酒 禮飲 軍中飲 樂飲 夜飲 賜酒 御飲 令罰附,酣酒,大禹之戒曰：酣酒嗜音，未或不亡。,大禹之戒曰：酣酒嗜音，未或不亡。,出处原文；解释文意,weighted_channels,0
4066,poem_from_line,17933,19227,155,白居易,白居易,严十八郎中在郡日改制东南楼因名清辉未立标榜…寄严,Ethan-do0707/tang_poetry,18,5,始知天地间,始知天地间,5,知天地,leishu_3gram,1544,0.707143,一,秋,三十,七月,天地始肅,,,,weighted_channels_untyped_fallback,0
4067,poem_from_line,17934,19228,155,白居易,白居易,南亭对酒送春,Ethan-do0707/tang_poetry,10,5,刺史二千石,刺史二千石,5,刺史二,leishu_3gram,9755,0.698676,七,隠逸,十四,,刺史䞇,後漢䑓終孝威刺史行部執䞇見曰孝威居身如是甚苦終曰幸得保性命使君夕惕庶事反不苦耶,後漢䑓終孝威刺史行部執䞇見曰孝威居身如是甚苦終曰幸得保性命使君夕惕庶事反不苦耶,解释文意,weighted_channels,0
4068,poem_from_line,17938,19232,155,白居易,白居易,三年为刺史二首,Ethan-do0707/tang_poetry,10,5,此抵有千金,此抵有千金,5,有千金,leishu_3gram,6466,0.754262,四,囊橐,四十一,,千金,陸賈使南越，越王它賜賈，橐中裝直千金。,陸賈使南越，越王它賜賈，橐中裝直千金。,出处原文,weighted_channels,1
4069,poem_from_line,17940,19234,155,白居易,白居易,自馀杭归宿淮口作,Ethan-do0707/tang_poetry,16,5,此外吾不知,此外吾不知,5,外吾不,leishu_3gram,3980,0.717242,三,關,四,,無外,識函谷之可關，不知王者之無外。,識函谷之可關，不知王者之無外。,出处原文,weighted_channels,0
4070,poem_from_line,17943,19237,155,白居易,白居易,洛中偶作（自此后在东都作）,Ethan-do0707/tang_poetry,22,5,不知老将至,不知老将至,5,不知老,leishu_3gram,22558,0.89456,十七,老,二十五,,不知老之將至,,,,weighted_channels_untyped_fallback,1
4071,poem_from_line,17944,19238,155,白居易,白居易,赠苏少府,Ethan-do0707/tang_poetry,0,5,籍甚二十年,籍甚二十年,5,二十年,leishu_3gram,7490,0.648934,六,婚姻,二,,二十,女二十而嫁，,女二十而嫁，,出处原文,weighted_channels,0
4072,poem_from_line,17945,19239,155,白居易,白居易,移家入新宅,Ethan-do0707/tang_poetry,15,5,此即是无为,此即是无为,5,此即是,leishu_3gram,14663,0.667257,十一,帝德,一,,無為而治。,,,,weighted_channels_untyped_fallback,0
4073,poem_from_line,17947,19241,155,白居易,白居易,鹤,Ethan-do0707/tang_poetry,0,5,人各有所好,人各有所好,5,人各有,leishu_3gram,11561,0.833352,八 （凡七十九門 內二十六門附）,性情,三十一,,人各有心,,,,weighted_channels_untyped_fallback,1
4074,poem_from_line,17951,19245,155,白居易,白居易,池畔二首,Ethan-do0707/tang_poetry,2,5,此意人不知,此意人不知,5,人不知,leishu_3gram,30050,0.752084,二十五,射,五,○善射,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
4075,poem_from_line,17952,19246,155,白居易,白居易,春葺新居,Ethan-do0707/tang_poetry,19,5,有事吾不知,有事吾不知,5,吾不知,leishu_3gram,30050,0.696872,二十五,射,五,○善射,人不知,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,《晉》：魏舒為後將軍，盧毓每與參佐射，常為畫籌。後遇朋人不足，以舒滿數。毓初不知其善射，容範閑雅，發無不中。舉坐莫有，敵之者。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4076,poem_from_line,17957,19251,155,白居易,白居易,权摄昭应，早秋书事，寄元拾遗，兼呈李司录,Ethan-do0707/tang_poetry,15,5,何必使铅刀,何必使铅刀,5,何必使,leishu_3gram,5973,0.605398,四,刀,十九,,用刀舞,《吳書》：凌統怨甘寧殺其父，寧嘗備統不得與，相見於呂蒙舍，會酒酣，統乃用刀舞，寧起曰：「寧能雙戟舞。,《吳書》：凌統怨甘寧殺其父，寧嘗備統不得與，相見於呂蒙舍，會酒酣，統乃用刀舞，寧起曰：「寧能雙戟舞。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4077,poem_from_line,17961,19255,155,白居易,白居易,曲江早秋,Ethan-do0707/tang_poetry,8,5,我年三十六,我年三十六,5,年三十,leishu_3gram,2628,0.65911,二,洞,三十二,,三十六,《茅君內傳》：大天之內，有玄中之洞三十六所。第一王屋山之洞：周迴萬里，名曰小有清虛之天。第二委羽之洞：周迴萬里，名曰大有空明之天。第三西域土山之谷：周迴三千里，名曰太玄，摠真之天。第四西方玄三山之谷：周迴千里名曰三玄，極真之天。第五青城之洞：周迴三千里，名曰寶仙，九室之天。第六赤城丹山之洞：周迴三百里，名曰上酒平之天。第七羅浮山之洞：周五百里，名曰朱明，曜真之天。第八曲向山之洞：周一百五十里，名曰金壇華陽之天。第九林屋山之洞：周四百里，名曰左神幽墟之天。第十括蒼之洞：周迴三百里，名曰成德隱玄之天。凡此十洞，皆仙人靈真之陰天，內宮也，其八海之中，崑崙、蓬萊、方丈、瀛洲、滄波、白山，八停之神山，山皆有洞宮，或有方千里、五百里，非名小天之例，不在三十六天之洞數也。五嶽及名山洞室，或三十里、二十里、十里，難並合神仙之言，又非小天之數，嶽洞萬里，其岱宗山之洞，周三千里，名曰三宮空洞之天。羅酆山之洞：周一萬五千里，名曰北帝死生之天，皆死神所治五帝之官考，謫之府也。鬼神所冶，又有二十八小洞，天之陰宮，或地官所在者，不能一一記其洞山之名，略摽其大者耳。其餘有六洞：天陰宮山，皆夷狄異類，鬼所不治，犬戎鳥獸蠻裸，夷之種也。匈奴之天下：北戎之善山，南越之拘屢是也。句曲山洞宮之中：本有仙人郭四，朝者治其宮，亦司三官。領羅酆師。晨候四朝，燕人也。兄弟四人得道，四朝是長兄也。,《茅君內傳》：大天之內，有玄中之洞三十六所。第一王屋山之洞：周迴萬里，名曰小有清虛之天。第二委羽之洞：周迴萬里，名曰大有空明之天。第三西域土山之谷：周迴三千里，名曰太玄，摠真之天。第四西方玄三山之谷：周迴千里名曰三玄，極真之天。第五青城之洞：周迴三千里，名曰寶仙，九室之天。第六赤城丹山之洞：周迴三百里，名曰上酒平之天。第七羅浮山之洞：周五百里，名曰朱明，曜真之天。第八曲向山之洞：周一百五十里，名曰金壇華陽之天。第九林屋山之洞：周四百里，名曰左神幽墟之天。第十括蒼之洞：周迴三百里，名曰成德隱玄之天。凡此十洞，皆仙人靈真之陰天，內宮也，其八海之中，崑崙、蓬萊、方丈、瀛洲、滄波、白山，八停之神山，山皆有洞宮，或有方千里、五百里，非名小天之例，不在三十六天之洞數也。五嶽及名山洞室，或三十里、二十里、十里，難並合神仙之言，又非小天之數，嶽洞萬里，其岱宗山之洞，周三千里，名曰三宮空洞之天。羅酆山之洞：周一萬五千里，名曰北帝死生之天，皆死神所治五帝之官考，謫之府也。鬼神所冶，又有二十八小洞，天之陰宮，或地官所在者，不能一一記其洞山之名，略摽其大者耳。其餘有六洞：天陰宮山，皆夷狄異類，鬼所不治，犬戎鳥獸蠻裸，夷之種也。匈奴之天下：北戎之善山，南越之拘屢是也。句曲山洞宮之中：本有仙人郭四，朝者治其宮，亦司三官。領羅酆師。晨候四朝，燕人也。兄弟四人得道，四朝是長兄也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
4078,poem_from_line,17964,19258,155,白居易,白居易,禁中月,Ethan-do0707/tang_poetry,0,5,海水明月出,海水明月出,5,明月出,leishu_3gram,2669,0.630208,二,水,三十三,,明水,司烜氏取明水於月。,司烜氏取明水於月。,出处原文,weighted_channels,0
4079,poem_from_line,17969,19263,155,白居易,白居易,早秋曲江感怀,Ethan-do0707/tang_poetry,6,5,人寿不如山,人寿不如山,5,不如山,leishu_3gram,21911,0.627891,十六,險固,二十八,恃險,地利不如人和,《辨亡論》曰云云。又曰：在德不在險。,《辨亡論》曰云云。又曰：在德不在險。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4080,poem_from_line,17975,19269,155,白居易,白居易,新丰路逢故人,Ethan-do0707/tang_poetry,4,5,知君不得意,知君不得意,5,君不得,leishu_3gram,15629,0.690343,十一,君臣,二十六,,知臣莫若君,,,,weighted_channels_untyped_fallback,0
4081,poem_from_line,17976,19270,155,白居易,白居易,金銮子晬日,Ethan-do0707/tang_poetry,11,5,应迟十五年,应迟十五年,5,十五年,leishu_3gram,19527,0.646653,十四,封建,三十三,,就國行遲,《史》：尚父封齊就國，道宿，行遲，逆旅。人曰：「客寢甚安，殆非就國者也。時難得易失。」注：太公遂衣衣而行，比至，果萊人來伐爭營丘。,《史》：尚父封齊就國，道宿，行遲，逆旅。人曰：「客寢甚安，殆非就國者也。時難得易失。」注：太公遂衣衣而行，比至，果萊人來伐爭營丘。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4082,poem_from_line,17979,19273,155,白居易,白居易,劝酒寄元九,Ethan-do0707/tang_poetry,19,5,吾孰知其他,吾孰知其他,5,孰知其,leishu_3gram,30,0.727076,一,天,一,,焉知,裨灶焉知天道。,裨灶焉知天道。,出处原文,weighted_channels,0
4083,poem_from_line,17980,19274,155,白居易,白居易,曲江感秋（五年作）,Ethan-do0707/tang_poetry,7,5,一一生此时,一一生此时,5,一一生,leishu_3gram,34708,0.666205,二十九,兕,七十九,,殪此一兕,《詩》：率彼廣野，既張我弓。周宣時。,《詩》：率彼廣野，既張我弓。周宣時。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4084,poem_from_line,17984,19278,155,白居易,白居易,初与元九别后忽梦见之及寤而书适至兼寄桐花诗…此寄,Ethan-do0707/tang_poetry,13,5,问君意何如,问君意何如,5,意何如,leishu_3gram,10025,0.649335,七,報德,十九,,何以報我,何以報君？,何以報君？,对仗,parallel_note_focused,0
4085,poem_from_line,17986,19280,155,白居易,白居易,重到渭上旧居,Ethan-do0707/tang_poetry,19,5,安得不衰暮,安得不衰暮,5,安得不,leishu_3gram,22558,0.676548,十七,老,二十五,,不知老之將至,,,,weighted_channels_untyped_fallback,0
4086,poem_from_line,17987,19281,155,白居易,白居易,白发,Ethan-do0707/tang_poetry,4,5,家人不惯见,家人不惯见,5,家人不,leishu_3gram,22059,0.692349,十七,威儀,二,,家人不見惰容,魏朗，字少英，矜嚴修整。,魏朗，字少英，矜嚴修整。,解释文意,weighted_channels,0
4087,poem_from_line,17991,19285,155,白居易,白居易,冀城北原作,Ethan-do0707/tang_poetry,15,5,焉能知其初,焉能知其初,5,能知其,leishu_3gram,30,0.720501,一,天,一,,焉知,裨灶焉知天道。,裨灶焉知天道。,出处原文,weighted_channels,0
4088,poem_from_line,17993,19287,155,白居易,白居易,游襄阳怀孟浩然,Ethan-do0707/tang_poetry,3,5,孟氏之文章,孟氏之文章,5,孟氏之,leishu_3gram,8860,0.678888,六,奴婢,三十八,,知文章,郗愔，字方回。有蒼頭善知文章，王羲之愛之，每稱奴于劉惔。惔問何如？方回羲之曰：「小人耳！何得比郗公。」惔曰：「不如方回故，常奴耳。」,郗愔，字方回。有蒼頭善知文章，王羲之愛之，每稱奴于劉惔。惔問何如？方回羲之曰：「小人耳！何得比郗公。」惔曰：「不如方回故，常奴耳。」,出处原文；解释文意,weighted_channels,0
4089,poem_from_line,17994,19288,155,白居易,白居易,秋暮西归途中书情,Ethan-do0707/tang_poetry,15,5,安得不自然,安得不自然,5,安得不,leishu_3gram,12122,0.637318,八 （凡七十九門 內二十六門附）,傲慢,五十一,,自暇自逸，,,,,weighted_channels_untyped_fallback,0
4090,poem_from_line,17995,19289,155,白居易,白居易,秋怀,Ethan-do0707/tang_poetry,7,5,我心亦如之,我心亦如之,5,亦如之,leishu_3gram,13971,0.701313,十,相思,九,,我之懐矣，實勞我心,,,,weighted_channels_untyped_fallback,0
4091,poem_from_line,17996,19290,155,白居易,白居易,别杨颖士、卢克柔、殷尧藩,Ethan-do0707/tang_poetry,12,5,且持一杯酒,且持一杯酒,5,一杯酒,leishu_3gram,6708,0.674972,五,酒,一,部类备注：酒德 戒酒 淫湎 酗酒 禮飲 軍中飲 樂飲 夜飲 賜酒 御飲 令罰附,即時一杯,晉張翰曰：使有身後名，不如即時一杯酒。,晉張翰曰：使有身後名，不如即時一杯酒。,出处原文；解释文意,weighted_channels,0
4092,poem_from_line,17997,19291,155,白居易,白居易,题赠定光上人,Ethan-do0707/tang_poetry,4,5,一坐十五年,一坐十五年,5,十五年,leishu_3gram,22480,0.609027,十七,坐,十九,,坐必安,執爾顏。《禮記》。,執爾顏。《禮記》。,出处典籍,book_title_stats_only_weighted_fallback,0
4093,poem_from_line,17998,19292,155,白居易,白居易,祇役骆口驿喜萧侍御书至兼睹新诗吟讽通宵因寄八韵,Ethan-do0707/tang_poetry,10,5,雅哉君子文,雅哉君子文,5,君子文,leishu_3gram,30134,0.731848,二十六,文行,二,,君子懿文德,,,,weighted_channels_untyped_fallback,0
4094,poem_from_line,17999,19293,155,白居易,白居易,酬李少府曹长官舍见赠,Ethan-do0707/tang_poetry,1,5,心体不遑安,心体不遑安,5,不遑安,leishu_3gram,13512,0.6697,九,疾,三十一,,玉體不安,士啓楚太子有疾吳客往，問之曰：「聞太子玉體不安？」,士啓楚太子有疾吳客往，問之曰：「聞太子玉體不安？」,出处原文,weighted_channels,0
4095,poem_from_line,18002,19296,155,白居易,白居易,北园,Ethan-do0707/tang_poetry,3,5,一日三四来,一日三四来,5,一日三,leishu_3gram,15887,0.707899,十一,諫諍,三十六,納諌,一日三諌,晏子常一日三諌景公及卒公泣曰昔晏子一日三責我今孰責寡人乎,晏子常一日三諌景公及卒公泣曰昔晏子一日三責我今孰責寡人乎,出处原文,weighted_channels,0
4096,poem_from_line,18003,19297,155,白居易,白居易,惜栯李花,Ethan-do0707/tang_poetry,2,5,高低二三尺,高低二三尺,5,二三尺,leishu_3gram,9198,0.754203,七,短小人,七,,二尺,廣延之國人長二尺。,廣延之國人長二尺。,出处原文,weighted_channels,1
4097,poem_from_line,18008,19302,155,白居易,白居易,感逝寄远,Ethan-do0707/tang_poetry,16,5,何当一杯酒,何当一杯酒,5,一杯酒,leishu_3gram,6708,0.692448,五,酒,一,部类备注：酒德 戒酒 淫湎 酗酒 禮飲 軍中飲 樂飲 夜飲 賜酒 御飲 令罰附,即時一杯,晉張翰曰：使有身後名，不如即時一杯酒。,晉張翰曰：使有身後名，不如即時一杯酒。,出处原文；解释文意,weighted_channels,0
4098,poem_from_line,18009,19303,155,白居易,白居易,秋月,Ethan-do0707/tang_poetry,9,5,愁人安可眠,愁人安可眠,5,人安可,leishu_3gram,10170,0.627093,七,寢,二十二,,尚寐無覺,《詩》云：憂而欲寐。,《詩》云：憂而欲寐。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4099,poem_from_line,18010,19304,155,白居易,白居易,朱陈村,Ethan-do0707/tang_poetry,26,5,死者不远葬,死者不远葬,5,死者不,leishu_3gram,24572,0.83576,十九,葬,三十五,合葬,袝葬者不筮宅,謂袝先塋，不改十墓也。,謂袝先塋，不改十墓也。,解释文意,weighted_channels,2
4100,poem_from_line,18012,19306,155,白居易,白居易,寄元九（自此后在渭村作）,Ethan-do0707/tang_poetry,10,5,三年不放归,三年不放归,5,三年不,leishu_3gram,18649,0.659262,十三,不齒,四十七,,不齒三年,周禮凡害人者寘之圍土以明恥之其能改者反於中國不齒三年,周禮凡害人者寘之圍土以明恥之其能改者反於中國不齒三年,出处原文,weighted_channels,0
4101,poem_from_line,18015,19309,155,白居易,白居易,秋霁,Ethan-do0707/tang_poetry,11,5,不能理针线,不能理针线,5,不能理,leishu_3gram,5429,0.622138,四,衣服,一,製造,針線,,,,weighted_channels_untyped_fallback,0
4102,poem_from_line,18017,19311,155,白居易,白居易,送兄弟回雪夜,Ethan-do0707/tang_poetry,16,5,所遇皆如此,所遇皆如此,5,皆如此,leishu_3gram,17478,0.621937,十二,待士,七十五,,皆得所欲。,袁安博愛客衆無所聞擇賔客入門賢愚皆得其所欲任延為㑹稽都尉有龍丘萇隱居三公連辟不到延洒掃其門遣功曹奉謁相望於道積一歲萇乃乘輦詣府門願得生死備録遂署議曹祭酒遂卒,袁安博愛客衆無所聞擇賔客入門賢愚皆得其所欲任延為㑹稽都尉有龍丘萇隱居三公連辟不到延洒掃其門遣功曹奉謁相望於道積一歲萇乃乘輦詣府門願得生死備録遂署議曹祭酒遂卒,解释文意,weighted_channels,0
4103,poem_from_line,18018,19312,155,白居易,白居易,溪中早春,Ethan-do0707/tang_poetry,7,5,一日不虚掷,一日不虚掷,5,一日不,leishu_3gram,25996,0.691978,二十一,爭長,三,,一日,子曰：以吾一日長乎爾？,子曰：以吾一日長乎爾？,出处原文,weighted_channels,0
4104,poem_from_line,18021,19315,155,白居易,白居易,梦裴相公,Ethan-do0707/tang_poetry,8,5,既寤知是梦,既寤知是梦,5,既寤知,leishu_3gram,10081,0.73541,七,夢,二十一,,髣髴若夢,《文選》。,《文選》。,出处典籍,book_title_stats_only_weighted_fallback,0
4105,poem_from_line,18023,19317,155,白居易,白居易,别行简（时行简辟卢坦剑南东川府）,Ethan-do0707/tang_poetry,4,5,梓州二千里,梓州二千里,5,二千里,leishu_3gram,3911,0.630875,三,東京,二,,封畿千里,,,,weighted_channels_untyped_fallback,0
4106,poem_from_line,18027,19321,155,白居易,白居易,以镜赠别,Ethan-do0707/tang_poetry,0,5,人言似明月,人言似明月,5,似明月,leishu_3gram,6180,0.702058,四,扇,二十七,,似明月,班婕妤《詠扇詩》曰：「新裂齊紈素，皎絜如霜雪，裁為合歡扇，團團似明月，出入君懷袖，動搖微風發，常恐秋節至，涼飆奪炎熱，棄捐篋笥中，恩情中道絕。」,班婕妤《詠扇詩》曰：「新裂齊紈素，皎絜如霜雪，裁為合歡扇，團團似明月，出入君懷袖，動搖微風發，常恐秋節至，涼飆奪炎熱，棄捐篋笥中，恩情中道絕。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
4107,poem_from_line,18029,19323,155,白居易,白居易,念金銮子二首,Ethan-do0707/tang_poetry,17,5,八十有六旬,八十有六旬,5,十有六,leishu_3gram,22656,0.778241,十七,老,二十五,八十,八十九十曰耄,耄，昏忘也。,耄，昏忘也。,解释文意,weighted_channels,1
4108,poem_from_line,18030,19324,155,白居易,白居易,对酒,Ethan-do0707/tang_poetry,15,5,知得不知失,知得不知失,5,得不知,leishu_3gram,30940,0.781519,二十六,齊物,四十八,,得失,肩吾，謂孫叔敖曰：「子三為令尹，不榮華。三去無憂色。令視皋門栩栩然，子之用獨奈何？敖曰：「吾以來可卻，去不可止，得失非我，在彼乎？在我乎，注，云：曠然無係，玄同彼我，何暇至乎人貴人賤也。,肩吾，謂孫叔敖曰：「子三為令尹，不榮華。三去無憂色。令視皋門栩栩然，子之用獨奈何？敖曰：「吾以來可卻，去不可止，得失非我，在彼乎？在我乎，注，云：曠然無係，玄同彼我，何暇至乎人貴人賤也。,出处原文；解释文意,weighted_channels,1
4109,poem_from_line,18032,19326,155,白居易,白居易,谕怀,Ethan-do0707/tang_poetry,7,5,止遏不能得,止遏不能得,5,不能得,leishu_3gram,16917,0.770248,十二,未能為政,四十八,,不能者止。,,,,weighted_channels_untyped_fallback,1
4110,poem_from_line,18034,19328,155,白居易,白居易,西原晚望,Ethan-do0707/tang_poetry,8,5,吾庐在其下,吾庐在其下,5,在其下,leishu_3gram,28405,0.651503,二十三,田客,二十九,,庇身亢身在其宇下,,,,weighted_channels_untyped_fallback,0
4111,poem_from_line,18037,19331,155,白居易,白居易,沐浴,Ethan-do0707/tang_poetry,0,5,经年不沐浴,经年不沐浴,5,不沐浴,leishu_3gram,25305,0.677403,二十,沐,十五,浴,日浴,鶴不日浴而自白。,鶴不日浴而自白。,出处原文,weighted_channels,0
4112,poem_from_line,18040,19334,155,白居易,白居易,自觉二首,Ethan-do0707/tang_poetry,26,5,所以年四十,所以年四十,5,年四十,leishu_3gram,27748,0.699968,二十二,復除,十八,,年老,《漢》武詔：八十復二筭，復二口之筭也。九十者，復甲卒。注復甲卒，不豫革車之賦。,《漢》武詔：八十復二筭，復二口之筭也。九十者，復甲卒。注復甲卒，不豫革車之賦。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
4113,poem_from_line,18041,19335,155,白居易,白居易,夜雨有念,Ethan-do0707/tang_poetry,14,5,南北五千里,南北五千里,5,五千里,leishu_3gram,2348,0.721584,二,崑崙山,九,,去中國五萬里,《水經》曰：「崑崙之墟在西北方，去嵩高五萬里，地之中其高萬一千里，河水出其東北陬也。」,《水經》曰：「崑崙之墟在西北方，去嵩高五萬里，地之中其高萬一千里，河水出其東北陬也。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
