unit_id,granularity,poem_id,source_poetry_id,poet_id,作者,作者规范,题目,source,line_index,line_length_guess,text,embedding_text,embedding_chars,candidate_ngram,candidate_source,row_id,best_similarity,六帖卷,六帖部类,六帖部类序号,六帖部类附名,六帖词条,六帖注文,六帖解析注文,注文類型规范,注文计算策略,line_high_count_in_poem
0,poem_from_line,5,6,1,李世民,李世民,重幸武功,Ethan-do0707/tang_poetry,6,5,垂衣天下治,垂衣天下治,5,衣天下,leishu_3gram,8611,0.629384,六,祖孫,二十九,,下治,《禮》：上治祖禰，尊尊也。下治子孫，親親也。,《禮》：上治祖禰，尊尊也。下治子孫，親親也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
1,poem_from_line,9,10,1,李世民,李世民,入潼关,Ethan-do0707/tang_poetry,12,5,别有真人气,别有真人气,5,有真人,leishu_3gram,7649,0.624415,六,同姓㛰,四,,有別,男女有别,男女有别,补足下文,headword_note_combined,0
2,poem_from_line,25,26,1,李世民,李世民,度秋,Ethan-do0707/tang_poetry,3,5,洞庭波渐起,洞庭波渐起,5,洞庭波,leishu_3gram,3110,0.678284,二,湖,四十五,,始波,洞庭始波，木葉微脫。《文選》云。,洞庭始波，木葉微脫。《文選》云。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
3,poem_from_line,40,41,1,李世民,李世民,采芙蓉,Ethan-do0707/tang_poetry,1,5,携手上雕航,携手上雕航,5,携手上,leishu_3gram,2975,0.493298,二,河,四十,,葦航,誰謂河廣，一葦航之。,誰謂河廣，一葦航之。,出处原文；解释文意,weighted_channels,0
4,poem_from_line,87,88,1,李世民,李世民,句,Ethan-do0707/tang_poetry,5,5,闻弦心已惊,闻弦心已惊,5,弦心已,leishu_3gram,33203,0.610961,二十九,烏,十三,,太宗烏詩,近日毛雖煖，聞弦心已驚。,近日毛雖煖，聞弦心已驚。,补足下文,headword_note_combined,0
5,poem_from_line,101,102,3,李显,李显,景龙四年正月五日移仗蓬莱宫御大明殿会吐…柏梁体联句,Ethan-do0707/tang_poetry,10,5,__武平一著作不休出中肠,__武平一著作不休出中肠,12,著作不,leishu_3gram,26551,0.556388,二十一,校書,三十七,,著中經,《晉書》：左思欲賦三都，訪岷邛之事，自以所見不博，求為祕書郎，作《中經》。事見上注。,《晉書》：左思欲賦三都，訪岷邛之事，自以所見不博，求為祕書郎，作《中經》。事見上注。,出处典籍；出处原文；互见,weighted_channels_with_book_title_stats,0
6,poem_from_line,106,107,5,李隆基,李隆基,校猎义成喜逢大雪率题九韵以示群官,Ethan-do0707/tang_poetry,0,5,弧矢威天下,弧矢威天下,5,威天下,leishu_3gram,29942,0.767554,二十五,射,五,,以威天下,聖人弦木為弧，剡木為矢。弧矢之利，以威天下，蓋取諸睽。,聖人弦木為弧，剡木為矢。弧矢之利，以威天下，蓋取諸睽。,出处原文,weighted_channels,1
7,poem_from_line,107,108,5,李隆基,李隆基,赐诸州刺史以题座右,Ethan-do0707/tang_poetry,14,5,讼狱必以情,讼狱必以情,5,必以情,leishu_3gram,17673,0.812973,十三,推斷獄,四,,察必以情。,小大之獄，雖不能察必以情。,小大之獄，雖不能察必以情。,出处原文,weighted_channels,1
8,poem_from_line,110,111,5,李隆基,李隆基,端午三殿宴群臣探得神字,Ethan-do0707/tang_poetry,12,5,股肱良足咏,股肱良足咏,5,股肱良,leishu_3gram,24065,0.702024,十九,喪賢臣,十五,,股肱,《傳》曰：君之卿佐是為股肱，股肱或虧何疾，如之疾痛也。,《傳》曰：君之卿佐是為股肱，股肱或虧何疾，如之疾痛也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
9,poem_from_line,114,115,5,李隆基,李隆基,过王濬墓,Ethan-do0707/tang_poetry,6,5,长戟今何在,长戟今何在,5,今何在,leishu_3gram,21831,0.560605,十六,戈殳矛戟,二十五,,殳長尋有四尺,,,,weighted_channels_untyped_fallback,0
10,poem_from_line,115,116,5,李隆基,李隆基,初入秦川路逢寒食,Ethan-do0707/tang_poetry,9,5,争道何人不戏鞭,争道何人不戏鞭,7,何人不,leishu_3gram,13689,0.617046,九,博棊,三十六,,争道,王導與其子悅弈棊争道，導笑曰：「相與有瓜葛那得為爾。」,王導與其子悅弈棊争道，導笑曰：「相與有瓜葛那得為爾。」,出处原文,weighted_channels,0
11,poem_from_line,116,117,5,李隆基,李隆基,春台望,Ethan-do0707/tang_poetry,12,5,太液池中下黄鹤,太液池中下黄鹤,7,太液池,leishu_3gram,33296,0.739642,二十九,鵠,十九,,下太液池,《漢》：昭帝太始元年，黃鵠下建章官太液池中，公卿上壽。賜侯王宗，室金錢有差。,《漢》：昭帝太始元年，黃鵠下建章官太液池中，公卿上壽。賜侯王宗，室金錢有差。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
12,poem_from_line,119,120,5,李隆基,李隆基,经邹鲁祭孔子而叹之,Ethan-do0707/tang_poetry,0,5,夫子何为者,夫子何为者,5,夫子何,leishu_3gram,10268,0.755272,七,笑,二十七,,夫子何哂,,,,weighted_channels_untyped_fallback,1
13,poem_from_line,139,140,5,李隆基,李隆基,同二相已下群官乐游园宴,Ethan-do0707/tang_poetry,4,5,地入南山近,地入南山近,5,入南山,leishu_3gram,2276,0.629362,二,終南山,七,,福地,《記》稱：終南太一山，左右三十里，內名福地。,《記》稱：終南太一山，左右三十里，內名福地。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
14,poem_from_line,140,141,5,李隆基,李隆基,集贤书院成，送张说上集贤学士，赐宴得珍字,Ethan-do0707/tang_poetry,6,5,献酬尊俎列,献酬尊俎列,5,尊俎列,leishu_3gram,27809,0.668977,二十二,貢獻,二十二,,誅求無時悉索敝賦以來會時事也，列尊貢重,列位也，公侯地廣，故所貢多。,列位也，公侯地廣，故所貢多。,解释文意,weighted_channels,0
15,poem_from_line,143,144,5,李隆基,李隆基,途经华岳,Ethan-do0707/tang_poetry,6,5,四方皆石壁,四方皆石壁,5,四方皆,leishu_3gram,9586,0.764493,七,貧,十一,居處,四壁,司馬相如居徒四壁。,司馬相如居徒四壁。,出处原文,weighted_channels,1
16,poem_from_line,153,154,5,李隆基,李隆基,早登太行山中言志,Ethan-do0707/tang_poetry,1,5,凝笳上太行,凝笳上太行,5,上太行,leishu_3gram,2362,0.652552,二,太行山,十一,,塹太行之道,《戰國策》曰：「范雎說秦曰：舉兵攻榮陽，則成皋之路不通，塹太行之道，則上黨之，兵不下舉，兵而攻榮陽，則其國斷而為三。,《戰國策》曰：「范雎說秦曰：舉兵攻榮陽，則成皋之路不通，塹太行之道，則上黨之，兵不下舉，兵而攻榮陽，則其國斷而為三。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
17,poem_from_line,156,157,5,李隆基,李隆基,送张说巡边,Ethan-do0707/tang_poetry,16,5,鼓吹威夷狄,鼓吹威夷狄,5,威夷狄,leishu_3gram,21429,0.572105,十六,威信及外夷,八,,蠻夷率服,,,,weighted_channels_untyped_fallback,0
18,poem_from_line,165,166,5,李隆基,李隆基,鶺鴒颂,Ethan-do0707/tang_poetry,22,5,下之所效,下之所效,4,下之所,leishu_3gram,7665,0.709954,六,賢婦,五,,下之,趙姬謂趙衰曰：「請逆盾及其母曰得寵而忘舊，何以使人固？請逆之。以叔隗為內子而已下之，以盾為才使為嫡子，使其子下之。,趙姬謂趙衰曰：「請逆盾及其母曰得寵而忘舊，何以使人固？請逆之。以叔隗為內子而已下之，以盾為才使為嫡子，使其子下之。,出处原文；解释文意,weighted_channels,0
19,poem_from_line,166,167,5,李隆基,李隆基,傀儡吟,Ethan-do0707/tang_poetry,3,7,还似人生一梦中,还似人生一梦中,7,人生一,leishu_3gram,10088,0.579939,七,夢,二十一,,同夢,《詩》：甘與子同夢。,《詩》：甘與子同夢。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
20,poem_from_line,176,177,7,李适,李适,元日退朝观军仗归营,Ethan-do0707/tang_poetry,6,5,分行左右出,分行左右出,5,左右出,leishu_3gram,1129,0.634589,一,冰,二十三,開冰,出入以時,,,,weighted_channels_untyped_fallback,0
21,poem_from_line,177,178,7,李适,李适,中和节赐群臣宴赋七韵,Ethan-do0707/tang_poetry,13,5,戒之在无荒,戒之在无荒,5,戒之在,leishu_3gram,9322,0.753822,七,冨,九,戒懼,戒之在得,,,,weighted_channels_untyped_fallback,1
22,poem_from_line,180,181,7,李适,李适,重阳日即事,Ethan-do0707/tang_poetry,7,5,思为君臣同,思为君臣同,5,君臣同,leishu_3gram,15629,0.750845,十一,君臣,二十六,,知臣莫若君,,,,weighted_channels_untyped_fallback,1
23,poem_from_line,187,188,8,李昂1,李昂,宫中题,Ethan-do0707/tang_poetry,0,5,辇路生春草,辇路生春草,5,生春草,leishu_3gram,34948,0.678376,三十,草,二,,池塘生春草,,,,weighted_channels_untyped_fallback,0
24,poem_from_line,192,193,9,李忱,李忱,吊白居易,Ethan-do0707/tang_poetry,0,7,缀玉联珠六十年,缀玉联珠六十年,7,六十年,leishu_3gram,455,0.573176,一,星,五,慶瑞,連珠,五星連珠，至德之萌。,五星連珠，至德之萌。,出处原文,weighted_channels,0
25,poem_from_line,193,194,9,李忱,李忱,幸华严寺,Ethan-do0707/tang_poetry,6,7,今日追游何所似,今日追游何所似,7,何所似,leishu_3gram,13884,0.613807,十,行旅,四,,遊子暮何之,《李陵詩》。,《李陵詩》。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
26,poem_from_line,214,215,12,武则天,武则天,唐明堂乐章。皇帝行,Ethan-do0707/tang_poetry,7,5,永戢干戈,永戢干戈,4,戢干戈,leishu_3gram,21843,0.753152,十六,戈殳矛戟,二十五,,載戢干戈,,,,weighted_channels_untyped_fallback,1
27,poem_from_line,222,223,12,武则天,武则天,唐明堂乐章。商音,Ethan-do0707/tang_poetry,0,5,律中夷则,律中夷则,4,律中夷,leishu_3gram,12891,0.674751,九,律呂,十八,,律本,《律厯志》：黃帝使伶倫自大夏之西，取嶰谷之竹，其竅厚薄，均者斷兩節，而吹之為黃鍾之宮，而制十二管，以聼鳯皇之鳴，其雄鳴為六，雌鳴亦六，以此黃鍾之宮，而皆可生之，是為律本。注云：大夏西戎國也。嶰谷，谷名也。竅，孔也。取竹孔與肉薄厚均者，截以為管也。,《律厯志》：黃帝使伶倫自大夏之西，取嶰谷之竹，其竅厚薄，均者斷兩節，而吹之為黃鍾之宮，而制十二管，以聼鳯皇之鳴，其雄鳴為六，雌鳴亦六，以此黃鍾之宮，而皆可生之，是為律本。注云：大夏西戎國也。嶰谷，谷名也。竅，孔也。取竹孔與肉薄厚均者，截以為管也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
28,poem_from_line,257,258,14,上官昭容,上官昭容,游长宁公主流杯池二十五首,Ethan-do0707/tang_poetry,111,7,山中有逸人,山中有逸人,5,山中有,leishu_3gram,9702,0.761181,七,隠逸,十四,,逸人,,,,weighted_channels_untyped_fallback,1
29,poem_from_line,274,275,27,李昪,李昪,咏灯,Ethan-do0707/tang_poetry,3,7,敢向尊前不尽心,敢向尊前不尽心,7,尊前不,leishu_3gram,16738,0.753902,十二,同官,三十三,,敢不心盡,,,,weighted_channels_untyped_fallback,1
30,poem_from_line,282,283,29,李煜,李煜,渡中江望石城泣下,Ethan-do0707/tang_poetry,6,7,兄弟四人三百口,兄弟四人三百口,7,兄弟四,leishu_3gram,8305,0.662644,六,兄弟,二十二,,兄及弟矣,式相好矣！無相猶矣！,式相好矣！無相猶矣！,解释文意,weighted_channels,0
31,poem_from_line,283,284,29,李煜,李煜,挽辞,Ethan-do0707/tang_poetry,12,5,秾丽今何在,秾丽今何在,5,今何在,leishu_3gram,34758,0.649523,二十九,魚,八十,網,麗罶,《詩》曰：魚麗于罶鱨鯊。,《詩》曰：魚麗于罶鱨鯊。,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
32,poem_from_line,295,296,31,李从谦,李从谦,观棋,Ethan-do0707/tang_poetry,3,5,争先各有心,争先各有心,5,各有心,leishu_3gram,32132,0.771918,二十八,爭,十五,,爭心,叔向曰：「先王之議事，以制不為刑辟，懼有爭心。,叔向曰：「先王之議事，以制不為刑辟，懼有爭心。,出处原文,weighted_channels,1
33,poem_from_line,296,297,32,李建,李建,赠别唐太师道袭,Ethan-do0707/tang_poetry,4,7,今朝荣贵慰我心,今朝荣贵慰我心,7,慰我心,leishu_3gram,19260,0.6004,十四,賞車服,十三,,誇榮所賜。,桓榮春卿為太子少傅賜以輜車乗馬榮大㑹諸生陳其車馬印綬曰今日所蒙稽古之力可不勉乎,桓榮春卿為太子少傅賜以輜車乗馬榮大㑹諸生陳其車馬印綬曰今日所蒙稽古之力可不勉乎,解释文意,weighted_channels,0
34,poem_from_line,305,306,34,钱镠,钱镠,句,Ethan-do0707/tang_poetry,2,5,黄河信有澄清日,黄河信有澄清日,7,有澄清,leishu_3gram,2955,0.638373,二,河,四十,,一清,黃河千年一清，而聖人生。,黃河千年一清，而聖人生。,出处原文,weighted_channels,0
35,poem_from_line,319,320,38,徐氏,徐氏,游丈人观谒先帝御容,Ethan-do0707/tang_poetry,6,5,九疑山水远,九疑山水远,5,九疑山,leishu_3gram,2390,0.725143,二,九疑山,十九,,九山相似,《湘中記》曰：「九疑山在營道縣北，九山相似，行者疑惑，故名之曰九疑山。」,《湘中記》曰：「九疑山在營道縣北，九山相似，行者疑惑，故名之曰九疑山。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
36,poem_from_line,321,322,38,徐氏,徐氏,和题丹景山至德寺,Ethan-do0707/tang_poetry,5,7,内人皆在讲筵中,内人皆在讲筵中,7,人皆在,leishu_3gram,20591,0.709999,十五,持重,三十九,,帷中講論。,張奐為匈奴中郎將烏桓叛，燒度遼將軍門。煙火相望，奐坐帷中，與弟子講論若無事。稍安，陰使斬渠帥，諸胡悉降。,張奐為匈奴中郎將烏桓叛，燒度遼將軍門。煙火相望，奐坐帷中，與弟子講論若無事。稍安，陰使斬渠帥，諸胡悉降。,解释文意,weighted_channels,0
37,poem_from_line,334,335,39,佚名,佚名,郊庙歌辞。武后大享昊天乐章,Ethan-do0707/tang_poetry,48,5,樽浮九酝,樽浮九酝,4,樽浮九,leishu_3gram,9427,0.714578,七,貴,十,,東閣迎賓,樽浮九醖,樽浮九醖,补足下文,headword_note_combined,0
38,poem_from_line,350,351,39,佚名,佚名,明皇祀圜丘乐章。寿和,Ethan-do0707/tang_poetry,3,5,奄有四方,奄有四方,4,有四方,leishu_3gram,26238,0.730932,二十一,司寇,十三,,詰四方,《周禮．大司寇》：之職，掌邦之三典，以佐王制邦國，詰四方典法也。,《周禮．大司寇》：之職，掌邦之三典，以佐王制邦國，詰四方典法也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
39,poem_from_line,352,353,39,佚名,佚名,明皇祀圜丘乐章。舒和,Ethan-do0707/tang_poetry,6,5,祀事孔明,祀事孔明,4,祀事孔,leishu_3gram,24921,0.972149,二十,祭祀,一,,祀事孔明,,,,weighted_channels_untyped_fallback,2
40,poem_from_line,359,360,39,佚名,佚名,封泰山乐章。雍和,Ethan-do0707/tang_poetry,4,5,钟鼓管磬,钟鼓管磬,4,鼓管磬,leishu_3gram,23533,0.707721,十八,磬,二十二,,洞陰之磬,磬名也。見《漢武內傳》。,磬名也。見《漢武內傳》。,出处典籍；解释文意,weighted_channels_with_book_title_stats,0
41,poem_from_line,360,361,39,佚名,佚名,封泰山乐章。寿和,Ethan-do0707/tang_poetry,7,5,孝天下臣,孝天下臣,4,孝天下,leishu_3gram,10703,0.83514,八 （凡七十九門 內二十六門附）,天子孝,十,,孝理天下,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,解释文意,weighted_channels,1
42,poem_from_line,363,364,39,佚名,佚名,封泰山乐章。凯安,Ethan-do0707/tang_poetry,4,5,戢兵天下安,戢兵天下安,5,天下安,leishu_3gram,9678,0.654963,七,志節,十三,,埽天下之心,《後漢》：陳蕃仲舉室有糞不除，薛勤曰：「孺子何不埽洒。」荅曰：「丈夫當埽天下，安能事一室乎？勤曰大奇哉。」,《後漢》：陳蕃仲舉室有糞不除，薛勤曰：「孺子何不埽洒。」荅曰：「丈夫當埽天下，安能事一室乎？勤曰大奇哉。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
43,poem_from_line,370,371,39,佚名,佚名,明堂乐章。舒和,Ethan-do0707/tang_poetry,2,7,偃武修文九围泰,偃武修文九围泰,7,偃武修,leishu_3gram,30116,0.630234,二十六,文教,一,,武王克商乃偃武修文,,,,weighted_channels_untyped_fallback,0
44,poem_from_line,372,373,39,佚名,佚名,武后明堂乐章。皇帝行,Ethan-do0707/tang_poetry,7,5,永戢干戈,永戢干戈,4,戢干戈,leishu_3gram,21843,0.753152,十六,戈殳矛戟,二十五,,載戢干戈,,,,weighted_channels_untyped_fallback,1
45,poem_from_line,380,381,39,佚名,佚名,武后明堂乐章。商音,Ethan-do0707/tang_poetry,0,5,律中夷则,律中夷则,4,律中夷,leishu_3gram,12891,0.674751,九,律呂,十八,,律本,《律厯志》：黃帝使伶倫自大夏之西，取嶰谷之竹，其竅厚薄，均者斷兩節，而吹之為黃鍾之宮，而制十二管，以聼鳯皇之鳴，其雄鳴為六，雌鳴亦六，以此黃鍾之宮，而皆可生之，是為律本。注云：大夏西戎國也。嶰谷，谷名也。竅，孔也。取竹孔與肉薄厚均者，截以為管也。,《律厯志》：黃帝使伶倫自大夏之西，取嶰谷之竹，其竅厚薄，均者斷兩節，而吹之為黃鍾之宮，而制十二管，以聼鳯皇之鳴，其雄鳴為六，雌鳴亦六，以此黃鍾之宮，而皆可生之，是為律本。注云：大夏西戎國也。嶰谷，谷名也。竅，孔也。取竹孔與肉薄厚均者，截以為管也。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,0
46,poem_from_line,391,392,39,佚名,佚名,郊庙歌辞。五郊乐章。青帝角音,Ethan-do0707/tang_poetry,7,5,蒸人乃粒,蒸人乃粒,4,蒸人乃,leishu_3gram,15985,0.617682,十一,諫諍,三十六,諌父母,孜孜,蒸蒸。,蒸蒸。,对仗,parallel_note_focused,0
47,poem_from_line,406,407,39,佚名,佚名,郊庙歌辞。五郊乐章。舒和,Ethan-do0707/tang_poetry,1,7,朱干玉鏚始分行,朱干玉鏚始分行,7,朱干玉,leishu_3gram,17783,0.64255,十三,察獄,七,,分縑,風俗通曰有一人持一疋絹到市賣遇雨而帔覆後一人求庇䕃授一頭雨霽當別因爭之是我縑太守薛宣呼騎吏斷各與半使追聽之後人曰君恩縑主稱寃不已宣知其狀拷問乃服也,風俗通曰有一人持一疋絹到市賣遇雨而帔覆後一人求庇䕃授一頭雨霽當別因爭之是我縑太守薛宣呼騎吏斷各與半使追聽之後人曰君恩縑主稱寃不已宣知其狀拷問乃服也,解释文意,weighted_channels,0
48,poem_from_line,425,426,39,佚名,佚名,郊庙歌辞。祀九宫贵神乐章。太和,Ethan-do0707/tang_poetry,25,5,明星煌煌,明星煌煌,4,明星煌,leishu_3gram,404,0.714304,一,星,五,,明星煌煌,晢晢。,晢晢。,补足下文,headword_note_combined,0
49,poem_from_line,426,427,39,佚名,佚名,郊庙歌辞。祀九宫贵神乐章。肃和,Ethan-do0707/tang_poetry,3,5,穆穆皇皇,穆穆皇皇,4,穆穆皇,leishu_3gram,12355,0.822856,九,言語,一,,穆穆皇皇,言語之美。,言語之美。,解释文意,weighted_channels,1
50,poem_from_line,431,432,39,佚名,佚名,郊庙歌辞。祀九宫贵神乐章。凯安,Ethan-do0707/tang_poetry,1,7,八音克谐六变新,八音克谐六变新,7,八音克,leishu_3gram,22849,0.679671,十八,樂,一,感人,六變,變奏也。,變奏也。,解释文意,weighted_channels,0
51,poem_from_line,440,441,40,包佶,包佶,郊庙歌辞。祀雨师乐章。奠币登歌,Ethan-do0707/tang_poetry,2,5,作解之功,作解之功,4,作解之,leishu_3gram,19360,0.691479,十四,功,二十七,,治功曰力,制法成治，若臯陶也,制法成治，若臯陶也,解释文意,weighted_channels,0
52,poem_from_line,448,449,39,佚名,佚名,郊庙歌辞。祭方丘乐章。舒和,Ethan-do0707/tang_poetry,2,7,一德惟宁两仪泰,一德惟宁两仪泰,7,一德惟,leishu_3gram,11323,0.622906,八 （凡七十九門 內二十六門附）,德,二十七,,咸有一德，惟有慙德,,,,weighted_channels_untyped_fallback,0
53,poem_from_line,465,466,39,佚名,佚名,郊庙歌辞。祭方丘乐章。金奏,Ethan-do0707/tang_poetry,6,5,于何不载,于何不载,4,于何不,leishu_3gram,114,0.688588,一,地,二,,持載,無不持載。,無不持載。,出处原文,weighted_channels,0
54,poem_from_line,471,472,45,王晙,王晙,郊庙歌辞。祭汾阴乐章。太和,Ethan-do0707/tang_poetry,7,5,降福穰穰,降福穰穰,4,降福穰,leishu_3gram,31281,0.97074,二十七,禍福,三,,降福穰穰,,,,weighted_channels_untyped_fallback,1
55,poem_from_line,472,473,46,崔玄童,崔玄童,郊庙歌辞。祭汾阴乐章。肃和,Ethan-do0707/tang_poetry,5,5,明德惟聪,明德惟聪,4,明德惟,leishu_3gram,11371,0.837281,八 （凡七十九門 內二十六門附）,德,二十七,,德明惟明,,,,weighted_channels_untyped_fallback,1
56,poem_from_line,481,482,39,佚名,佚名,郊庙歌辞。禅社首乐章。雍和,Ethan-do0707/tang_poetry,6,5,惟德惟馨,惟德惟馨,4,德惟馨,leishu_3gram,11332,0.91163,八 （凡七十九門 內二十六門附）,德,二十七,,明德惟馨,,,,weighted_channels_untyped_fallback,1
57,poem_from_line,482,483,39,佚名,佚名,郊庙歌辞。禅社首乐章。寿和,Ethan-do0707/tang_poetry,2,5,乐盈而反,乐盈而反,4,盈而反,leishu_3gram,22906,0.711784,十八,制樂,二,,樂盈而反，以反為文。,文，美也。反自抑止也。,文，美也。反自抑止也。,解释文意,weighted_channels,0
58,poem_from_line,483,484,39,佚名,佚名,郊庙歌辞。禅社首乐章。福和,Ethan-do0707/tang_poetry,0,5,穆穆天子,穆穆天子,4,穆天子,leishu_3gram,12355,0.681895,九,言語,一,,穆穆皇皇,言語之美。,言語之美。,解释文意,weighted_channels,0
59,poem_from_line,498,499,39,佚名,佚名,郊庙歌辞。蜡百神乐章。舒和,Ethan-do0707/tang_poetry,1,7,削平方域武功成,削平方域武功成,7,武功成,leishu_3gram,21492,0.577105,十六,和戎,十一,,武詔求可使絕域者,,,,weighted_channels_untyped_fallback,0
60,poem_from_line,501,502,39,佚名,佚名,郊庙歌辞。享先农乐章。咸和,Ethan-do0707/tang_poetry,6,5,式崇明祀,式崇明祀,4,崇明祀,leishu_3gram,24957,0.741959,二十,祭祀,一,,祭祀之式,《周禮．太宰》：以九式均節財用。一曰：祭祀之式，謂財用之節度。,《周禮．太宰》：以九式均節財用。一曰：祭祀之式，謂財用之節度。,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,1
61,poem_from_line,514,515,39,佚名,佚名,郊庙歌辞。释奠文宣王乐章。雍和,Ethan-do0707/tang_poetry,6,5,明德惟馨,明德惟馨,4,明德惟,leishu_3gram,11332,0.96043,八 （凡七十九門 內二十六門附）,德,二十七,,明德惟馨,,,,weighted_channels_untyped_fallback,1
62,poem_from_line,518,519,39,佚名,佚名,郊庙歌辞。释奠武成王乐章。迎神,Ethan-do0707/tang_poetry,9,5,感而遂通,感而遂通,4,感而遂,leishu_3gram,31247,0.9508,二十七,鬼神,一,,感而遂通,,,,weighted_channels_untyped_fallback,1
63,poem_from_line,531,532,59,姜晞,姜晞,郊庙歌辞。享龙池乐章。第九章,Ethan-do0707/tang_poetry,7,7,正同河变一千年,正同河变一千年,7,一千年,leishu_3gram,3008,0.635186,二,河,四十,祥瑞,見一清於千年,《運命論》曰：「黃河清，聖人出。」《拾遺記》曰：「河千年一清，聖王之大瑞。」,《運命論》曰：「黃河清，聖人出。」《拾遺記》曰：「河千年一清，聖王之大瑞。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
64,poem_from_line,532,533,60,裴璀,裴璀,郊庙歌辞。享龙池乐章。第十章,Ethan-do0707/tang_poetry,7,7,悬知此地是神仙,悬知此地是神仙,7,此地是,leishu_3gram,2391,0.67691,二,九疑山,十九,,仙,《名山略記》曰：「九疑山，漢末有張禮正，魏時有治明期，南游九疑，禮正服黃精，明期服澤瀉柏實，後俱遇西城，君受虹景方兼以守一，遂內洞徹東華，遣迎乘雲上升天。」,《名山略記》曰：「九疑山，漢末有張禮正，魏時有治明期，南游九疑，禮正服黃精，明期服澤瀉柏實，後俱遇西城，君受虹景方兼以守一，遂內洞徹東華，遣迎乘雲上升天。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,0
65,poem_from_line,533,534,39,佚名,佚名,郊庙歌辞。享太庙乐章。永和,Ethan-do0707/tang_poetry,6,5,是用孝享,是用孝享,4,是用孝,leishu_3gram,25012,0.782102,二十,蒸嘗,二,,吉蠲為饎，是用孝享,,,,weighted_channels_untyped_fallback,1
66,poem_from_line,535,536,39,佚名,佚名,郊庙歌辞。享太庙乐章。雍和,Ethan-do0707/tang_poetry,3,5,礼以昭事,礼以昭事,4,以昭事,leishu_3gram,21973,0.774365,十七,禮,一,,禮以防人,,,,weighted_channels_untyped_fallback,1
67,poem_from_line,536,537,39,佚名,佚名,郊庙歌辞。享太庙乐章。长发舞,Ethan-do0707/tang_poetry,5,5,就日重光,就日重光,4,日重光,leishu_3gram,278,0.779794,一,日,三,慶瑞,重光,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,崔豹《古今注》曰：「漢明帝作太子樂，八歌四章，以贊太子，一曰日重光。」,出处典籍；出处原文,weighted_channels_with_book_title_stats,1
68,poem_from_line,538,539,39,佚名,佚名,郊庙歌辞。享太庙乐章。大成舞,Ethan-do0707/tang_poetry,2,5,明明盛德,明明盛德,4,明盛德,leishu_3gram,11371,0.726092,八 （凡七十九門 內二十六門附）,德,二十七,,德明惟明,,,,weighted_channels_untyped_fallback,0
69,poem_from_line,541,542,39,佚名,佚名,郊庙歌辞。享太庙乐章。舒和,Ethan-do0707/tang_poetry,3,7,明德惟馨凤历昌,明德惟馨凤历昌,7,明德惟,leishu_3gram,11332,0.731735,八 （凡七十九門 內二十六門附）,德,二十七,,明德惟馨,,,,weighted_channels_untyped_fallback,0
70,poem_from_line,547,548,39,佚名,佚名,郊庙歌辞。享太庙乐章。景云舞,Ethan-do0707/tang_poetry,23,5,明德配天,明德配天,4,德配天,leishu_3gram,25213,0.79003,二十,郊天,十三,,明德動天,,,,weighted_channels_untyped_fallback,1
71,poem_from_line,563,564,39,佚名,佚名,郊庙歌辞。享太庙乐章。升和,Ethan-do0707/tang_poetry,6,5,夕惕若厉,夕惕若厉,4,夕惕若,leishu_3gram,12058,0.945914,八 （凡七十九門 內二十六門附）,慎,五十,,夕惕若厲,,,,weighted_channels_untyped_fallback,1
72,poem_from_line,577,578,39,佚名,佚名,郊庙歌辞。享太庙乐章。太和,Ethan-do0707/tang_poetry,3,5,在貌思恭,在貌思恭,4,貌思恭,leishu_3gram,11986,0.838006,八 （凡七十九門 內二十六門附）,恭敬,四十八,,事思敬,貌思恭。,貌思恭。,对仗,parallel_note_focused,1
73,poem_from_line,578,579,39,佚名,佚名,郊庙歌辞。享太庙乐章。肃和,Ethan-do0707/tang_poetry,0,5,天子享孝,天子享孝,4,天子享,leishu_3gram,10703,0.748509,八 （凡七十九門 內二十六門附）,天子孝,十,,孝理天下,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,先王之以孝治天下也。故得萬國之歡心，是以天下和平，災害不生。,解释文意,weighted_channels,1
