作者规范,作者,total_poem_count,total_line_count,matched_poem_count,candidate_line_count,candidate_line_rate,line_high_poem_count,line_high_poem_rate,poem_high_count,poem_high_rate,line_high_count,line_high_rate,line_high_within_candidate_rate,poem_best_mean,poem_best_median,poem_best_max,line_best_mean,line_best_median,line_best_max,poet_id_count,poem_high_within_matched_rate
郑鏦,郑鏦,4,32,1,1,0.03125,0,0.0,0,0.0,0,0.0,0.0,0.727711,0.727711,0.727711,0.727711,0.727711,0.727711,1.0,0.0
张嗣初,张嗣初,2,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.726735,0.726735,0.726735,0.726735,0.726735,0.726735,1.0,0.0
张良璞,张良璞,1,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.726469,0.726469,0.726469,0.726469,0.726469,0.726469,1.0,0.0
白敏中,白敏中,3,22,1,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,0.0,0.726122,0.726122,0.726122,0.726122,0.726122,0.726122,1.0,0.0
严武,严武,6,64,1,1,0.015625,0,0.0,0,0.0,0,0.0,0.0,0.724836,0.724836,0.724836,0.724836,0.724836,0.724836,1.0,0.0
严识玄,严识玄,2,16,2,2,0.125,0,0.0,0,0.0,0,0.0,0.0,0.724836,0.724836,0.724836,0.724836,0.724836,0.724836,1.0,0.0
赵氏,赵氏1,6,68,1,1,0.014705882352941176,0,0.0,0,0.0,0,0.0,0.0,0.724792,0.724792,0.724792,0.724792,0.724792,0.724792,1.0,0.0
朱景玄,朱景玄,16,89,1,1,0.011235955056179775,0,0.0,0,0.0,0,0.0,0.0,0.72477,0.72477,0.72477,0.72477,0.72477,0.72477,1.0,0.0
李嶷,李嶷,5,60,2,2,0.03333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.72389,0.72389,0.72389,0.72389,0.72389,0.72389,1.0,0.0
韩湘,韩湘,2,18,1,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0.0,0.723447,0.723447,0.723447,0.723447,0.723447,0.723447,1.0,0.0
湛贲,湛贲,3,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.722665,0.722665,0.722665,0.722665,0.722665,0.722665,1.0,0.0
戴司颜,戴司颜,3,18,1,2,0.1111111111111111,0,0.0,0,0.0,0,0.0,0.0,0.737195,0.737195,0.737195,0.7211225,0.7211225,0.737195,1.0,0.0
伍彬,伍彬,2,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.720676,0.720676,0.720676,0.720676,0.720676,0.720676,1.0,0.0
孔颙,孔颙,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.720348,0.720348,0.720348,0.720348,0.720348,0.720348,1.0,0.0
可止,可止,10,82,1,1,0.012195121951219513,0,0.0,0,0.0,0,0.0,0.0,0.720146,0.720146,0.720146,0.720146,0.720146,0.720146,1.0,0.0
刘子玄,刘子玄,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.720058,0.720058,0.720058,0.720058,0.720058,0.720058,1.0,0.0
刘知几,刘知几,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.720058,0.720058,0.720058,0.720058,0.720058,0.720058,1.0,0.0
陆敬,陆敬,4,64,1,1,0.015625,0,0.0,0,0.0,0,0.0,0.0,0.71774,0.71774,0.71774,0.71774,0.71774,0.71774,1.0,0.0
徐氏,徐氏,16,120,2,2,0.016666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.717571,0.717571,0.725143,0.717571,0.717571,0.725143,1.0,0.0
郭仁表,郭仁表,1,5,1,2,0.4,0,0.0,0,0.0,0,0.0,0.0,0.720788,0.720788,0.720788,0.716745,0.716745,0.720788,1.0,0.0
郑符,郑符,1,3,1,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.715804,0.715804,0.715804,0.715804,0.715804,0.715804,1.0,0.0
裴守真,裴守真,1,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.714182,0.714182,0.714182,0.714182,0.714182,0.714182,1.0,0.0
沈千运,沈千运,5,78,2,2,0.02564102564102564,0,0.0,0,0.0,0,0.0,0.0,0.7141555,0.7141555,0.732723,0.7141555,0.7141555,0.732723,1.0,0.0
丁泽,丁泽,3,36,2,3,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.720927,0.720927,0.730137,0.71394867,0.711717,0.730137,1.0,0.0
裴皞,裴皞,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.713459,0.713459,0.713459,0.713459,0.713459,0.713459,1.0,0.0
李续,李续,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.71095,0.71095,0.71095,0.71095,0.71095,0.71095,1.0,0.0
宋昱,宋昱,3,48,1,1,0.020833333333333332,0,0.0,0,0.0,0,0.0,0.0,0.710326,0.710326,0.710326,0.710326,0.710326,0.710326,1.0,0.0
贺朝,贺朝,7,86,2,2,0.023255813953488372,0,0.0,0,0.0,0,0.0,0.0,0.7095335,0.7095335,0.730445,0.7095335,0.7095335,0.730445,1.0,0.0
范传质,范传质,1,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.709161,0.709161,0.709161,0.709161,0.709161,0.709161,1.0,0.0
羊昭业,羊昭业,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.708442,0.708442,0.708442,0.708442,0.708442,0.708442,1.0,0.0
魏知古,魏知古,4,46,2,2,0.043478260869565216,0,0.0,0,0.0,0,0.0,0.0,0.707924,0.707924,0.71807,0.707924,0.707924,0.71807,1.0,0.0
罗珦,罗珦,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.707514,0.707514,0.707514,0.707514,0.707514,0.707514,1.0,0.0
卢文纪,卢文纪,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.706309,0.706309,0.706309,0.706309,0.706309,0.706309,1.0,0.0
刘戬,刘戬,1,14,1,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0.0,0.706161,0.706161,0.706161,0.706161,0.706161,0.706161,1.0,0.0
赵徵明,赵徵明,3,32,2,2,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.70577455,0.70577455,0.711529,0.70577455,0.70577455,0.711529,1.0,0.0
杨达,杨达,2,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.705357,0.705357,0.705357,0.705357,0.705357,0.705357,1.0,0.0
成辅端,成辅端,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.705243,0.705243,0.705243,0.705243,0.705243,0.705243,1.0,0.0
龙女,龙女,3,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.704485,0.704485,0.704485,0.704485,0.704485,0.704485,1.0,0.0
唐尧客,唐尧客,1,32,1,2,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.717028,0.717028,0.717028,0.70444,0.70444,0.717028,1.0,0.0
李缜,李缜,1,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.703986,0.703986,0.703986,0.703986,0.703986,0.703986,1.0,0.0
李林甫,李林甫,3,36,1,1,0.027777777777777776,0,0.0,0,0.0,0,0.0,0.0,0.703866,0.703866,0.703866,0.703866,0.703866,0.703866,1.0,0.0
长孙铸,长孙铸,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.703589,0.703589,0.703589,0.703589,0.703589,0.703589,1.0,0.0
许昼,许昼,2,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.703553,0.703553,0.703553,0.703553,0.703553,0.703553,1.0,0.0
黄损,黄损,5,50,1,1,0.02,0,0.0,0,0.0,0,0.0,0.0,0.703331,0.703331,0.703331,0.703331,0.703331,0.703331,1.0,0.0
蒋涣,蒋涣,4,40,1,1,0.025,0,0.0,0,0.0,0,0.0,0.0,0.702969,0.702969,0.702969,0.702969,0.702969,0.702969,1.0,0.0
田娥,田娥,6,32,1,1,0.03125,0,0.0,0,0.0,0,0.0,0.0,0.7026,0.7026,0.7026,0.7026,0.7026,0.7026,1.0,0.0
林披,林披,1,6,1,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.702404,0.702404,0.702404,0.702404,0.702404,0.702404,1.0,0.0
玄宝,玄宝,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.702342,0.702342,0.702342,0.702342,0.702342,0.702342,1.0,0.0
蔡希寂,蔡希寂,5,54,2,2,0.037037037037037035,0,0.0,0,0.0,0,0.0,0.0,0.701733,0.701733,0.738925,0.701733,0.701733,0.738925,1.0,0.0
李胄,李胄,1,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.701687,0.701687,0.701687,0.701687,0.701687,0.701687,1.0,0.0
冯涓,冯涓,3,16,2,3,0.1875,0,0.0,0,0.0,0,0.0,0.0,0.710672,0.710672,0.739041,0.701488,0.68312,0.739041,1.0,0.0
李幼卿,李幼卿,2,32,1,1,0.03125,0,0.0,0,0.0,0,0.0,0.0,0.701168,0.701168,0.701168,0.701168,0.701168,0.701168,1.0,0.0
卢注,卢注,2,24,1,3,0.125,0,0.0,0,0.0,0,0.0,0.0,0.731008,0.731008,0.731008,0.69963,0.710198,0.731008,1.0,0.0
刘皂,刘皂,3,20,1,1,0.05,0,0.0,0,0.0,0,0.0,0.0,0.699449,0.699449,0.699449,0.699449,0.699449,0.699449,1.0,0.0
张嘉贞,张嘉贞,4,51,1,1,0.0196078431372549,0,0.0,0,0.0,0,0.0,0.0,0.699141,0.699141,0.699141,0.699141,0.699141,0.699141,1.0,0.0
韦嗣立,韦嗣立,7,120,2,2,0.016666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.69764,0.69764,0.726418,0.69764,0.69764,0.726418,1.0,0.0
管雄甫,管雄甫,1,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.697535,0.697535,0.697535,0.697535,0.697535,0.697535,1.0,0.0
虎丘石壁鬼,虎丘石壁鬼,2,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.697357,0.697357,0.697357,0.697357,0.697357,0.697357,1.0,0.0
贺遂亮,贺遂亮,1,12,1,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.706767,0.706767,0.706767,0.697295,0.697295,0.706767,1.0,0.0
晁采,晁采,5,96,1,3,0.03125,0,0.0,0,0.0,0,0.0,0.0,0.732555,0.732555,0.732555,0.6972527,0.71493,0.732555,1.0,0.0
韦抗,韦抗,1,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.696175,0.696175,0.696175,0.696175,0.696175,0.696175,1.0,0.0
王铎,王铎,4,30,2,2,0.06666666666666667,0,0.0,0,0.0,0,0.0,0.0,0.6959815,0.6959815,0.737625,0.6959815,0.6959815,0.737625,1.0,0.0
杨浚,杨浚,3,40,1,1,0.025,0,0.0,0,0.0,0,0.0,0.0,0.695535,0.695535,0.695535,0.695535,0.695535,0.695535,1.0,0.0
无名鬼,无名鬼,2,10,1,3,0.3,0,0.0,0,0.0,0,0.0,0.0,0.740155,0.740155,0.740155,0.6951527,0.694326,0.740155,1.0,0.0
薛令之,薛令之,2,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.694461,0.694461,0.694461,0.694461,0.694461,0.694461,1.0,0.0
刘昚虚,刘昚虚,17,186,3,3,0.016129032258064516,0,0.0,0,0.0,0,0.0,0.0,0.6944544,0.705917,0.716881,0.6944544,0.705917,0.716881,1.0,0.0
李太玄,李太玄,2,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.69389,0.69389,0.69389,0.69389,0.69389,0.69389,1.0,0.0
海顺,海顺,1,48,1,2,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.724979,0.724979,0.724979,0.693817,0.693817,0.724979,1.0,0.0
窦群,窦群,23,164,1,1,0.006097560975609756,0,0.0,0,0.0,0,0.0,0.0,0.693106,0.693106,0.693106,0.693106,0.693106,0.693106,1.0,0.0
长孙佐辅,长孙佐辅,22,320,1,1,0.003125,0,0.0,0,0.0,0,0.0,0.0,0.692411,0.692411,0.692411,0.692411,0.692411,0.692411,1.0,0.0
杨损,杨损,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.692372,0.692372,0.692372,0.692372,0.692372,0.692372,1.0,0.0
沈徽,沈徽,1,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.692096,0.692096,0.692096,0.692096,0.692096,0.692096,1.0,0.0
刘长川,刘长川,2,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.692045,0.692045,0.692045,0.692045,0.692045,0.692045,1.0,0.0
萧祜,萧祜,2,63,1,1,0.015873015873015872,0,0.0,0,0.0,0,0.0,0.0,0.691948,0.691948,0.691948,0.691948,0.691948,0.691948,1.0,0.0
修睦,修睦,27,208,3,3,0.014423076923076924,0,0.0,0,0.0,0,0.0,0.0,0.6910247,0.698027,0.718339,0.6910247,0.698027,0.718339,1.0,0.0
詹敦仁,詹敦仁,6,74,1,2,0.02702702702702703,0,0.0,0,0.0,0,0.0,0.0,0.700311,0.700311,0.700311,0.69068,0.69068,0.700311,1.0,0.0
李收,李收,2,12,2,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.6903035,0.6903035,0.692242,0.6903035,0.6903035,0.692242,1.0,0.0
知玄,知玄,3,20,1,1,0.05,0,0.0,0,0.0,0,0.0,0.0,0.689779,0.689779,0.689779,0.689779,0.689779,0.689779,1.0,0.0
张建封,张建封,2,50,2,2,0.04,0,0.0,0,0.0,0,0.0,0.0,0.689551,0.689551,0.717418,0.689551,0.689551,0.717418,1.0,0.0
韦道逊,韦道逊,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.689238,0.689238,0.689238,0.689238,0.689238,0.689238,1.0,0.0
令狐楚,令狐楚,8,92,2,2,0.021739130434782608,0,0.0,0,0.0,0,0.0,0.0,0.68904305,0.68904305,0.721975,0.68904305,0.68904305,0.721975,1.0,0.0
袁高,袁高,1,40,1,2,0.05,0,0.0,0,0.0,0,0.0,0.0,0.729273,0.729273,0.729273,0.688895,0.688895,0.729273,1.0,0.0
贺朝清,贺朝清,2,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.688622,0.688622,0.688622,0.688622,0.688622,0.688622,1.0,0.0
朱昼,朱昼,3,34,1,2,0.058823529411764705,0,0.0,0,0.0,0,0.0,0.0,0.72783,0.72783,0.72783,0.68859,0.68859,0.72783,1.0,0.0
郑愚,郑愚,4,18,1,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0.0,0.68817,0.68817,0.68817,0.68817,0.68817,0.68817,1.0,0.0
任彦思家鬼,任彦思家鬼,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.687986,0.687986,0.687986,0.687986,0.687986,0.687986,1.0,0.0
梁震,梁震,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.687094,0.687094,0.687094,0.687094,0.687094,0.687094,1.0,0.0
沈东美,沈东美,1,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.687034,0.687034,0.687034,0.687034,0.687034,0.687034,1.0,0.0
郑锡,郑锡,11,88,1,1,0.011363636363636364,0,0.0,0,0.0,0,0.0,0.0,0.686749,0.686749,0.686749,0.686749,0.686749,0.686749,1.0,0.0
潘咸,潘咸,7,46,1,1,0.021739130434782608,0,0.0,0,0.0,0,0.0,0.0,0.686611,0.686611,0.686611,0.686611,0.686611,0.686611,1.0,0.0
张子容,张子容,18,186,2,2,0.010752688172043012,0,0.0,0,0.0,0,0.0,0.0,0.686547,0.686547,0.732901,0.686547,0.686547,0.732901,1.0,0.0
颜真卿,颜真卿,30,399,5,5,0.012531328320802004,0,0.0,0,0.0,0,0.0,0.0,0.686096,0.678878,0.740637,0.686096,0.678878,0.740637,1.0,0.0
杨希道,杨希道,4,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.686056,0.686056,0.686056,0.686056,0.686056,0.686056,1.0,0.0
刘义,刘义,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.685975,0.685975,0.685975,0.685975,0.685975,0.685975,1.0,0.0
武平一,武平一,16,168,1,1,0.005952380952380952,0,0.0,0,0.0,0,0.0,0.0,0.685913,0.685913,0.685913,0.685913,0.685913,0.685913,1.0,0.0
尹鹗,尹鹗,12,146,1,1,0.00684931506849315,0,0.0,0,0.0,0,0.0,0.0,0.685753,0.685753,0.685753,0.685753,0.685753,0.685753,1.0,0.0
杨谏,杨谏,2,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.685497,0.685497,0.685497,0.685497,0.685497,0.685497,1.0,0.0
富嘉谟,富嘉谟,1,20,1,1,0.05,0,0.0,0,0.0,0,0.0,0.0,0.685373,0.685373,0.685373,0.685373,0.685373,0.685373,1.0,0.0
崔璞,崔璞,2,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.685354,0.685354,0.685354,0.685354,0.685354,0.685354,1.0,0.0
徐坚,徐坚,11,114,3,3,0.02631578947368421,0,0.0,0,0.0,0,0.0,0.0,0.68521434,0.72501,0.732064,0.68521434,0.72501,0.732064,1.0,0.0
义净,义净,6,94,1,2,0.02127659574468085,0,0.0,0,0.0,0,0.0,0.0,0.726518,0.726518,0.726518,0.6851495,0.6851495,0.726518,1.0,0.0
京兆韦氏子,京兆韦氏子,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.685144,0.685144,0.685144,0.685144,0.685144,0.685144,1.0,0.0
韦处厚,韦处厚,12,48,1,1,0.020833333333333332,0,0.0,0,0.0,0,0.0,0.0,0.684028,0.684028,0.684028,0.684028,0.684028,0.684028,1.0,0.0
任氏,任氏,1,14,1,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0.0,0.68373,0.68373,0.68373,0.68373,0.68373,0.68373,1.0,0.0
李远,李远,36,260,1,1,0.0038461538461538464,0,0.0,0,0.0,0,0.0,0.0,0.683636,0.683636,0.683636,0.683636,0.683636,0.683636,1.0,0.0
湘中女子,湘中女子,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.683467,0.683467,0.683467,0.683467,0.683467,0.683467,1.0,0.0
湘驿女子,湘驿女子,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.683467,0.683467,0.683467,0.683467,0.683467,0.683467,1.0,0.0
虞世南,虞世南,38,508,8,12,0.023622047244094488,0,0.0,0,0.0,0,0.0,0.0,0.6820289,0.6822335,0.703266,0.6833687,0.68384945,0.703266,1.0,0.0
许彬,许彬,20,168,1,1,0.005952380952380952,0,0.0,0,0.0,0,0.0,0.0,0.682665,0.682665,0.682665,0.682665,0.682665,0.682665,1.0,0.0
张钦敬,张钦敬,1,12,1,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.703547,0.703547,0.703547,0.68220747,0.68220747,0.703547,1.0,0.0
李善夷,李善夷,2,19,1,3,0.15789473684210525,0,0.0,0,0.0,0,0.0,0.0,0.720468,0.720468,0.720468,0.68131065,0.679675,0.720468,1.0,0.0
沈如筠,沈如筠,4,25,2,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.6755965,0.6755965,0.706552,0.6801097,0.689136,0.706552,1.0,0.0
刘湾,刘湾,6,86,1,1,0.011627906976744186,0,0.0,0,0.0,0,0.0,0.0,0.679884,0.679884,0.679884,0.679884,0.679884,0.679884,1.0,0.0
蜀宫群仙,蜀宫群仙,6,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.679448,0.679448,0.679448,0.679448,0.679448,0.679448,1.0,0.0
陈凝,陈凝,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.679273,0.679273,0.679273,0.679273,0.679273,0.679273,1.0,0.0
可朋,可朋,6,51,2,2,0.0392156862745098,0,0.0,0,0.0,0,0.0,0.0,0.679132,0.679132,0.68031,0.679132,0.679132,0.68031,1.0,0.0
卢携,卢携,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.678853,0.678853,0.678853,0.678853,0.678853,0.678853,1.0,0.0
刘云,刘云,3,18,1,2,0.1111111111111111,0,0.0,0,0.0,0,0.0,0.0,0.683096,0.683096,0.683096,0.678791,0.678791,0.683096,1.0,0.0
刘氏云,刘氏云,2,14,1,2,0.14285714285714285,0,0.0,0,0.0,0,0.0,0.0,0.683096,0.683096,0.683096,0.678791,0.678791,0.683096,1.0,0.0
张贾,张贾,3,18,1,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0.0,0.678616,0.678616,0.678616,0.678616,0.678616,0.678616,1.0,0.0
破笛,破笛,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.678504,0.678504,0.678504,0.678504,0.678504,0.678504,1.0,0.0
郑良士,郑良士,3,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.678255,0.678255,0.678255,0.678255,0.678255,0.678255,1.0,0.0
释明解,释明解,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.678236,0.678236,0.678236,0.678236,0.678236,0.678236,1.0,0.0
张宣明,张宣明,2,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.678182,0.678182,0.678182,0.678182,0.678182,0.678182,1.0,0.0
喻坦之,喻坦之,18,168,1,1,0.005952380952380952,0,0.0,0,0.0,0,0.0,0.0,0.677954,0.677954,0.677954,0.677954,0.677954,0.677954,1.0,0.0
张幹,张幹,1,2,1,1,0.5,0,0.0,0,0.0,0,0.0,0.0,0.677941,0.677941,0.677941,0.677941,0.677941,0.677941,1.0,0.0
冯少吉,冯少吉,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.677816,0.677816,0.677816,0.677816,0.677816,0.677816,1.0,0.0
徐九皋,徐九皋,5,36,2,2,0.05555555555555555,0,0.0,0,0.0,0,0.0,0.0,0.6773915,0.6773915,0.691334,0.6773915,0.6773915,0.691334,1.0,0.0
崔安潜,崔安潜,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.677379,0.677379,0.677379,0.677379,0.677379,0.677379,1.0,0.0
陆希声,陆希声,21,96,2,2,0.020833333333333332,0,0.0,0,0.0,0,0.0,0.0,0.677101,0.677101,0.711464,0.677101,0.677101,0.711464,1.0,0.0
裴漼,裴漼,4,44,1,1,0.022727272727272728,0,0.0,0,0.0,0,0.0,0.0,0.67691,0.67691,0.67691,0.67691,0.67691,0.67691,1.0,0.0
裴璀,裴璀,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.67691,0.67691,0.67691,0.67691,0.67691,0.67691,1.0,0.0
谢偃,谢偃,3,60,1,1,0.016666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.676455,0.676455,0.676455,0.676455,0.676455,0.676455,1.0,0.0
吴武陵,吴武陵,2,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.676249,0.676249,0.676249,0.676249,0.676249,0.676249,1.0,0.0
孟彦深,孟彦深,1,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.676089,0.676089,0.676089,0.676089,0.676089,0.676089,1.0,0.0
许康佐,许康佐,2,24,2,2,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.6759225,0.6759225,0.726735,0.6759225,0.6759225,0.726735,1.0,0.0
李廓,李廓,11,236,3,3,0.012711864406779662,0,0.0,0,0.0,0,0.0,0.0,0.6756747,0.693572,0.693572,0.6756747,0.693572,0.693572,1.0,0.0
李泌,李泌,5,42,2,5,0.11904761904761904,0,0.0,0,0.0,0,0.0,0.0,0.6844495,0.6844495,0.71908,0.675615,0.677494,0.71908,1.0,0.0
杨廷玉,杨廷玉,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.675565,0.675565,0.675565,0.675565,0.675565,0.675565,1.0,0.0
薛存诚,薛存诚,12,144,2,2,0.013888888888888888,0,0.0,0,0.0,0,0.0,0.0,0.6751895,0.6751895,0.737505,0.6751895,0.6751895,0.737505,1.0,0.0
张潮,张潮,7,110,4,7,0.06363636363636363,0,0.0,0,0.0,0,0.0,0.0,0.67962426,0.6806,0.694534,0.6750317,0.681635,0.694534,1.0,0.0
罗炯,罗炯,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.675001,0.675001,0.675001,0.675001,0.675001,0.675001,1.0,0.0
酒肆布衣,酒肆布衣,2,12,1,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.674887,0.674887,0.674887,0.674887,0.674887,0.674887,1.0,0.0
张直,张直,1,22,1,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,0.0,0.674492,0.674492,0.674492,0.674492,0.674492,0.674492,1.0,0.0
归仁,归仁,6,48,2,2,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.6741935,0.6741935,0.706732,0.6741935,0.6741935,0.706732,1.0,0.0
九华山白衣,九华山白衣,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.674094,0.674094,0.674094,0.674094,0.674094,0.674094,1.0,0.0
华山老人,华山老人,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.674094,0.674094,0.674094,0.674094,0.674094,0.674094,1.0,0.0
房白,房白,1,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.67383,0.67383,0.67383,0.67383,0.67383,0.67383,1.0,0.0
王珪,王珪,2,38,2,5,0.13157894736842105,0,0.0,0,0.0,0,0.0,0.0,0.70587003,0.70587003,0.724193,0.673253,0.68089,0.724193,1.0,0.0
滕白,滕白,2,8,1,1,0.125,0,0.0,0,0.0,0,0.0,0.0,0.673133,0.673133,0.673133,0.673133,0.673133,0.673133,1.0,0.0
周弘亮,周弘亮,3,28,1,1,0.03571428571428571,0,0.0,0,0.0,0,0.0,0.0,0.673106,0.673106,0.673106,0.673106,0.673106,0.673106,1.0,0.0
李子昂,李子昂,1,16,1,1,0.0625,0,0.0,0,0.0,0,0.0,0.0,0.672879,0.672879,0.672879,0.672879,0.672879,0.672879,1.0,0.0
孙郃,孙郃,3,30,2,5,0.16666666666666666,0,0.0,0,0.0,0,0.0,0.0,0.703738,0.703738,0.731752,0.6718054,0.66752,0.731752,1.0,0.0
杨凌,杨凌,21,115,6,6,0.05217391304347826,0,0.0,0,0.0,0,0.0,0.0,0.67165035,0.695629,0.711393,0.67165035,0.695629,0.711393,1.0,0.0
灵澈,灵澈,18,152,5,5,0.03289473684210526,0,0.0,0,0.0,0,0.0,0.0,0.6713968,0.670657,0.711374,0.6713968,0.670657,0.711374,1.0,0.0
王毂,王毂,17,142,4,4,0.028169014084507043,0,0.0,0,0.0,0,0.0,0.0,0.67097276,0.668034,0.716924,0.67097276,0.668034,0.716924,1.0,0.0
杨凝,杨凝,39,240,2,2,0.008333333333333333,0,0.0,0,0.0,0,0.0,0.0,0.670942,0.670942,0.731809,0.670942,0.670942,0.731809,1.0,0.0
苏检妻,苏检妻,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.670922,0.670922,0.670922,0.670922,0.670922,0.670922,1.0,0.0
卢象,卢象,26,309,8,9,0.02912621359223301,0,0.0,0,0.0,0,0.0,0.0,0.6736767,0.6685035,0.732275,0.6708803,0.650737,0.732275,1.0,0.0
桃花夫人,桃花夫人,1,4,1,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0.670802,0.670802,0.670802,0.670802,0.670802,0.670802,1.0,0.0
郑启,郑启,2,24,1,1,0.041666666666666664,0,0.0,0,0.0,0,0.0,0.0,0.670009,0.670009,0.670009,0.670009,0.670009,0.670009,1.0,0.0
