作者规范,作者,total_poem_count,total_line_count,matched_poem_count,candidate_line_count,candidate_line_rate,line_high_poem_count,line_high_poem_rate,poem_high_count,poem_high_rate,line_high_count,line_high_rate,line_high_within_candidate_rate,poem_best_mean,poem_best_median,poem_best_max,line_best_mean,line_best_median,line_best_max,poet_id_count,poem_high_within_matched_rate
储光羲,储光羲,176,3113,58,88,0.028268551236749116,11,0.0625,8,0.045454545454545456,13,0.004176035978156119,0.14772727272727273,0.69827783,0.696012,0.869222,0.68627864,0.67981255,0.869222,1.0,0.13793103448275862
元结,元结,91,1486,51,75,0.05047106325706595,10,0.10989010989010989,7,0.07692307692307693,12,0.008075370121130552,0.16,0.7017597,0.71604,0.798462,0.69604456,0.699834,0.798462,1.0,0.13725490196078433
岑参,岑参,386,4487,101,127,0.02830398930242924,11,0.02849740932642487,7,0.018134715025906734,11,0.0024515266324938714,0.08661417322834646,0.66343755,0.658982,0.813624,0.6590584,0.657698,0.813624,1.0,0.06930693069306931
刘禹锡,刘禹锡,493,4802,98,114,0.023740108288213244,11,0.02231237322515213,8,0.016227180527383367,11,0.0022907122032486465,0.09649122807017543,0.6527028,0.654374,0.823516,0.6519848,0.65331554,0.823516,1.0,0.08163265306122448
张籍,张籍,467,4130,96,134,0.0324455205811138,9,0.019271948608137045,8,0.017130620985010708,11,0.0026634382566585956,0.08208955223880597,0.66452676,0.6630175,0.818214,0.66032344,0.657478,0.818214,1.0,0.08333333333333333
卢照邻,卢照邻,109,1445,30,61,0.04221453287197232,7,0.06422018348623854,5,0.045871559633027525,11,0.007612456747404845,0.18032786885245902,0.69342744,0.695487,0.84867,0.67486244,0.682027,0.84867,1.0,0.16666666666666666
张说,张说,298,3440,57,72,0.020930232558139535,10,0.03355704697986577,7,0.02348993288590604,10,0.0029069767441860465,0.1388888888888889,0.6820964,0.67496,0.867681,0.6695569,0.66116846,0.867681,1.0,0.12280701754385964
韦应物,韦应物,551,6307,97,137,0.021721896305692087,10,0.018148820326678767,7,0.012704174228675136,10,0.0015855398763278896,0.072992700729927,0.6766026,0.67768,0.817344,0.6626146,0.66405,0.817344,1.0,0.07216494845360824
刘长卿,刘长卿,508,5373,88,97,0.01805322910850549,9,0.017716535433070866,8,0.015748031496062992,9,0.0016750418760469012,0.09278350515463918,0.6581591,0.653892,0.836255,0.6540898,0.650983,0.836255,1.0,0.09090909090909091
齐己,齐己,783,6718,99,119,0.017713605239654658,9,0.011494252873563218,6,0.007662835249042145,9,0.0013396844298898482,0.07563025210084033,0.6544865,0.65137,0.782247,0.65013766,0.646861,0.782247,1.0,0.06060606060606061
孟浩然,孟浩然,268,2559,52,59,0.023055881203595155,8,0.029850746268656716,7,0.026119402985074626,8,0.0031262211801484957,0.13559322033898305,0.6982518,0.70483947,0.860818,0.6920646,0.694925,0.860818,1.0,0.1346153846153846
王建,王建,395,4194,98,132,0.031473533619456366,8,0.020253164556962026,5,0.012658227848101266,8,0.0019074868860276585,0.06060606060606061,0.651868,0.65277,0.785383,0.6457704,0.6495005,0.785383,1.0,0.05102040816326531
不详,不详,224,907,35,41,0.04520396912899669,7,0.03125,5,0.022321428571428572,7,0.007717750826901874,0.17073170731707318,0.68250114,0.670586,0.788483,0.67487735,0.665293,0.788483,1.0,0.14285714285714285
徐铉,徐铉,255,2555,58,75,0.029354207436399216,7,0.027450980392156862,7,0.027450980392156862,7,0.0027397260273972603,0.09333333333333334,0.667312,0.67108154,0.803217,0.6579216,0.655919,0.803217,1.0,0.1206896551724138
贾岛,贾岛,405,3417,62,70,0.02048580626280363,7,0.01728395061728395,5,0.012345679012345678,7,0.002048580626280363,0.1,0.6621687,0.6475975,0.83137,0.65709794,0.646563,0.83137,1.0,0.08064516129032258
吴筠,吴筠,77,1398,24,38,0.027181688125894134,5,0.06493506493506493,5,0.06493506493506493,7,0.005007153075822604,0.18421052631578946,0.71137905,0.6949775,0.915111,0.699883,0.6949775,0.915111,1.0,0.20833333333333334
