granularity,unit_id,编号,题目,作年,similarity,部类,文本
line,9006,0448,夜雨,811,0.714844,相思,我有所念人
line,5263,0227,遣懷,811,0.713867,僭,乃知名與器
line,8991,0446,寄元九,812,0.818359,美婦人,顦顇謫南國
line,5579,0246,寄同病者,812,0.809570,恤老,或有終老者
line,5645,0250,觀稼,812,0.795410,馬,筋力苦疲勞
line,5464,0240,答卜者,812,0.783203,相,問我决疑不
line,9297,0467,對酒,812,0.781738,齊物,知得不知失
line,9406,0476,沐浴,812,0.780273,衣服,衣寬有賸帶
line,5567,0245,九日登西原宴望,812,0.776855,諫諍,指此各相勉
line,8982,0446,寄元九,812,0.773926,雞,晨雞纔發聲
line,9321,0469,諭懷,812,0.770020,未能為政,止遏不能得
line,5350,0233,適意二首其一,812,0.764160,舟,泛如不繫舟
line,5471,0241,歸田三首其一,812,0.762207,圖籙,神仙須有籍
line,8999,0446,寄元九,812,0.762207,食,我亦加飡食
line,5450,0239,聞庾七左降因詠所懷,812,0.761719,道路,或落泥塗中
line,5472,0241,歸田三首其一,812,0.760742,貴,富貴亦在天
line,5407,0236,晚春沽酒,812,0.758789,馬,賣我所乘馬
line,5649,0250,觀稼,812,0.757812,廢墯,飽食無所勞
line,9243,0464,城上對月期友人不至,812,0.755859,正月十五日,勸令秉燭遊
line,8627,0422,秋日,812,0.754883,畋獵,嫋嫋秋風多
line,5545,0244,秋遊原上,812,0.753906,食,見此令人飽
line,9369,0473,村居卧病三首其一,812,0.752441,鵝,化作雛飛去
