row_id,卷,部类,部类序号,部类附名,作者,词条,注文,注文類型,注文类型,embedding_text,embedding_chars,原始注文,解析注文,注文解析方式,注文解析来源行,注文互见目标,部类文本,词条文本,注文文本,整体语义文本,词条可用,注文可用,部类可用,词条忽略原因,实际词条权重,实际注文权重,实际部类权重,注文類型字段,注文類型原文,注文類型规范,注文计算策略,典籍书名,典籍书名_归一,典籍书名与诗注重合,典籍书名与共同典源重合
27440,二十二,戶口版圖,一,,,隱占新戶,《晉．宣帝紀》云：邊郡新附多無名戶，魏朝欲加隱實。天子以問宣帝，帝曰：「賊以密網束下，故下棄之。宜弘大網，則自然安樂也。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[戶口版圖]隱占新戶《晉．宣帝紀》云：邊郡新附多無名戶，魏朝欲加隱實。天子以問宣帝，帝曰：「賊以密網束下，故下棄之。宜弘大網，則自然安樂也。,70,《晉．宣帝紀》云：邊郡新附多無名戶，魏朝欲加隱實。天子以問宣帝，帝曰：「賊以密網束下，故下棄之。宜弘大網，則自然安樂也。,《晉．宣帝紀》云：邊郡新附多無名戶，魏朝欲加隱實。天子以問宣帝，帝曰：「賊以密網束下，故下棄之。宜弘大網，則自然安樂也。,original,,,戶口版圖,隱占新戶,《晉．宣帝紀》云：邊郡新附多無名戶，魏朝欲加隱實。天子以問宣帝，帝曰：「賊以密網束下，故下棄之。宜弘大網，則自然安樂也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,晉．宣帝紀,晋宣帝紀,,
27441,二十二,戶口版圖,一,,,占租,具下田稅門中。,補足下文,補足下文,[戶口版圖]占租具下田稅門中。,15,具下田稅門中。,,unresolved_cross_category,,田稅,戶口版圖,占租,,占租,True,False,True,,0.714286,0.0,0.285714,注文類型,補足下文,补足下文,headword_note_combined,,,,
27442,二十二,戶口版圖,一,,,發游戶益兵,諸葛亮曰：「荊州非少人也，而著籍者少焉，平居調發，則人不悅。可語鎮南，令國中凡有游戶，皆使自實因錄，以益眾可。,出處原文,出處原文,[戶口版圖]發游戶益兵諸葛亮曰：「荊州非少人也，而著籍者少焉，平居調發，則人不悅。可語鎮南，令國中凡有游戶，皆使自實因錄，以益眾可。,66,諸葛亮曰：「荊州非少人也，而著籍者少焉，平居調發，則人不悅。可語鎮南，令國中凡有游戶，皆使自實因錄，以益眾可。,諸葛亮曰：「荊州非少人也，而著籍者少焉，平居調發，則人不悅。可語鎮南，令國中凡有游戶，皆使自實因錄，以益眾可。,original,,,戶口版圖,發游戶益兵,諸葛亮曰：「荊州非少人也，而著籍者少焉，平居調發，則人不悅。可語鎮南，令國中凡有游戶，皆使自實因錄，以益眾可。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27443,二十二,招戶口,二,,,新氓之治,《周禮．旅師》凡新氓之治。治謂有所求乞也。使無征役，以地美惡為等。注七人已上受上地，六口受中地，五口為下地。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[招戶口]新氓之治《周禮．旅師》凡新氓之治。治謂有所求乞也。使無征役，以地美惡為等。注七人已上受上地，六口受中地，五口為下地。,63,《周禮．旅師》凡新氓之治。治謂有所求乞也。使無征役，以地美惡為等。注七人已上受上地，六口受中地，五口為下地。,《周禮．旅師》凡新氓之治。治謂有所求乞也。使無征役，以地美惡為等。注七人已上受上地，六口受中地，五口為下地。,original,,,招戶口,新氓之治,《周禮．旅師》凡新氓之治。治謂有所求乞也。使無征役，以地美惡為等。注七人已上受上地，六口受中地，五口為下地。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,周禮．旅師,周礼旅師,,
27444,二十二,招戶口,二,,,朞不從政,《王制》曰：自諸侯來徙家，期不從政。,出處典籍，出處原文,出處典籍，出處原文,[招戶口]朞不從政《王制》曰：自諸侯來徙家，期不從政。,27,《王制》曰：自諸侯來徙家，期不從政。,《王制》曰：自諸侯來徙家，期不從政。,original,,,招戶口,朞不從政,《王制》曰：自諸侯來徙家，期不從政。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,王制,王制,,
27445,二十二,招戶口,二,,,勞來,《詩》曰：萬民離散，不定其居。而能勞來，旋定安集之。,出處典籍，出處原文,出處典籍，出處原文,[招戶口]勞來《詩》曰：萬民離散，不定其居。而能勞來，旋定安集之。,33,《詩》曰：萬民離散，不定其居。而能勞來，旋定安集之。,《詩》曰：萬民離散，不定其居。而能勞來，旋定安集之。,original,,,招戶口,勞來,《詩》曰：萬民離散，不定其居。而能勞來，旋定安集之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,詩,诗,诗,诗
27446,二十二,招戶口,二,,,自占,宣詔膠東相王成勞來不怠，流民自占八萬餘口。,出處原文,出處原文,[招戶口]自占宣詔膠東相王成勞來不怠，流民自占八萬餘口。,28,宣詔膠東相王成勞來不怠，流民自占八萬餘口。,宣詔膠東相王成勞來不怠，流民自占八萬餘口。,original,,,招戶口,自占,宣詔膠東相王成勞來不怠，流民自占八萬餘口。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27447,二十二,招戶口,二,,,樂郊,樂國《詩》曰：逝將去汝，適彼樂郊。又云：適波樂國。,出處典籍，出處原文,出處典籍，出處原文,[招戶口]樂郊樂國《詩》曰：逝將去汝，適彼樂郊。又云：適波樂國。,32,樂國《詩》曰：逝將去汝，適彼樂郊。又云：適波樂國。,樂國《詩》曰：逝將去汝，適彼樂郊。又云：適波樂國。,original,,,招戶口,樂郊,樂國《詩》曰：逝將去汝，適彼樂郊。又云：適波樂國。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,詩,诗,诗,诗
27448,二十二,招戶口,二,,,歸化,童恢為不期令，流人歸化，徙居二萬餘口。,出處原文,出處原文,[招戶口]歸化童恢為不期令，流人歸化，徙居二萬餘口。,26,童恢為不期令，流人歸化，徙居二萬餘口。,童恢為不期令，流人歸化，徙居二萬餘口。,original,,,招戶口,歸化,童恢為不期令，流人歸化，徙居二萬餘口。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27449,二十二,招戶口,二,,,襁負,京茂為太守旬月間，襁負至者千餘人。,出處原文,出處原文,[招戶口]襁負京茂為太守旬月間，襁負至者千餘人。,24,京茂為太守旬月間，襁負至者千餘人。,京茂為太守旬月間，襁負至者千餘人。,original,,,招戶口,襁負,京茂為太守旬月間，襁負至者千餘人。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27450,二十二,招戶口,二,,,貸糧食,宣詔流人還歸者，輒假公田貸種，且勿筭事。事謂始徭役也。,解釋文意,解釋文意,[招戶口]貸糧食宣詔流人還歸者，輒假公田貸種，且勿筭事。事謂始徭役也。,35,宣詔流人還歸者，輒假公田貸種，且勿筭事。事謂始徭役也。,宣詔流人還歸者，輒假公田貸種，且勿筭事。事謂始徭役也。,original,,,招戶口,貸糧食,宣詔流人還歸者，輒假公田貸種，且勿筭事。事謂始徭役也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27451,二十二,招戶口,二,,,籍內,成詔流人欲入關者，輒籍內。注云：錄其籍名而內之。,出處原文，解釋文意,出處原文，解釋文意,[招戶口]籍內成詔流人欲入關者，輒籍內。注云：錄其籍名而內之。,31,成詔流人欲入關者，輒籍內。注云：錄其籍名而內之。,成詔流人欲入關者，輒籍內。注云：錄其籍名而內之。,original,,,招戶口,籍內,成詔流人欲入關者，輒籍內。注云：錄其籍名而內之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
27452,二十二,招戶口,二,,,封檄發遣,《後漢》鄧太后詔：有損棄其居、窮困道路，若欲歸所在，為封檄以發遣之。,出處典籍，出處原文,出處典籍，出處原文,[招戶口]封檄發遣《後漢》鄧太后詔：有損棄其居、窮困道路，若欲歸所在，為封檄以發遣之。,43,《後漢》鄧太后詔：有損棄其居、窮困道路，若欲歸所在，為封檄以發遣之。,《後漢》鄧太后詔：有損棄其居、窮困道路，若欲歸所在，為封檄以發遣之。,original,,,招戶口,封檄發遣,《後漢》鄧太后詔：有損棄其居、窮困道路，若欲歸所在，為封檄以發遣之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,後漢,后汉,,
27453,二十二,招戶口,二,,,遣還鄉,陳寔仲弓為太丘長，鄰國有歸附者，寔輒訓譽發遣，各令歸鄉。,解釋文意,解釋文意,[招戶口]遣還鄉陳寔仲弓為太丘長，鄰國有歸附者，寔輒訓譽發遣，各令歸鄉。,36,陳寔仲弓為太丘長，鄰國有歸附者，寔輒訓譽發遣，各令歸鄉。,陳寔仲弓為太丘長，鄰國有歸附者，寔輒訓譽發遣，各令歸鄉。,original,,,招戶口,遣還鄉,陳寔仲弓為太丘長，鄰國有歸附者，寔輒訓譽發遣，各令歸鄉。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27454,二十二,招戶口,二,,,亢食之,成詔避水他郡者，所在亢食之。注亢食者：散廩食使生活。,出處原文,出處原文,[招戶口]亢食之成詔避水他郡者，所在亢食之。注亢食者：散廩食使生活。,34,成詔避水他郡者，所在亢食之。注亢食者：散廩食使生活。,成詔避水他郡者，所在亢食之。注亢食者：散廩食使生活。,original,,,招戶口,亢食之,成詔避水他郡者，所在亢食之。注亢食者：散廩食使生活。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27455,二十二,招戶口,二,,,買牛給,《晉》：衛顗伯儒請置使監、賣監，得利市犁牛，若有歸民以給之。,出處典籍，出處原文,出處典籍，出處原文,[招戶口]買牛給《晉》：衛顗伯儒請置使監、賣監，得利市犁牛，若有歸民以給之。,38,《晉》：衛顗伯儒請置使監、賣監，得利市犁牛，若有歸民以給之。,《晉》：衛顗伯儒請置使監、賣監，得利市犁牛，若有歸民以給之。,original,,,招戶口,買牛給,《晉》：衛顗伯儒請置使監、賣監，得利市犁牛，若有歸民以給之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,晉,晋,,
27456,二十二,招戶口,二,,,來復去,《晉》：劉琨越石為并州，士人奔迸多歸琨。琨善於懷撫，短於控御。一日之中，雖歸者數千，而去者亦相繼也。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[招戶口]來復去《晉》：劉琨越石為并州，士人奔迸多歸琨。琨善於懷撫，短於控御。一日之中，雖歸者數千，而去者亦相繼也。,58,《晉》：劉琨越石為并州，士人奔迸多歸琨。琨善於懷撫，短於控御。一日之中，雖歸者數千，而去者亦相繼也。,《晉》：劉琨越石為并州，士人奔迸多歸琨。琨善於懷撫，短於控御。一日之中，雖歸者數千，而去者亦相繼也。,original,,,招戶口,來復去,《晉》：劉琨越石為并州，士人奔迸多歸琨。琨善於懷撫，短於控御。一日之中，雖歸者數千，而去者亦相繼也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,晉,晋,,
27457,二十二,本土,三,,,小人懷土,重遷。,補足下文,補足下文,[本土]小人懷土重遷。,11,重遷。,重遷。,original,,,本土,小人懷土,重遷。,小人懷土重遷。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27458,二十二,本土,三,,,何必去父母之邦,柳下惠云。,補足下文,補足下文,[本土]何必去父母之邦柳下惠云。,16,柳下惠云。,柳下惠云。,original,,,本土,何必去父母之邦,柳下惠云。,何必去父母之邦柳下惠云。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27459,二十二,本土,三,,,桑梓之敬,惟桑之敬。,對仗,對仗,[本土]桑梓之敬惟桑之敬。,13,惟桑之敬。,惟桑之敬。,original,,,本土,桑梓之敬,惟桑之敬。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
27460,二十二,本土,三,,,樂所自生,《禮》曰：樂，樂其所自生。《禮》：不忘其本，狐死正丘首，仁也。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[本土]樂所自生《禮》曰：樂，樂其所自生。《禮》：不忘其本，狐死正丘首，仁也。,39,《禮》曰：樂，樂其所自生。《禮》：不忘其本，狐死正丘首，仁也。,《禮》曰：樂，樂其所自生。《禮》：不忘其本，狐死正丘首，仁也。,original,,,本土,樂所自生,《禮》曰：樂，樂其所自生。《禮》：不忘其本，狐死正丘首，仁也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,禮,礼,礼,礼
27461,二十二,本土,三,,,丘首仁不忘本信美而非吾土,,,,[本土]丘首仁不忘本信美而非吾土,16,,,empty,,,本土,丘首仁不忘本信美而非吾土,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27462,二十二,本土,三,,,鍾儀楚奏,鍾儀囚於晉，晉侯使與之琴，操南音。士燮曰：「南冠而縶者，楚囚也。楚囚君子也。樂操士風，不忘舊也。不忘舊，舊俗也。,出處原文，解釋文意,出處原文，解釋文意,[本土]鍾儀楚奏鍾儀囚於晉，晉侯使與之琴，操南音。士燮曰：「南冠而縶者，楚囚也。楚囚君子也。樂操士風，不忘舊也。不忘舊，舊俗也。,64,鍾儀囚於晉，晉侯使與之琴，操南音。士燮曰：「南冠而縶者，楚囚也。楚囚君子也。樂操士風，不忘舊也。不忘舊，舊俗也。,鍾儀囚於晉，晉侯使與之琴，操南音。士燮曰：「南冠而縶者，楚囚也。楚囚君子也。樂操士風，不忘舊也。不忘舊，舊俗也。,original,,,本土,鍾儀楚奏,鍾儀囚於晉，晉侯使與之琴，操南音。士燮曰：「南冠而縶者，楚囚也。楚囚君子也。樂操士風，不忘舊也。不忘舊，舊俗也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
27463,二十二,本土,三,,,莊舄越吟,莊舄在楚而作越吟。,補足下文,補足下文,[本土]莊舄越吟莊舄在楚而作越吟。,17,莊舄在楚而作越吟。,莊舄在楚而作越吟。,original,,,本土,莊舄越吟,莊舄在楚而作越吟。,莊舄越吟莊舄在楚而作越吟。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27464,二十二,本土,三,,,秦聲,陳軫曰：「臣豈無秦聲乎！,出處原文,出處原文,[本土]秦聲陳軫曰：「臣豈無秦聲乎！,18,陳軫曰：「臣豈無秦聲乎！,陳軫曰：「臣豈無秦聲乎！,original,,,本土,秦聲,陳軫曰：「臣豈無秦聲乎！,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27465,二十二,本土,三,,,去墳墓,,,,[本土]去墳墓,7,,,empty,,,本土,去墳墓,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27466,二十二,本土,三,,,衣錦還鄉,朱買臣。,補足下文,補足下文,[本土]衣錦還鄉朱買臣。,12,朱買臣。,朱買臣。,original,,,本土,衣錦還鄉,朱買臣。,衣錦還鄉朱買臣。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27467,二十二,本土,三,,,夫子曰：吾捨魯何適矣？,,,,[本土]夫子曰：吾捨魯何適矣？,15,,,empty,,,本土,夫子曰：吾捨魯何適矣？,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27468,二十二,本土,三,,,編戶之氓,出鄉之節。,對仗,對仗,[本土]編戶之氓出鄉之節。,13,出鄉之節。,出鄉之節。,original,,,本土,編戶之氓,出鄉之節。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
27469,二十二,本土,三,,,蓬蘀之知歸,蓱梗。,補足下文,補足下文,[本土]蓬蘀之知歸蓱梗。,12,蓱梗。,蓱梗。,original,,,本土,蓬蘀之知歸,蓱梗。,蓬蘀之知歸蓱梗。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27470,二十二,本土,三,,,地著故鄉,,,,[本土]地著故鄉,8,,,empty,,,本土,地著故鄉,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27471,二十二,本土,三,,,舊貫,仍舊貫,解釋文意,解釋文意,[本土]舊貫仍舊貫,9,仍舊貫,仍舊貫,original,,,本土,舊貫,仍舊貫,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27472,二十二,本土,三,,,棄本逐末,,,,[本土]棄本逐末,8,,,empty,,,本土,棄本逐末,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27473,二十二,本土,三,,,恂恂,孔子於鄉黨，恂恂如也。恂恂和敬貌。,出處原文，解釋文意,出處原文，解釋文意,[本土]恂恂孔子於鄉黨，恂恂如也。恂恂和敬貌。,23,孔子於鄉黨，恂恂如也。恂恂和敬貌。,孔子於鄉黨，恂恂如也。恂恂和敬貌。,original,,,本土,恂恂,孔子於鄉黨，恂恂如也。恂恂和敬貌。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
27474,二十二,本土,三,,,敬父母之國,張湛子孝為馮翊，告歸平陵。望里門而步，主簿曰：「明府位尊，不宜自輕。湛曰：「禮下公門，孔子於鄉黨，恂恂如也。父母之國，所宜盡禮，何輕之有。,出處原文,出處原文,[本土]敬父母之國張湛子孝為馮翊，告歸平陵。望里門而步，主簿曰：「明府位尊，不宜自輕。湛曰：「禮下公門，孔子於鄉黨，恂恂如也。父母之國，所宜盡禮，何輕之有。,78,張湛子孝為馮翊，告歸平陵。望里門而步，主簿曰：「明府位尊，不宜自輕。湛曰：「禮下公門，孔子於鄉黨，恂恂如也。父母之國，所宜盡禮，何輕之有。,張湛子孝為馮翊，告歸平陵。望里門而步，主簿曰：「明府位尊，不宜自輕。湛曰：「禮下公門，孔子於鄉黨，恂恂如也。父母之國，所宜盡禮，何輕之有。,original,,,本土,敬父母之國,張湛子孝為馮翊，告歸平陵。望里門而步，主簿曰：「明府位尊，不宜自輕。湛曰：「禮下公門，孔子於鄉黨，恂恂如也。父母之國，所宜盡禮，何輕之有。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27475,二十二,本土,三,,,又,陸統公績為偏將軍，過本縣，步入其中。見長懷三版，恭敬盡禮。親舊故人恩益隆也。,解釋文意,解釋文意,[本土]又陸統公績為偏將軍，過本縣，步入其中。見長懷三版，恭敬盡禮。親舊故人恩益隆也。,43,陸統公績為偏將軍，過本縣，步入其中。見長懷三版，恭敬盡禮。親舊故人恩益隆也。,陸統公績為偏將軍，過本縣，步入其中。見長懷三版，恭敬盡禮。親舊故人恩益隆也。,original,,,本土,,陸統公績為偏將軍，過本縣，步入其中。見長懷三版，恭敬盡禮。親舊故人恩益隆也。,,False,True,True,ignored_empty_headword,0.0,0.6,0.4,注文類型,解釋文意,解释文意,weighted_channels,,,,
27476,二十二,本土,三,,,娛樂,踈廣仲翁告老歸鄉里，日令其家具設酒食，請族人、故舊、賓客、老人，相與娛樂。,出處原文,出處原文,[本土]娛樂踈廣仲翁告老歸鄉里，日令其家具設酒食，請族人、故舊、賓客、老人，相與娛樂。,43,踈廣仲翁告老歸鄉里，日令其家具設酒食，請族人、故舊、賓客、老人，相與娛樂。,踈廣仲翁告老歸鄉里，日令其家具設酒食，請族人、故舊、賓客、老人，相與娛樂。,original,,,本土,娛樂,踈廣仲翁告老歸鄉里，日令其家具設酒食，請族人、故舊、賓客、老人，相與娛樂。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27477,二十二,本土,三,,,德化鄉里,王烈，字彥方。以義行稱鄉里。有爭曲直，將質之於烈，或至塗而反，或望廬而返。有盜者不辭刑罰，勿使王彥方知之。,解釋文意,解釋文意,[本土]德化鄉里王烈，字彥方。以義行稱鄉里。有爭曲直，將質之於烈，或至塗而反，或望廬而返。有盜者不辭刑罰，勿使王彥方知之。,61,王烈，字彥方。以義行稱鄉里。有爭曲直，將質之於烈，或至塗而反，或望廬而返。有盜者不辭刑罰，勿使王彥方知之。,王烈，字彥方。以義行稱鄉里。有爭曲直，將質之於烈，或至塗而反，或望廬而返。有盜者不辭刑罰，勿使王彥方知之。,original,,,本土,德化鄉里,王烈，字彥方。以義行稱鄉里。有爭曲直，將質之於烈，或至塗而反，或望廬而返。有盜者不辭刑罰，勿使王彥方知之。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27478,二十二,本土,三,,,決訟,蔡衍孟嘉以禮讓化鄉里，里有爭訟者，輒詣衍決。決之，其所爭者皆無怨。,解釋文意,解釋文意,[本土]決訟蔡衍孟嘉以禮讓化鄉里，里有爭訟者，輒詣衍決。決之，其所爭者皆無怨。,39,蔡衍孟嘉以禮讓化鄉里，里有爭訟者，輒詣衍決。決之，其所爭者皆無怨。,蔡衍孟嘉以禮讓化鄉里，里有爭訟者，輒詣衍決。決之，其所爭者皆無怨。,original,,,本土,決訟,蔡衍孟嘉以禮讓化鄉里，里有爭訟者，輒詣衍決。決之，其所爭者皆無怨。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27479,二十二,本土,三,,,又,劉虞常降身隱約，與邑黨州閭同樂、共恤、等齊，有無鄉曲宗之，有辨訟從虞決之，以情理論判之。,解釋文意,解釋文意,[本土]又劉虞常降身隱約，與邑黨州閭同樂、共恤、等齊，有無鄉曲宗之，有辨訟從虞決之，以情理論判之。,49,劉虞常降身隱約，與邑黨州閭同樂、共恤、等齊，有無鄉曲宗之，有辨訟從虞決之，以情理論判之。,劉虞常降身隱約，與邑黨州閭同樂、共恤、等齊，有無鄉曲宗之，有辨訟從虞決之，以情理論判之。,original,,,本土,,劉虞常降身隱約，與邑黨州閭同樂、共恤、等齊，有無鄉曲宗之，有辨訟從虞決之，以情理論判之。,,False,True,True,ignored_empty_headword,0.0,0.6,0.4,注文類型,解釋文意,解释文意,weighted_channels,,,,
27480,二十二,本土,三,,,止鬭,高鳳文通**：鄰里有爭財，持兵而鬭。鳳往解之不已，乃脫巾叩頭請曰：「仁義遜讓，奈何棄之？爭者感之，牧兵謝罪。,出處原文,出處原文,[本土]止鬭高鳳文通**：鄰里有爭財，持兵而鬭。鳳往解之不已，乃脫巾叩頭請曰：「仁義遜讓，奈何棄之？爭者感之，牧兵謝罪。,60,高鳳文通**：鄰里有爭財，持兵而鬭。鳳往解之不已，乃脫巾叩頭請曰：「仁義遜讓，奈何棄之？爭者感之，牧兵謝罪。,高鳳文通**：鄰里有爭財，持兵而鬭。鳳往解之不已，乃脫巾叩頭請曰：「仁義遜讓，奈何棄之？爭者感之，牧兵謝罪。,original,,,本土,止鬭,高鳳文通**：鄰里有爭財，持兵而鬭。鳳往解之不已，乃脫巾叩頭請曰：「仁義遜讓，奈何棄之？爭者感之，牧兵謝罪。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27481,二十二,本土,三,,,入里必式,《禮》。,出處典籍,出處典籍,[本土]入里必式《禮》。,12,《禮》。,《禮》。,original,,,本土,入里必式,《禮》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,禮,礼,礼,礼
27482,二十二,遷徙,四,,,《周禮》：凡徙于國中及郊，則付授之,或自國徙郊，或自郊徙國，皆從而付所處之吏，明無惡罪。,解釋文意,解釋文意,[遷徙]《周禮》：凡徙于國中及郊，則付授之或自國徙郊，或自郊徙國，皆從而付所處之吏，明無惡罪。,47,或自國徙郊，或自郊徙國，皆從而付所處之吏，明無惡罪。,或自國徙郊，或自郊徙國，皆從而付所處之吏，明無惡罪。,original,,,遷徙,《周禮》：凡徙于國中及郊，則付授之,或自國徙郊，或自郊徙國，皆從而付所處之吏，明無惡罪。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27483,二十二,遷徙,四,,,若徙于他則為之旌節而行之,謂出居異鄉也，授之者有節乃達。,解釋文意,解釋文意,[遷徙]若徙于他則為之旌節而行之謂出居異鄉也，授之者有節乃達。,31,謂出居異鄉也，授之者有節乃達。,謂出居異鄉也，授之者有節乃達。,original,,,遷徙,若徙于他則為之旌節而行之,謂出居異鄉也，授之者有節乃達。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27484,二十二,遷徙,四,,,若無授無節，則唯圜土內之,出鄉無授，出授無節，則納於獄而問之。,解釋文意,解釋文意,[遷徙]若無授無節，則唯圜土內之出鄉無授，出授無節，則納於獄而問之。,34,出鄉無授，出授無節，則納於獄而問之。,出鄉無授，出授無節，則納於獄而問之。,original,,,遷徙,若無授無節，則唯圜土內之,出鄉無授，出授無節，則納於獄而問之。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
27485,二十二,遷徙,四,,,凡新氓無征役移人,,,,[遷徙]凡新氓無征役移人,12,,,empty,,,遷徙,凡新氓無征役移人,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27486,二十二,遷徙,四,,,爰適樂土,,,,[遷徙]爰適樂土,8,,,empty,,,遷徙,爰適樂土,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27487,二十二,遷徙,四,,,適彼,樂郊樂國。,補足下文,補足下文,[遷徙]適彼樂郊樂國。,11,樂郊樂國。,樂郊樂國。,original,,,遷徙,適彼,樂郊樂國。,適彼樂郊樂國。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
27488,二十二,遷徙,四,,,人乃遷徙,《月令》。,出處典籍,出處典籍,[遷徙]人乃遷徙《月令》。,13,《月令》。,《月令》。,original,,,遷徙,人乃遷徙,《月令》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍,出处典籍,book_title_stats_only_weighted_fallback,月令,月令,月令,月令
27489,二十二,遷徙,四,,,五遷,盤庚五遷，人咨胥怨。,出處原文,出處原文,[遷徙]五遷盤庚五遷，人咨胥怨。,16,盤庚五遷，人咨胥怨。,盤庚五遷，人咨胥怨。,original,,,遷徙,五遷,盤庚五遷，人咨胥怨。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
27490,二十二,遷徙,四,,,三徙,孟母三徙，以擇善鄰。,出處原文,出處原文,[遷徙]三徙孟母三徙，以擇善鄰。,16,孟母三徙，以擇善鄰。,孟母三徙，以擇善鄰。,original,,,遷徙,三徙,孟母三徙，以擇善鄰。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
