row_id,卷,部类,部类序号,部类附名,作者,词条,注文,注文類型,注文类型,embedding_text,embedding_chars,原始注文,解析注文,注文解析方式,注文解析来源行,注文互见目标,部类文本,词条文本,注文文本,整体语义文本,词条可用,注文可用,部类可用,词条忽略原因,实际词条权重,实际注文权重,实际部类权重,注文類型字段,注文類型原文,注文類型规范,注文计算策略,典籍书名,典籍书名_归一,典籍书名与诗注重合,典籍书名与共同典源重合
0,一,天,一,,,高明柔克,高明，天也。柔克，寒暑不干。,解釋文意,解釋文意,[天]高明柔克高明，天也。柔克，寒暑不干。,21,高明，天也。柔克，寒暑不干。,高明，天也。柔克，寒暑不干。,original,,,天,高明柔克,高明，天也。柔克，寒暑不干。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
1,一,天,一,,,陰騭下人,言天默定下人之命。,解釋文意,解釋文意,[天]陰騭下人言天默定下人之命。,16,言天默定下人之命。,言天默定下人之命。,original,,,天,陰騭下人,言天默定下人之命。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
2,一,天,一,,,天尊,地卑。,對仗,對仗,[天]天尊地卑。,8,地卑。,地卑。,original,,,天,天尊,地卑。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
3,一,天,一,,,成象,在天成象。,出處原文,出處原文,[天]成象在天成象。,10,在天成象。,在天成象。,original,,,天,成象,在天成象。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
4,一,天,一,,,觀天之道,而四時不忒。,補足下文,補足下文,[天]觀天之道而四時不忒。,13,而四時不忒。,而四時不忒。,original,,,天,觀天之道,而四時不忒。,觀天之道而四時不忒。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
5,一,天,一,,,天垂象,見吉凶，聖人則之。,補足下文,補足下文,[天]天垂象見吉凶，聖人則之。,15,見吉凶，聖人則之。,見吉凶，聖人則之。,original,,,天,天垂象,見吉凶，聖人則之。,天垂象見吉凶，聖人則之。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
6,一,天,一,,,天行健,,,,[天]天行健,6,,,empty,,,天,天行健,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
7,一,天,一,,,資始,大哉乾元，萬物資始。,出處原文,出處原文,[天]資始大哉乾元，萬物資始。,15,大哉乾元，萬物資始。,大哉乾元，萬物資始。,original,,,天,資始,大哉乾元，萬物資始。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
8,一,天,一,,,上浮為天,,,,[天]上浮為天,7,,,empty,,,天,上浮為天,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
9,一,天,一,,,下降,天氣下降。,出處原文,出處原文,[天]下降天氣下降。,10,天氣下降。,天氣下降。,original,,,天,下降,天氣下降。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
10,一,天,一,,,高遠,窮高極遠。,補足下文,補足下文,[天]高遠窮高極遠。,10,窮高極遠。,窮高極遠。,original,,,天,高遠,窮高極遠。,高遠窮高極遠。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
11,一,天,一,,,貞觀,天地之道。,補足下文,補足下文,[天]貞觀天地之道。,10,天地之道。,天地之道。,original,,,天,貞觀,天地之道。,貞觀天地之道。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
12,一,天,一,,,無私不息,者天。,補足下文,補足下文,[天]無私不息者天。,10,者天。,者天。,original,,,天,無私不息,者天。,無私不息者天。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
13,一,天,一,,,清明,象天。,對仗,對仗,[天]清明象天。,8,象天。,象天。,original,,,天,清明,象天。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
14,一,天,一,,,天何言哉,四時行焉。,補足下文,補足下文,[天]天何言哉四時行焉。,12,四時行焉。,四時行焉。,original,,,天,天何言哉,四時行焉。,天何言哉四時行焉。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
15,一,天,一,,,不可階而升,,,,[天]不可階而升,8,,,empty,,,天,不可階而升,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
16,一,天,一,,,天秉陽,垂日星。,補足下文,補足下文,[天]天秉陽垂日星。,10,垂日星。,垂日星。,original,,,天,天秉陽,垂日星。,天秉陽垂日星。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
17,一,天,一,,,無私覆,,,,[天]無私覆,6,,,empty,,,天,無私覆,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
18,一,天,一,,,高也，明也，悠也，久也。,天之道。,補足下文,補足下文,[天]高也，明也，悠也，久也。天之道。,19,天之道。,天之道。,original,,,天,高也，明也，悠也，久也。,天之道。,高也，明也，悠也，久也。天之道。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
19,一,天,一,,,昭昭。,今夫天昭昭之多，及其無窮，日月星辰繫焉。萬物覆焉。注云：昭昭，小明也。本生小而成大。,出處原文，解釋文意,出處原文，解釋文意,[天]昭昭。今夫天昭昭之多，及其無窮，日月星辰繫焉。萬物覆焉。注云：昭昭，小明也。本生小而成大。,48,今夫天昭昭之多，及其無窮，日月星辰繫焉。萬物覆焉。注云：昭昭，小明也。本生小而成大。,今夫天昭昭之多，及其無窮，日月星辰繫焉。萬物覆焉。注云：昭昭，小明也。本生小而成大。,original,,,天,昭昭。,今夫天昭昭之多，及其無窮，日月星辰繫焉。萬物覆焉。注云：昭昭，小明也。本生小而成大。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
20,一,天,一,,,覆盆。,之狀。,補足下文,補足下文,[天]覆盆。之狀。,9,之狀。,之狀。,original,,,天,覆盆。,之狀。,覆盆。之狀。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
21,一,天,一,,,圓蓋。,之形。,補足下文,補足下文,[天]圓蓋。之形。,9,之形。,之形。,original,,,天,圓蓋。,之形。,圓蓋。之形。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
22,一,天,一,,,轉轂,之狀。,補足下文,補足下文,[天]轉轂之狀。,8,之狀。,之狀。,original,,,天,轉轂,之狀。,轉轂之狀。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
23,一,天,一,,,設位,,,,[天]設位,5,,,empty,,,天,設位,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
24,一,天,一,,,石補。,女媧氏鍊五色石補天。,出處原文,出處原文,[天]石補。女媧氏鍊五色石補天。,16,女媧氏鍊五色石補天。,女媧氏鍊五色石補天。,original,,,天,石補。,女媧氏鍊五色石補天。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
25,一,天,一,,,惡盈。,天道。,對仗,對仗,[天]惡盈。天道。,9,天道。,天道。,original,,,天,惡盈。,天道。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
26,一,天,一,,,易知,,,,[天]易知,5,,,empty,,,天,易知,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
27,一,天,一,,,立天之道,曰陰與陽。,補足下文,補足下文,[天]立天之道曰陰與陽。,12,曰陰與陽。,曰陰與陽。,original,,,天,立天之道,曰陰與陽。,立天之道曰陰與陽。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
28,一,天,一,,,倬彼昭回,,,,[天]倬彼昭回,7,,,empty,,,天,倬彼昭回,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
29,一,天,一,,,天步,艱難,對仗,對仗,[天]天步艱難,7,艱難,艱難,original,,,天,天步,艱難,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
30,一,天,一,,,焉知,裨灶焉知天道。,出處原文,出處原文,[天]焉知裨灶焉知天道。,12,裨灶焉知天道。,裨灶焉知天道。,original,,,天,焉知,裨灶焉知天道。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
31,一,天,一,,,恆象,天事恆象。,出處原文,出處原文,[天]恆象天事恆象。,10,天事恆象。,天事恆象。,original,,,天,恆象,天事恆象。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
32,一,天,一,,,以會天位,馮相氏辨其敘事，以會天位。,出處原文,出處原文,[天]以會天位馮相氏辨其敘事，以會天位。,20,馮相氏辨其敘事，以會天位。,馮相氏辨其敘事，以會天位。,original,,,天,以會天位,馮相氏辨其敘事，以會天位。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
33,一,天,一,,,為大,惟天為大。,出處原文,出處原文,[天]為大惟天為大。,10,惟天為大。,惟天為大。,original,,,天,為大,惟天為大。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
34,一,天,一,,,得一,天得一以清。,出處原文,出處原文,[天]得一天得一以清。,11,天得一以清。,天得一以清。,original,,,天,得一,天得一以清。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
35,一,天,一,,,恐裂,天無無以清將恐裂。,出處原文,出處原文,[天]恐裂天無無以清將恐裂。,14,天無無以清將恐裂。,天無無以清將恐裂。,original,,,天,恐裂,天無無以清將恐裂。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
36,一,天,一,,,憂崩,杞國人憂天崩墜，身無所寄。,補足下文,補足下文,[天]憂崩杞國人憂天崩墜，身無所寄。,18,杞國人憂天崩墜，身無所寄。,杞國人憂天崩墜，身無所寄。,original,,,天,憂崩,杞國人憂天崩墜，身無所寄。,憂崩杞國人憂天崩墜，身無所寄。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
37,一,天,一,,,輕清,,,,[天]輕清,5,,,empty,,,天,輕清,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
38,一,天,一,,,九天,漢高祖致九天巫，祠八州及中央。,出處原文,出處原文,[天]九天漢高祖致九天巫，祠八州及中央。,20,漢高祖致九天巫，祠八州及中央。,漢高祖致九天巫，祠八州及中央。,original,,,天,九天,漢高祖致九天巫，祠八州及中央。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
39,一,天,一,,,顥穹紛紜,,,,[天]顥穹紛紜,7,,,empty,,,天,顥穹紛紜,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
40,一,天,一,,,六幕,之合,補足下文,補足下文,[天]六幕之合,7,之合,之合,original,,,天,六幕,之合,六幕之合,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
41,一,天,一,,,九重,圓則九重孰營度之。,出處原文,出處原文,[天]九重圓則九重孰營度之。,14,圓則九重孰營度之。,圓則九重孰營度之。,original,,,天,九重,圓則九重孰營度之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
42,一,天,一,,,八柱,八柱何當，西北何傾。,出處原文,出處原文,[天]八柱八柱何當，西北何傾。,15,八柱何當，西北何傾。,八柱何當，西北何傾。,original,,,天,八柱,八柱何當，西北何傾。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
43,一,天,一,,,傾西北,日月星辰就焉。,補足下文,補足下文,[天]傾西北日月星辰就焉。,13,日月星辰就焉。,日月星辰就焉。,original,,,天,傾西北,日月星辰就焉。,傾西北日月星辰就焉。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
44,一,天,一,,,浩浩元氣蒼蒼正色。,《莊子》曰：「天之蒼蒼，其正色邪？以其遠而無所至極也。,出處典籍，出處原文,出處典籍，出處原文,[天]浩浩元氣蒼蒼正色。《莊子》曰：「天之蒼蒼，其正色邪？以其遠而無所至極也。,39,《莊子》曰：「天之蒼蒼，其正色邪？以其遠而無所至極也。,《莊子》曰：「天之蒼蒼，其正色邪？以其遠而無所至極也。,original,,,天,浩浩元氣蒼蒼正色。,《莊子》曰：「天之蒼蒼，其正色邪？以其遠而無所至極也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,莊子,庄子,庄子,庄子
45,一,天,一,,,上玄,,,,[天]上玄,5,,,empty,,,天,上玄,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
46,一,天,一,,,彼蒼,者天,補足下文,補足下文,[天]彼蒼者天,7,者天,者天,original,,,天,彼蒼,者天,彼蒼者天,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
47,一,天,一,,,大清,,,,[天]大清,5,,,empty,,,天,大清,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
48,一,天,一,,,持滿,范蠡曰：「天以持滿，言天道盈而不溢。,出處原文,出處原文,[天]持滿范蠡曰：「天以持滿，言天道盈而不溢。,23,范蠡曰：「天以持滿，言天道盈而不溢。,范蠡曰：「天以持滿，言天道盈而不溢。,original,,,天,持滿,范蠡曰：「天以持滿，言天道盈而不溢。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
49,一,天,一,,,天長,地久,對仗,對仗,[天]天長地久,7,地久,地久,original,,,天,天長,地久,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
50,一,天,一,,,天大,《老子》曰：「域中四大。」,出處典籍，出處原文,出處典籍，出處原文,[天]天大《老子》曰：「域中四大。」,18,《老子》曰：「域中四大。」,《老子》曰：「域中四大。」,original,,,天,天大,《老子》曰：「域中四大。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,老子,老子,老子,老子
51,一,天,一,,,斷鼇足立四極,,,,[天]斷鼇足立四極,9,,,empty,,,天,斷鼇足立四極,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
52,一,天,一,,,大圓洪覆,,,,[天]大圓洪覆,7,,,empty,,,天,大圓洪覆,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
53,一,天,一,,,無為而成,不言而信。,解釋文意，對仗,解釋文意，對仗,[天]無為而成不言而信。,12,不言而信。,不言而信。,original,,,天,無為而成,不言而信。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意，對仗,解释文意；对仗,parallel_note_focused,,,,
54,一,天,一,,,張弓,天道其猶張弓乎？,出處原文，解釋文意,出處原文，解釋文意,[天]張弓天道其猶張弓乎？,13,天道其猶張弓乎？,天道其猶張弓乎？,original,,,天,張弓,天道其猶張弓乎？,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
55,一,天,一,,,窺牖,不窺牖見天道。,出處原文,出處原文,[天]窺牖不窺牖見天道。,12,不窺牖見天道。,不窺牖見天道。,original,,,天,窺牖,不窺牖見天道。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
56,一,天,一,,,訢合,,,,[天]訢合,5,,,empty,,,天,訢合,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
57,一,天,一,,,覆燾,,,,[天]覆燾,5,,,empty,,,天,覆燾,,,True,False,True,,0.714286,0.0,0.285714,注文類型,,,weighted_channels_untyped_fallback,,,,
58,一,天,一,,,得一以清,吹萬以生。,對仗,對仗,[天]得一以清吹萬以生。,12,吹萬以生。,吹萬以生。,original,,,天,得一以清,吹萬以生。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
59,一,天,一,,,蒼蒼者天,恢恢其網。,補足下文,補足下文,[天]蒼蒼者天恢恢其網。,12,恢恢其網。,恢恢其網。,original,,,天,蒼蒼者天,恢恢其網。,蒼蒼者天恢恢其網。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
60,一,天,一,,,無聲無臭,或煦或吹。,補足下文,補足下文,[天]無聲無臭或煦或吹。,12,或煦或吹。,或煦或吹。,original,,,天,無聲無臭,或煦或吹。,無聲無臭或煦或吹。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
61,一,天,一,,,剛德,天為剛德。,出處原文,出處原文,[天]剛德天為剛德。,10,天為剛德。,天為剛德。,original,,,天,剛德,天為剛德。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
62,一,天,一,,,覆物無私,臨下有赫。,補足下文,補足下文,[天]覆物無私臨下有赫。,12,臨下有赫。,臨下有赫。,original,,,天,覆物無私,臨下有赫。,覆物無私臨下有赫。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
63,一,天,一,,,垂象干時,天猶干時。,解釋文意,解釋文意,[天]垂象干時天猶干時。,12,天猶干時。,天猶干時。,original,,,天,垂象干時,天猶干時。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
64,一,天,一,,,氣如橐籥,物為芻狗。,補足下文,補足下文,[天]氣如橐籥物為芻狗。,12,物為芻狗。,物為芻狗。,original,,,天,氣如橐籥,物為芻狗。,氣如橐籥物為芻狗。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
65,一,天,一,,,其高必跼,厥類唯章。,對仗,對仗,[天]其高必跼厥類唯章。,12,厥類唯章。,厥類唯章。,original,,,天,其高必跼,厥類唯章。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
66,一,天,一,,,尸居而龍見,淵默而雷聲。《莊子》。,出處典籍，對仗,出處典籍，對仗,[天]尸居而龍見淵默而雷聲。《莊子》。,19,淵默而雷聲。《莊子》。,淵默而雷聲。《莊子》。,original,,,天,尸居而龍見,淵默而雷聲。《莊子》。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，對仗,出处典籍；对仗,parallel_note_focused,莊子,庄子,庄子,庄子
67,一,天,一,,,開雲霧,衛瓘每見樂彥輔曰：「每見此人，瑩然若開雲霧，睹青天。」,出處原文,出處原文,[天]開雲霧衛瓘每見樂彥輔曰：「每見此人，瑩然若開雲霧，睹青天。」,33,衛瓘每見樂彥輔曰：「每見此人，瑩然若開雲霧，睹青天。」,衛瓘每見樂彥輔曰：「每見此人，瑩然若開雲霧，睹青天。」,original,,,天,開雲霧,衛瓘每見樂彥輔曰：「每見此人，瑩然若開雲霧，睹青天。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
68,一,天,一,,,圓不中規,《文子》曰：「至大者無形，故天圓不中規。」,出處典籍，出處原文,出處典籍，出處原文,[天]圓不中規《文子》曰：「至大者無形，故天圓不中規。」,28,《文子》曰：「至大者無形，故天圓不中規。」,《文子》曰：「至大者無形，故天圓不中規。」,original,,,天,圓不中規,《文子》曰：「至大者無形，故天圓不中規。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,文子,文子,文子,文子
69,一,天,一,,,無端,《文子》曰：「天圓而無端，故不可觀。」,出處典籍，出處原文,出處典籍，出處原文,[天]無端《文子》曰：「天圓而無端，故不可觀。」,24,《文子》曰：「天圓而無端，故不可觀。」,《文子》曰：「天圓而無端，故不可觀。」,original,,,天,無端,《文子》曰：「天圓而無端，故不可觀。」,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,文子,文子,文子,文子
70,一,天,一,,,父天,王者，父天母地。,出處原文,出處原文,[天]父天王者，父天母地。,13,王者，父天母地。,王者，父天母地。,original,,,天,父天,王者，父天母地。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
71,一,天,一,,,左旋,天道左旋，日月順之。,出處原文,出處原文,[天]左旋天道左旋，日月順之。,15,天道左旋，日月順之。,天道左旋，日月順之。,original,,,天,左旋,天道左旋，日月順之。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
72,一,天,一,,,西傾,見上注。,互見,互見,[天]西傾見上注。,9,見上注。,天道左旋，日月順之。,inherit_previous,71,,天,西傾,天道左旋，日月順之。,,True,True,True,,0.5,0.3,0.2,注文類型,互見,互见,weighted_channels_cross_reference,,,,
73,一,天,一,,,生三,道生一，一生二，二生三，三才也。,出處原文，解釋文意,出處原文，解釋文意,[天]生三道生一，一生二，二生三，三才也。,21,道生一，一生二，二生三，三才也。,道生一，一生二，二生三，三才也。,original,,,天,生三,道生一，一生二，二生三，三才也。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文，解釋文意,出处原文；解释文意,weighted_channels,,,,
74,一,天,一,,,得一,見上注。,互見,互見,[天]得一見上注。,9,見上注。,道生一，一生二，二生三，三才也。,inherit_previous,73,,天,得一,道生一，一生二，二生三，三才也。,,True,True,True,,0.5,0.3,0.2,注文類型,互見,互见,weighted_channels_cross_reference,,,,
75,一,天,一,,,既階升而莫致,豈側管而可窺。,對仗,對仗,[天]既階升而莫致豈側管而可窺。,16,豈側管而可窺。,豈側管而可窺。,original,,,天,既階升而莫致,豈側管而可窺。,,True,True,True,,0.5,0.3,0.2,注文類型,對仗,对仗,parallel_note_focused,,,,
76,一,天,一,,,蜀吳使張溫來聘問秦密,曰：「天有頭、有口、有耳、有足。,出處原文,出處原文,[天]蜀吳使張溫來聘問秦密曰：「天有頭、有口、有耳、有足。,29,曰：「天有頭、有口、有耳、有足。,曰：「天有頭、有口、有耳、有足。,original,,,天,蜀吳使張溫來聘問秦密,曰：「天有頭、有口、有耳、有足。,,True,True,True,,0.5,0.3,0.2,注文類型,出處原文,出处原文,weighted_channels,,,,
77,一,天,一,,,鶴鳴九皋聲聞于天,張重荅漢昭帝。,補足下文,補足下文,[天]鶴鳴九皋聲聞于天張重荅漢昭帝。,18,張重荅漢昭帝。,張重荅漢昭帝。,original,,,天,鶴鳴九皋聲聞于天,張重荅漢昭帝。,鶴鳴九皋聲聞于天張重荅漢昭帝。,True,True,True,,0.5,0.3,0.2,注文類型,補足下文,补足下文,headword_note_combined,,,,
78,一,天,一,,,渾天,乘天氣而立，載水而浮，天轉如車蓋之運。,解釋文意,解釋文意,[天]渾天乘天氣而立，載水而浮，天轉如車蓋之運。,24,乘天氣而立，載水而浮，天轉如車蓋之運。,乘天氣而立，載水而浮，天轉如車蓋之運。,original,,,天,渾天,乘天氣而立，載水而浮，天轉如車蓋之運。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
79,一,天,一,,,銅渾,以察天也。,解釋文意,解釋文意,[天]銅渾以察天也。,10,以察天也。,以察天也。,original,,,天,銅渾,以察天也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
80,一,天,一,,,蓋天宣夜渾天,《晉書》曰：「古言天有三家：一蓋天，二宣夜，三渾天。」蔡邕《周髀》，即蓋天說也。唯渾天近而得。上書言宣夜之學，絕無法師。周髀術數，多所違失。《周髀》，即蓋天說也。唯渾天近得其情，今候臺銅儀，即其法也。立八尺圓體具天地之形，以正黃道，以行日月，以步五緯，精微深妙，百代不易。,出處典籍，出處原文，解釋文意,出處典籍，出處原文，解釋文意,[天]蓋天宣夜渾天《晉書》曰：「古言天有三家：一蓋天，二宣夜，三渾天。」蔡邕《周髀》，即蓋天說也。唯渾天近而得。上書言宣夜之學，絕無法師。周髀術數，多所違失。《周髀》，即蓋天說也。唯渾天近得其情，今候臺銅儀，即其法也。立八尺圓體具天地之形，以正黃道，以行日月，以步五緯，精微深妙，百代不易。,145,《晉書》曰：「古言天有三家：一蓋天，二宣夜，三渾天。」蔡邕《周髀》，即蓋天說也。唯渾天近而得。上書言宣夜之學，絕無法師。周髀術數，多所違失。《周髀》，即蓋天說也。唯渾天近得其情，今候臺銅儀，即其法也。立八尺圓體具天地之形，以正黃道，以行日月，以步五緯，精微深妙，百代不易。,《晉書》曰：「古言天有三家：一蓋天，二宣夜，三渾天。」蔡邕《周髀》，即蓋天說也。唯渾天近而得。上書言宣夜之學，絕無法師。周髀術數，多所違失。《周髀》，即蓋天說也。唯渾天近得其情，今候臺銅儀，即其法也。立八尺圓體具天地之形，以正黃道，以行日月，以步五緯，精微深妙，百代不易。,original,,,天,蓋天宣夜渾天,《晉書》曰：「古言天有三家：一蓋天，二宣夜，三渾天。」蔡邕《周髀》，即蓋天說也。唯渾天近而得。上書言宣夜之學，絕無法師。周髀術數，多所違失。《周髀》，即蓋天說也。唯渾天近得其情，今候臺銅儀，即其法也。立八尺圓體具天地之形，以正黃道，以行日月，以步五緯，精微深妙，百代不易。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文，解釋文意,出处典籍；出处原文；解释文意,weighted_channels_with_book_title_stats,晉書；周髀,晋书；周髀,晋书,晋书
81,一,天,一,,,周髀術,即蓋天，蓋天說天圓如張蓋，地方如棋局，天旁轉如推磨，石而左行而日月右行，而隨天左轉，譬如蟻行，磨上天之居，如倚空也。,解釋文意,解釋文意,[天]周髀術即蓋天，蓋天說天圓如張蓋，地方如棋局，天旁轉如推磨，石而左行而日月右行，而隨天左轉，譬如蟻行，磨上天之居，如倚空也。,64,即蓋天，蓋天說天圓如張蓋，地方如棋局，天旁轉如推磨，石而左行而日月右行，而隨天左轉，譬如蟻行，磨上天之居，如倚空也。,即蓋天，蓋天說天圓如張蓋，地方如棋局，天旁轉如推磨，石而左行而日月右行，而隨天左轉，譬如蟻行，磨上天之居，如倚空也。,original,,,天,周髀術,即蓋天，蓋天說天圓如張蓋，地方如棋局，天旁轉如推磨，石而左行而日月右行，而隨天左轉，譬如蟻行，磨上天之居，如倚空也。,,True,True,True,,0.5,0.3,0.2,注文類型,解釋文意,解释文意,weighted_channels,,,,
82,一,天,一,,,宣夜學,《宣夜學》云：「天了無質，日月眾星。自然浮生虛空之中。,出處典籍，出處原文,出處典籍，出處原文,[天]宣夜學《宣夜學》云：「天了無質，日月眾星。自然浮生虛空之中。,33,《宣夜學》云：「天了無質，日月眾星。自然浮生虛空之中。,《宣夜學》云：「天了無質，日月眾星。自然浮生虛空之中。,original,,,天,宣夜學,《宣夜學》云：「天了無質，日月眾星。自然浮生虛空之中。,,True,True,True,,0.5,0.3,0.2,注文類型,出處典籍，出處原文,出处典籍；出处原文,weighted_channels_with_book_title_stats,宣夜學,宣夜学,,
