unit_id,granularity,poem_id,卷,集类,集类号,诗类,题目,小序,组诗题,source_indices,reconstruction_mode,编号,作年,poem_source,注释引书_归一书名,初学记艺文类聚共同典源_归一书名,初学记艺文类聚共同典源_数量,是否涉及初学记艺文类聚共同典源,引文片段级共同典源_归一书名,引文片段级共同典源_数量,是否涉及引文片段级共同典源,verse_count,line_count,text,embedding_text,embedding_chars
20,poem,20,卷一,,,諷諭,宿紫閣山北村,,,20,revised_jsonl_direct,0021,810,revised_jsonl,笺；陕西通志；终南山记；雍胜略；唐会要；太平广记；张老；续玄怪录；麒麟客；玄怪录；诗；古挽歌；会昌狂士；芝田录；裴延龄；谭宾录；册府元龜；旧唐书；旧书；新书；论承璀职名状；白氏文集,诗,1,True,,0,False,1,20,"晨遊紫閣峰
暮宿山下村
村老見予喜
爲予開一樽
舉杯未及飲
暴卒來入門
紫衣挾刀斧
草草十餘人
奪我蓆上酒
掣我盤中飧
主人退後立
斂手反如賓
中庭有奇樹
種來三十春
主人惜不得
持斧斷其根
口稱采造家
身屬神策軍
主人慎勿語
中尉正承恩","宿紫閣山北村晨遊紫閣峰
暮宿山下村
村老見予喜
爲予開一樽
舉杯未及飲
暴卒來入門
紫衣挾刀斧
草草十餘人
奪我蓆上酒
掣我盤中飧
主人退後立
斂手反如賓
中庭有奇樹
種來三十春
主人惜不得
持斧斷其根
口稱采造家
身屬神策軍
主人慎勿語
中尉正承恩",125
21,poem,21,卷一,,,諷諭,讀漢書,,,21,revised_jsonl_direct,0022,,revised_jsonl,诗；潜夫论；秋胡诗；文选；女典；史记；礼记；汉书；京房传；易；苦热行；元帝纪；成帝纪；孟子；荀子；淮南子,诗；潜夫论；史记；礼记；汉书；易；孟子；淮南子,8,True,,0,False,1,27,"禾黍與稂莠
雨來同日滋
桃李與荆棘
霜降同夜萎
草木既區别
榮枯那等夷
茫茫天地意
無乃太無私
小人與君子
用置各有宜
奈何西漢末
忠邪並信之
不然盡信忠
早絶邪臣窺
不然盡信邪
早使忠臣知
優游兩不斷
盛業日以衰
痛矣蕭京輩
終令陷禍機
蕭望之﹑京房等
每讀元成紀
憤憤令人悲
寄言爲國者
不得學天時
寄言爲臣者
可以鑒於斯","讀漢書禾黍與稂莠
雨來同日滋
桃李與荆棘
霜降同夜萎
草木既區别
榮枯那等夷
茫茫天地意
無乃太無私
小人與君子
用置各有宜
奈何西漢末
忠邪並信之
不然盡信忠
早絶邪臣窺
不然盡信邪
早使忠臣知
優游兩不斷
盛業日以衰
痛矣蕭京輩
終令陷禍機
蕭望之﹑京房等
每讀元成紀
憤憤令人悲
寄言爲國者
不得學天時
寄言爲臣者
可以鑒於斯",166
22,poem,22,卷一,,,諷諭,贈樊著作,,,22,revised_jsonl_direct,0023,810,revised_jsonl,谱；笺；和乐天赠樊著作；新书；元和姓纂；南阳樊绍述墓志铭；新唐书；旧唐书；论衡；文选；三月三日曲水诗；田俅子；诗；晋书；周礼；贺雨；孔戡；后汉书；韩非子；吕氏春秋；左传；法言；周官；左氏；太史迁；汉书；报任安书；论语,论衡；诗；晋书；周礼；后汉书；吕氏春秋；左传；法言；周官；汉书；论语,11,True,,0,False,1,36,"陽城爲諫議
以正事其君
其手如屈軼
舉必指佞臣
卒使不仁者
不得秉國鈞
元稹爲御史
以直立其身
其心如肺石
動必達窮民
東川八十家
冤憤一言伸
劉闢肆亂心
殺人正紛紛
其嫂曰庾氏
棄絶不爲親
從史萌逆節
隱心潛負恩
其佐曰孔戡
捨去不爲賓
凡此士與女
其道天下聞
常恐國史上
但記鳳與麟
賢者不爲名
名彰教乃敦
每惜若人輩
身死名亦淪
君爲著作郎
職廢志空存
雖有良史才
直筆無所申
何不自著書
實錄彼善人
編爲一家言
以備史闕文","贈樊著作陽城爲諫議
以正事其君
其手如屈軼
舉必指佞臣
卒使不仁者
不得秉國鈞
元稹爲御史
以直立其身
其心如肺石
動必達窮民
東川八十家
冤憤一言伸
劉闢肆亂心
殺人正紛紛
其嫂曰庾氏
棄絶不爲親
從史萌逆節
隱心潛負恩
其佐曰孔戡
捨去不爲賓
凡此士與女
其道天下聞
常恐國史上
但記鳳與麟
賢者不爲名
名彰教乃敦
每惜若人輩
身死名亦淪
君爲著作郎
職廢志空存
雖有良史才
直筆無所申
何不自著書
實錄彼善人
編爲一家言
以備史闕文",219
23,poem,23,卷一,,,諷諭,蜀路石婦,,,23,revised_jsonl_direct,0024,,revised_jsonl,元和郡县志；灵芝篇；寡妇赋；礼记；谷梁传；礼经；荀子；论衡；礼；律；仪礼；史记；汉书音义；汉书；周礼；剧秦美新；估客乐；论语；三国志；宋书；京陵女公子王氏哀辞；咏怀；初学记；幽明录；哀江南赋,礼记；谷梁传；论衡；礼；仪礼；史记；汉书；周礼；论语；宋书,10,True,,0,False,1,28,"道傍一石婦
無記復無銘
傳是此鄉女
爲婦孝且貞
十五嫁邑人
十六夫征行
夫行二十載
婦獨守孤煢
其夫有父母
老病不安寧
其婦執婦道
一一如禮經
晨昏問起居
恭順發心誠
藥餌自調節
膳羞必甘馨
夫行竟不歸
婦德轉光明
後人高其節
刻石像婦形
儼然整衣巾
若立在閨庭
似見舅姑禮
如聞環珮聲
至今爲婦者
見此孝心生
不比山頭石
空有望夫名","蜀路石婦道傍一石婦
無記復無銘
傳是此鄉女
爲婦孝且貞
十五嫁邑人
十六夫征行
夫行二十載
婦獨守孤煢
其夫有父母
老病不安寧
其婦執婦道
一一如禮經
晨昏問起居
恭順發心誠
藥餌自調節
膳羞必甘馨
夫行竟不歸
婦德轉光明
後人高其節
刻石像婦形
儼然整衣巾
若立在閨庭
似見舅姑禮
如聞環珮聲
至今爲婦者
見此孝心生
不比山頭石
空有望夫名",171
24,poem,24,卷一,,,諷諭,折劍頭,,,24,revised_jsonl_direct,0025,,revised_jsonl,淮南子；白孔六帖；雁门太守行；壮士行；左传；六代论；世说新语；峡哀；刘生诗；读张籍古乐府；后汉书,淮南子；左传；后汉书,3,True,,0,False,1,12,"拾得折劍頭
不知折之由
一握青蛇尾
數寸碧峰頭
疑是斬鯨鯢
不然刺蛟虬
缺落泥土中
委棄無人收
我有鄙介性
好剛不好柔
勿輕直折劍
猶勝曲全鉤","折劍頭拾得折劍頭
不知折之由
一握青蛇尾
數寸碧峰頭
疑是斬鯨鯢
不然刺蛟虬
缺落泥土中
委棄無人收
我有鄙介性
好剛不好柔
勿輕直折劍
猶勝曲全鉤",74
25,poem,25,卷一,,,諷諭,登樂遊園望,,,25,revised_jsonl_direct,0026,810,revised_jsonl,谱；笺；酬乐天登乐游园见忆；长安志；乐游园歌；晚出西射堂；文选；楚辞；停云；巫山高；唐两京城坊考；登乐游园望；放歌行；述祖德诗二首；步虚词；过始宁墅；田南树园激流植援；南内朝贺归呈同官；逢贾岛；京兆府新栽莲；孔戡；旧唐书；汉书；四皓颂,楚辞；步虚词；汉书,3,True,,0,False,1,16,"獨上樂遊園
四望天日曛
東北何靄靄
宮闕入煙雲
愛此高處立
忽如遺垢氛
耳目暫清曠
懷抱鬱不伸
下視十二街
綠樹間紅塵
車馬徒滿眼
不見心所親
孔生死洛陽
元九謫荆門
可憐南北路
高蓋者何人","登樂遊園望獨上樂遊園
四望天日曛
東北何靄靄
宮闕入煙雲
愛此高處立
忽如遺垢氛
耳目暫清曠
懷抱鬱不伸
下視十二街
綠樹間紅塵
車馬徒滿眼
不見心所親
孔生死洛陽
元九謫荆門
可憐南北路
高蓋者何人",100
26,poem,26,卷一,,,諷諭,酬元九對新栽竹有懷見寄,,,26,revised_jsonl_direct,0027,810,revised_jsonl,谱；笺；种竹诗；史记；孤愤；五蠹；内外储；说林；说难；隋书；诗；庄子；寡妇赋；临终诗,史记；诗；庄子,3,True,,0,False,1,20,"昔我十年前
與君始相識
曾將秋竹竿
比君孤且直
中心一以合
外事紛無極
共保秋竹心
風霜侵不得
始嫌梧桐樹
秋至先改色
不愛楊柳枝
春來軟無力
憐君别我後
見竹長相憶
常欲在眼前
故栽庭户側
分首今何處
君南我在北
吟我贈君詩
對之心惻惻","酬元九對新栽竹有懷見寄昔我十年前
與君始相識
曾將秋竹竿
比君孤且直
中心一以合
外事紛無極
共保秋竹心
風霜侵不得
始嫌梧桐樹
秋至先改色
不愛楊柳枝
春來軟無力
憐君别我後
見竹長相憶
常欲在眼前
故栽庭户側
分首今何處
君南我在北
吟我贈君詩
對之心惻惻",130
27,poem,27,卷一,,,諷諭,感鶴,,,27,revised_jsonl_direct,0028,,revised_jsonl,楚辞；淮南子；野田黄雀行；咏怀；庄子；论衡；说苑；文选；射雉赋；韩诗章句；游仙诗；古白鸿颂；书论；鹪鹩赋；字林；说文；感物赋；山居赋；四子讲德论；史记；左传；左氏；广绝交论；韩诗外传；翡翠赋；荀子,楚辞；淮南子；庄子；论衡；说苑；游仙诗；字林；说文；史记；左传；广绝交论；韩诗外传,12,True,,0,False,1,20,"鶴有不羣者
飛飛在野田
飢不啄腐鼠
渴不飲盜泉
貞姿自耿介
雜鳥何翩翾
同遊不同志
如此十餘年
一興嗜慾念
遂爲矰繳牽
委質小池内
爭食羣雞前
不惟懷稻粱
兼亦競腥羶
不唯戀主人
兼亦狎烏鳶
物心不可知
天性有時遷
一飽尚如此
况乘大夫軒","感鶴鶴有不羣者
飛飛在野田
飢不啄腐鼠
渴不飲盜泉
貞姿自耿介
雜鳥何翩翾
同遊不同志
如此十餘年
一興嗜慾念
遂爲矰繳牽
委質小池内
爭食羣雞前
不惟懷稻粱
兼亦競腥羶
不唯戀主人
兼亦狎烏鳶
物心不可知
天性有時遷
一飽尚如此
况乘大夫軒",121
28,poem,28,卷一,,,諷諭,春雪,,,28,revised_jsonl_direct,0029,811,revised_jsonl,谱；笺；谷梁传；公羊；艺文类聚；荆楚岁时记；杨柳歌；雪二首；咏春雪寄族人治书思澄；雪；庄子；野客丛书；校猎赋；雪诗；大寒赋；神泉赋；三辅黄图；汉书；太平寰宇记；长安志；分门集注杜工部诗；哀江头；两京新记；剧谈录；唐两京城坊考；据白氏长庆集考唐代长安曲江池；中华文史论丛；白氏长庆集；隋唐两京丛考；曲江池与升道坊；云麓漫抄；长安图题记；太平御览；天文要集；通鉴；景龙文馆记；京兆府新栽莲；三月三日率尔成篇；礼记；管子；魏书；寒夜赋；书；淮南子；辨命论；春秋；孟子；诗；乘；梼杌；论衡；公羊传；后汉书；韩子年谱；辛卯年雪,谷梁传；荆楚岁时记；雪；庄子；大寒赋；三辅黄图；汉书；礼记；管子；魏书；书；淮南子；春秋；孟子；诗；乘；论衡；公羊传；后汉书,19,True,,0,False,1,28,"元和歲在卯
六年春二月
月晦寒食天
天陰夜飛雪
連宵復竟日
浩浩殊未歇
大似落鵝毛
密如飄玉屑
寒銷春茫上聲蒼上聲
氣變風凜冽
上林草盡没
曲江冰復結
紅乾杏花死
綠凍楊枝折
所憐物性傷
非惜年芳絶
上天有時令
四序平分别
寒燠苟反常
物生皆夭閼
我觀聖人意
魯史有其説
或記水不冰
或書霜不殺
上將儆正教
下以防災孽
兹雪今如何
信美非時節","春雪元和歲在卯
六年春二月
月晦寒食天
天陰夜飛雪
連宵復竟日
浩浩殊未歇
大似落鵝毛
密如飄玉屑
寒銷春茫上聲蒼上聲
氣變風凜冽
上林草盡没
曲江冰復結
紅乾杏花死
綠凍楊枝折
所憐物性傷
非惜年芳絶
上天有時令
四序平分别
寒燠苟反常
物生皆夭閼
我觀聖人意
魯史有其説
或記水不冰
或書霜不殺
上將儆正教
下以防災孽
兹雪今如何
信美非時節",173
29,poem,29,卷一,,,諷諭,高僕射,,,29,revised_jsonl_direct,0030,810,revised_jsonl,笺；旧书；新书；老子；礼记；旧唐书；汉书；论语；孝经；咏史；咏怀；行药至城东桥；饮酒；白虎通；后汉书；诗；乐府诗集；同生曲；诣蒋公奏记辞辟命；晋书,老子；礼记；汉书；论语；孝经；白虎通；后汉书；诗；晋书,9,True,,0,False,1,24,"富貴人所愛
聖人去其泰
所以致仕年
著在禮經内
玄元亦有訓
知止則不殆
二疏獨能行
遺迹東門外
清風久銷歇
迨此向千載
斯人古亦稀
何况今之世
遑遑名利客
白首千百輩
唯有高僕射
七十懸車蓋
我年雖未老
歲月亦云邁
預恐耄及時
貪榮不能退
中心私自儆
何以爲我戒
故作僕射詩
書之於大帶","高僕射富貴人所愛
聖人去其泰
所以致仕年
著在禮經内
玄元亦有訓
知止則不殆
二疏獨能行
遺迹東門外
清風久銷歇
迨此向千載
斯人古亦稀
何况今之世
遑遑名利客
白首千百輩
唯有高僕射
七十懸車蓋
我年雖未老
歲月亦云邁
預恐耄及時
貪榮不能退
中心私自儆
何以爲我戒
故作僕射詩
書之於大帶",146
30,poem,30,卷一,,,諷諭,白牡丹,,,30,revised_jsonl_direct,0031,,revised_jsonl,笺；旧书；新书；重修承旨学士壁记；庄子；形影神诗序；行药至城东桥；节游赋；吴都赋；列子；雪赋；楚辞；塘上行；借刘太常说文；唐两京城坊考；剧谈录；闻玉蕊真人降诗；酬严给事；雍录；代书诗一百韵寄微之；游长宁公主流杯池；咏美人观画；寒山诗注；诗；杂诗；礼记；玉藻；同乐天和微之深春二十首；近试上张籍水部；春暮思平泉杂咏二十首；郊居赋；新乐府；裴给事宅白牡丹；白牡丹,庄子；列子；雪赋；楚辞；诗；杂诗；礼记,7,True,,0,False,1,28,"城中看花客
旦暮走營營
素華人不顧
亦占牡丹名
閉在深寺中
車馬無來聲
唯有錢學士
盡日遶叢行
憐此皓然質
無人自芳馨
衆嫌我獨賞
移植在中庭
留景夜不暝
迎光曙先明
對之心亦靜
虛白相向生
唐昌玉蘂花
攀玩衆所爭
折來比顔色
一種如瑶瓊
彼因稀見貴
此以多爲輕
始知無正色
愛惡隨人情
豈惟花獨爾
理與人事并
君看入時者
紫艷與紅英","白牡丹城中看花客
旦暮走營營
素華人不顧
亦占牡丹名
閉在深寺中
車馬無來聲
唯有錢學士
盡日遶叢行
憐此皓然質
無人自芳馨
衆嫌我獨賞
移植在中庭
留景夜不暝
迎光曙先明
對之心亦靜
虛白相向生
唐昌玉蘂花
攀玩衆所爭
折來比顔色
一種如瑶瓊
彼因稀見貴
此以多爲輕
始知無正色
愛惡隨人情
豈惟花獨爾
理與人事并
君看入時者
紫艷與紅英",170
31,poem,31,卷一,,,諷諭,贈内,,,31,revised_jsonl_direct,0032,808,revised_jsonl,笺；祭杨夫人文；白氏文集；礼记；诗；世说新语；魏书；列女传；鲁黔娄妻；左传；陶渊明传；淮南子；后汉书；论语；释文；说文；孟子；荀子；梁书,礼记；诗；魏书；列女传；左传；淮南子；后汉书；论语；说文；孟子,10,True,,0,False,1,30,"生爲同室親
死爲同穴塵
他人尚相勉
而况我與君
黔婁固窮士
妻賢忘其貧
冀缺一農夫
妻敬儼如賓
陶潛不營生
翟氏自爨薪
梁鴻不肯仕
孟光甘布裙
君雖不讀書
此事耳亦聞
至此千載後
傳是何如人
人生未死間
不能忘其身
所須者衣食
不過飽與温
蔬食足充飢
何必膏粱珍
繒絮足禦寒
何必錦繡文
君家有貽訓
清白遺子孫
我亦貞苦士
與君新結婚
庶保貧與素
偕老同欣欣","贈内生爲同室親
死爲同穴塵
他人尚相勉
而况我與君
黔婁固窮士
妻賢忘其貧
冀缺一農夫
妻敬儼如賓
陶潛不營生
翟氏自爨薪
梁鴻不肯仕
孟光甘布裙
君雖不讀書
此事耳亦聞
至此千載後
傳是何如人
人生未死間
不能忘其身
所須者衣食
不過飽與温
蔬食足充飢
何必膏粱珍
繒絮足禦寒
何必錦繡文
君家有貽訓
清白遺子孫
我亦貞苦士
與君新結婚
庶保貧與素
偕老同欣欣",181
32,poem,32,卷一,,,諷諭,寄唐生,,,32,revised_jsonl_direct,0033,,revised_jsonl,旧唐书；唐国史补；桂苑丛谈；笺；河南邵氏闻见后录；与元九书；伤唐衢；陈政事疏；晋书；唐书；哀二良文；赠樊著作；楚辞；读张籍古乐府；国语；左传；虞人之箴；离骚；文选序；南齐书；与沈约书；文心雕龙；定势；韩非子；礼记；老子；魏书；拟魏太子邺中集；文选；谢太祖笺；野客丛书；中论；谢入觐表；吕氏春秋,晋书；楚辞；国语；左传；离骚；礼记；老子；魏书；吕氏春秋,9,True,,0,False,1,52,"賈誼哭時事
阮籍哭路歧
唐生今亦哭
異代同其悲
唐生者何人
五十寒且飢
不悲口無食
不悲身無衣
所悲忠與義
悲甚則哭之
太尉擊賊日
段太尉以笏擊朱泚
尚書叱盜時
顔尚書叱李希烈
大夫死兇寇
陸大夫爲亂兵所害
諫議謫蠻夷
陽諫議左遷道州
每見如此事
聲發涕輒隨
往往聞其風
俗士猶或非
憐君頭半白
其志竟不衰
我亦君之徒
鬱鬱何所爲
不能發聲哭
轉作樂府詩
篇篇無空文
句句必盡規
功高虞人箴
痛甚騷人辭
非求宮律高
不務文字奇
惟歌生民病
願得天子知
未得天子知
甘受時人嗤
藥良氣味苦
瑟淡音聲稀
不懼權豪怒
亦任親朋譏
人竟無奈何
呼作狂男兒
每逢羣盜息
或遇雲霧披
但自高聲歌
庶幾天聽卑
歌哭雖異名
所感則同歸
寄君三十章
與君爲哭詞","寄唐生賈誼哭時事
阮籍哭路歧
唐生今亦哭
異代同其悲
唐生者何人
五十寒且飢
不悲口無食
不悲身無衣
所悲忠與義
悲甚則哭之
太尉擊賊日
段太尉以笏擊朱泚
尚書叱盜時
顔尚書叱李希烈
大夫死兇寇
陸大夫爲亂兵所害
諫議謫蠻夷
陽諫議左遷道州
每見如此事
聲發涕輒隨
往往聞其風
俗士猶或非
憐君頭半白
其志竟不衰
我亦君之徒
鬱鬱何所爲
不能發聲哭
轉作樂府詩
篇篇無空文
句句必盡規
功高虞人箴
痛甚騷人辭
非求宮律高
不務文字奇
惟歌生民病
願得天子知
未得天子知
甘受時人嗤
藥良氣味苦
瑟淡音聲稀
不懼權豪怒
亦任親朋譏
人竟無奈何
呼作狂男兒
每逢羣盜息
或遇雲霧披
但自高聲歌
庶幾天聽卑
歌哭雖異名
所感則同歸
寄君三十章
與君爲哭詞",324
