作者规范,六帖部类,高值句数,最高相似度,平均相似度,代表诗题,代表诗句,代表六帖词条,代表六帖注文,代表相似度,total_line_count,line_p90_count,句级p90互文密度_每千句,样本规模标记,部类高值密度_每千句,部类占诗人高值比例,诗人内部类高值排名
杜甫,姊妹,1,0.76256,0.76256,不归,从弟人皆有,從兄,《禮》：婦人從人者也。幼從父，兄嫁從夫。,0.76256,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,35.0
杜甫,貧,1,0.76176,0.76176,甘林,试问甘藜藿,甘藜藿,《文選》。,0.76176,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,36.0
杜甫,居喪越禮,1,0.760666,0.760666,晦日寻崔戢、李封,至今阮籍等,慕阮籍,姚興時，京兆韋高慕阮籍為人居喪，彈琴飲酒。黃門郎古成詵以文章雅正，參掌機密，聞之泣曰：「吾私刃斬之以崇風教。遂持劍見高，高懼而逃走。,0.760666,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,37.0
杜甫,日,1,0.756883,0.756883,赠郑十八贲（云安令）,古人日以远,問日近遠,晉明帝少時，言長安遠於日。,0.756883,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,38.0
杜甫,相思,1,0.752158,0.752158,梦李白二首,故人入我梦,我思故人,,0.752158,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,39.0
杜甫,虎,1,0.749707,0.749707,送顾八分文学适洪吉州,赠子猛虎行,猛虎行,《文．陸機〈猛虎行〉》：「渴不飲盜泉水，熱不息惡水陰。,0.749707,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,40.0
杜甫,寒,1,0.748252,0.748252,寒硖,寒硖不可度,沍寒,,0.748252,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,41.0
杜甫,席,1,0.744023,0.744023,送李校书二十六韵,天子正前席,前席,《賈誼傳》：文帝前席。注云：促席近聽誼言。,0.744023,19576,47,2.40089906007356,大样本,0.05108295872496935,0.02127659574468085,42.0
白居易,開鑿,1,0.85439,0.85439,道州民－美臣遇明主也,民到于今受其赐,受賜,民到于今受其賜。,0.85439,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,30.0
白居易,寬恕,1,0.843944,0.843944,七年春题府厅,示耻用蒲鞭,蒲鞭示恥,,0.843944,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,31.0
白居易,門戶,1,0.836644,0.836644,采诗官－监前王乱亡之由也,君之门兮九重閟,九重,《楚辭》曰：「君之門兮！九重。,0.836644,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,32.0
白居易,葬,1,0.83576,0.83576,朱陈村,死者不远葬,袝葬者不筮宅,謂袝先塋，不改十墓也。,0.83576,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,33.0
白居易,悔恨,1,0.828468,0.828468,和答诗十首。和阳城驿,往者不可追,往者不可諫,,0.828468,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,34.0
白居易,報怨,1,0.82728,0.82728,读史五首,鬼得而诛之,鬼誅,鬼得而誅。,0.82728,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,35.0
白居易,鳥,1,0.827014,0.827014,醉后走笔酬刘五主簿长句之赠兼简张大贾二十四先辈昆季,三年不鸣鸣必大,三年不鳴,齊威王曰：「有大鳥止于王庭，三年不飛，飛則沖天；三年不鳴，鳴則驚人。,0.827014,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,36.0
白居易,馬,1,0.818888,0.818888,八骏图－戒奇物、惩佚游也,不知房星之精下为怪,房精,房星之精。,0.818888,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,37.0
白居易,獄囚,1,0.813385,0.813385,朱陈村,以此自桎梏,桎梏以縶。,,0.813385,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,38.0
白居易,寒食,1,0.812959,0.812959,会昌元年春五绝句。赠举之仆射,一月三回寒食会,一月寒食,《後漢》周舉遷并州刺史，太原舊俗，以介子推焚骸一月，斷火舉移書於子推廟。云寒食一月，老小不堪，今則三日而巳。,0.812959,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,39.0
白居易,儒教,1,0.807387,0.807387,哭王质夫,重有君子儒,君子之儒,子謂子夏，曰：「汝為君子儒，無為小人儒。,0.807387,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,40.0
白居易,泉源,1,0.806912,0.806912,江楼夜吟元九律诗，成三十韵,醴泉流出地,醴泉,美泉也。水之精也。崑崙山有醴泉，華池君乘土而王，其政太平，則醴泉出湧。乘水而王，其政和平，則醴泉瀌。神靈滋液，百珍實用，則醴泉出。黃帝時，以醴泉為漿。堯之世，德茂清平，則醴泉出。夏后之時，俊乂在官，醴泉出。漢宣帝三年，醴泉流滂，枯槁榮茂禮，天不愛其道，地不愛其寶，則醴泉出也。,0.806912,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,41.0
白居易,縣令,1,0.805278,0.805278,丘中有一士二首（命首句为题）,不忍相欺侵,人不忍欺,宓子賤為政，人不忍欺。餘見“彊毅”門注。,0.805278,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,42.0
白居易,德,1,0.802944,0.802944,骠国乐－欲王化之先迩后远也（贞元十七年来献之）,至尊德广之所及,德廣所及,,0.802944,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,43.0
白居易,倉廩,1,0.797948,0.797948,赠友五首,量入以为出,量入,《禮》曰：「五穀皆入，必量於歲之杪。,0.797948,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,44.0
白居易,死,1,0.794316,0.794316,和微之诗二十三首。和李势女,人各有一死,死生有命,,0.794316,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,45.0
白居易,公政,1,0.79332,0.79332,郊陶潜体诗十六首,有功不自伐,不伐功,魏陳羣言劉兾於太祖太祖赦之冀徳羣羣曰議刑為國非為私且明主之意吾何知其弘博不伐功如此也,0.79332,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,46.0
白居易,相,1,0.792964,0.792964,答卜者,问我决疑不,决疑,《歸田賦》曰：感蔡子之慷慨，從唐生以決疑。」,0.792964,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,47.0
白居易,松柏,1,0.787744,0.787744,文柏床,陵上有老柏,青陵上柏,,0.787744,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,48.0
白居易,勤,1,0.787276,0.787276,饮后戏示弟子,弟子服劳止,服其勞,有事弟子服其勞。,0.787276,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,49.0
白居易,珪璋,1,0.786721,0.786721,齐物二首,长短各有分,長短之制以辨上下,別貴賤。《周禮》。,0.786721,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,50.0
白居易,愚,1,0.78474,0.78474,涧底松－念寒俊也,下者未必愚,下愚,子曰：唯上智與下愚不移。,0.78474,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,51.0
白居易,嗜好,1,0.782151,0.782151,双石,人皆有所好,是人之所欲,,0.782151,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,52.0
白居易,秋,1,0.782119,0.782119,杜陵叟－伤农夫之困也,九月降霜秋早寒,霜降,,0.782119,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,53.0
白居易,貴,1,0.782092,0.782092,重修香山寺毕，题二十二韵以纪之,先宜知止足,止足,《史》：蔡澤曰：「吳君白起、越大夫種，功成不去禍，至范蠡知止，足超然避世。長為陶，朱公孰見與禍至，忍不能離，疑不能決云云。應侯曰：「吾聞欲而不知止，則失其所欲也。」,0.782092,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,54.0
白居易,齊物,1,0.781519,0.781519,对酒,知得不知失,得失,肩吾，謂孫叔敖曰：「子三為令尹，不榮華。三去無憂色。令視皋門栩栩然，子之用獨奈何？敖曰：「吾以來可卻，去不可止，得失非我，在彼乎？在我乎，注，云：曠然無係，玄同彼我，何暇至乎人貴人賤也。,0.781519,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,55.0
白居易,宰相,1,0.781414,0.781414,裴侍中晋公以集贤林亭即事诗三十六韵见赠…以伸酬献,维云社稷臣,社稷臣,,0.781414,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,56.0
白居易,勤官,1,0.78115,0.78115,自到郡斋仅经旬日方专公务未及宴游偷闲…仍呈吴中诸客,补拙莫如勤,非徳莫如勤,,0.78115,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,57.0
白居易,星,1,0.780702,0.780702,和微之春日投简阳明洞天五十韵,牛斗天垂象,天垂象,,0.780702,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,58.0
白居易,恐懼,1,0.779773,0.779773,旱热二首,赫日吁可畏,吁可畏也,,0.779773,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,59.0
白居易,明堂,1,0.779649,0.779649,寓意诗五首,天子建明堂,天子立明堂者，所以正四時之序，敦五教之本。,在國之南也。《白虎通》。,0.779649,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,60.0
白居易,教化,1,0.77729,0.77729,玩松竹二首,乃知性相近,性相近習相逺,言人同稟五常之性趨舍相近但所習漸積而相去逺也,0.77729,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,61.0
白居易,棄官,1,0.776734,0.776734,答刘禹锡白太守行,吏满六百石,不過六百石,漢邴漢兄子曼容為官不過六百石輙自免去,0.776734,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,62.0
白居易,苑囿,1,0.776548,0.776548,浔阳三题。庐山桂,得入上林园,上林。,漢舊儀上林苑中廣長二百里離宮七十所皆容千乗萬騎,0.776548,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,63.0
白居易,贈貺,1,0.776219,0.776219,初除户曹，喜而言志,不以我为贪,不以為貪,管仲與鮑叔分財。管仲毎多取之，管仲曰：「鮑子不以為貪，知我家貧也。」,0.776219,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,64.0
白居易,竽,1,0.775544,0.775544,题西亭,鼓瑟吹笙竽,笙竽俱唱,《文選》。,0.775544,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,65.0
白居易,僭,1,0.774119,0.774119,司天台－引古以儆今也,上陵下替谪见天,下陵上替,,0.774119,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,66.0
白居易,霧,1,0.773235,0.773235,截树,豁达睹青天,睹青天,徐幹《中論》曰：「文王遇姜公於渭陽，執竿而釣，文王得之，若披雲見日月，如開霧睹青天。」,0.773235,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,67.0
白居易,醜婦人,1,0.772174,0.772174,玩止水,鉴形不如止,無徵怨於下山,宜鑒形於止水。,0.772174,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,68.0
白居易,塉田,1,0.768376,0.768376,郊陶潜体诗十六首,胡为生稻粱,生稻粱,《史》：鄴令引漳水灌田。人歌曰：決漳水灌鄴田旁，千石斥鹵生稻粱。,0.768376,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,69.0
白居易,刺史,1,0.766716,0.766716,咏怀,今为二千石,二千石,之善政。,0.766716,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,70.0
白居易,父母疾,1,0.764899,0.764899,首夏病间,非忧即有疾,病則致其憂,,0.764899,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,71.0
白居易,竹,1,0.762897,0.762897,妇人苦,有如林中竹,如竹苞矣,《詩》。,0.762897,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,72.0
白居易,五月五日,1,0.762672,0.762672,百炼镜－辨皇王鉴也,五月五日日午时,五日良時,,0.762672,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,73.0
白居易,旱,1,0.761822,0.761822,游悟真寺诗（一百三十韵）,若岁有水旱,國乃大旱,,0.761822,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,74.0
白居易,君臣,1,0.761323,0.761323,太行路－借夫妇以讽君臣之不终也,近代君臣亦如此,近臣,漢嚴助為太中大夫後得朱買臣吾邱壽王主父偃徐樂嚴安枚臯從車並在左右助等與大臣辨論中外相應以義理之文大臣數詘司馬相如數稱疾避事枚臯東方朔不根持論上頗俳優畜之唯助與壽王見任而助最先進,0.761323,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,75.0
白居易,烈婦,1,0.761215,0.761215,和答诗十首。和雉媒,高于磨笄山,磨笄山,趙襄子登夏屋山，請代王使廚人操銅斗行鍖代王殺之，其姊聞之，呼天磨笄自殺，因以為其山名也。,0.761215,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,76.0
白居易,知人,1,0.759982,0.759982,寓意诗五首,须有知人明,知人者智。,《老子》。,0.759982,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,77.0
白居易,患難,1,0.759692,0.759692,郊陶潜体诗十六首,但未知生死,終始,生死。,0.759692,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,78.0
白居易,形貎,1,0.758803,0.758803,思子台有感二首,江充不敢作江充,魁岸,江充。,0.758803,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,79.0
白居易,樂器,1,0.758651,0.758651,咏拙,所禀有巧拙,巧拙相非,《魏》：杜夔公良善鍾律。初，漢鑄鍾工柴玉巧有意思，夔令玉鑄鍾聲，鈞清濁，多不如法，數改作。玉饜之，謂杜夔清濁任意。夔玉更相白太祖，太祖取所鑄鍾，錯雜，更試，然後知夔之精，玉之妄，於是罪玉也。,0.758651,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,80.0
白居易,善誘,1,0.758558,0.758558,赠友五首,谁能救其失,救失,學者有四失，教者必知之。人之學也，或失則多，或失則寡，或失則易，或失則止，此者心之莫同也。知其心然後能救其失也。,0.758558,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,81.0
白居易,慎,1,0.758305,0.758305,旅次华州，赠袁右丞,君子在其中,君子之道,思其始也。思其終也。,0.758305,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,82.0
白居易,祖孫,1,0.755806,0.755806,有感三首,子孙非我有,不爲子孫留財産,《列子》：衛端木叔子，貢世子也。籍先資累千金，年六十，棄家散庫，一年盡，不為子孫留財，散之一國，及病無藥，石之儲，死無瘞埋之，所受施者相與，及子孫之財也。,0.755806,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,83.0
白居易,誅罰,1,0.754769,0.754769,游悟真寺诗（一百三十韵）,以此自惭惕,自省。,晉宣帝問諸葛公起居何如而使者曰罰世以上皆自省覽帝曰其能乆乎,0.754769,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,84.0
白居易,御宴,1,0.754388,0.754388,续古诗十首,东阁有旨酒,我肴,旨酒,0.754388,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,85.0
白居易,囊橐,1,0.754262,0.754262,三年为刺史二首,此抵有千金,千金,陸賈使南越，越王它賜賈，橐中裝直千金。,0.754262,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,86.0
白居易,短小人,1,0.754203,0.754203,惜栯李花,高低二三尺,二尺,廣延之國人長二尺。,0.754203,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,87.0
白居易,琴,1,0.754111,0.754111,松斋自题（时为翰林学士）,琴聊以自娱,琴者所以正人心,《白虎通》。,0.754111,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,88.0
白居易,皇后,1,0.753601,0.753601,江南遇天宝乐叟,是时天下太平久,天下內和。,,0.753601,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,89.0
白居易,心,1,0.752984,0.752984,夏日独直，寄萧侍御,是以方寸内,方寸,徐庻曰：「方寸亂矣！」,0.752984,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,90.0
白居易,磬,1,0.752805,0.752805,华原磬－刺乐工非其人也,磬襄入海去不归,擊磬襄入于海。,襄，磬師名。,0.752805,33303,161,4.834399303366062,大样本,0.03002732486562772,0.006211180124223602,91.0
